time,Solar8000/CVP,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_SBP,Solar8000/PLETH_HR,SNUADC/CVP,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ETCO2
2940,,,NaN,NaN,,,,,NaN,,NaN,,
2941,6,66,NaN,NaN,14,76,89,74,NaN,98,NaN,52,35
2942,,,NaN,NaN,,,,,NaN,,NaN,,
2943,6,66,NaN,NaN,14,76,89,74,NaN,98,NaN,52,35
2944,,,NaN,NaN,,,,,NaN,,NaN,,
2945,6,68,NaN,NaN,14,75,92,76,NaN,98,NaN,53,35
2946,,,NaN,NaN,,,,,NaN,,NaN,,
2947,6,68,NaN,NaN,14,75,90,76,NaN,98,NaN,55,35
2948,,,NaN,NaN,,,,,NaN,,NaN,,
2949,6,66,NaN,NaN,14,75,89,76,NaN,98,NaN,52,35
2950,,,NaN,NaN,,,,,NaN,,NaN,,
2951,6,66,NaN,NaN,14,75,89,76,NaN,98,NaN,52,36
2952,,,NaN,NaN,,,,,NaN,,NaN,,
2953,6,67,NaN,NaN,14,75,92,75,NaN,98,NaN,53,36
2954,,,NaN,NaN,,,,,NaN,,NaN,,
2955,6,67,NaN,NaN,14,75,91,75,NaN,98,NaN,52,36
2956,,,NaN,NaN,,,,,NaN,,NaN,,
2957,6,68,NaN,NaN,14,75,92,75,NaN,98,NaN,54,36
2958,,,NaN,NaN,,,,,NaN,,NaN,,
2959,6,68,NaN,NaN,14,75,93,76,NaN,98,NaN,53,36
2960,,,NaN,NaN,,,,,NaN,,NaN,,
2961,6,68,NaN,NaN,14,76,91,76,NaN,98,NaN,53,36
2962,,,NaN,NaN,,,,,NaN,,NaN,,
2963,6,68,NaN,NaN,14,75,93,76,NaN,98,NaN,53,36
2964,,,NaN,NaN,,,,,NaN,,NaN,,
2965,6,68,NaN,NaN,14,75,91,76,NaN,98,NaN,53,36
2966,,,NaN,NaN,,,,,NaN,,NaN,,
2967,6,68,NaN,NaN,14,75,93,75,NaN,98,NaN,53,36
2968,,,NaN,NaN,,,,,NaN,,NaN,,
2969,6,67,NaN,NaN,14,75,91,75,NaN,98,NaN,52,36
2970,,,NaN,NaN,,,,,NaN,,NaN,,
2971,6,69,NaN,NaN,14,75,92,75,NaN,98,NaN,56,36
2972,,,NaN,NaN,,,,,NaN,,NaN,,
2973,6,65,NaN,NaN,14,75,86,75,NaN,98,NaN,50,36
2974,,,NaN,NaN,,,,,NaN,,NaN,,
2975,6,66,NaN,NaN,14,74,90,75,NaN,98,NaN,52,36
2976,,,NaN,NaN,,,,,NaN,,NaN,,
2977,6,66,NaN,NaN,14,74,89,75,NaN,98,NaN,52,36
2978,,,NaN,NaN,,,,,NaN,,NaN,,
2979,6,67,NaN,NaN,14,75,92,75,NaN,98,NaN,53,36
2980,,,NaN,NaN,,,,,NaN,,NaN,,
2981,6,67,NaN,NaN,14,73,90,75,NaN,98,NaN,52,36
2982,,,NaN,NaN,,,,,NaN,,NaN,,
2983,6,68,NaN,NaN,14,75,95,76,NaN,98,NaN,54,36
2984,,,NaN,NaN,,,,,NaN,,NaN,,
2985,6,68,NaN,NaN,14,75,93,76,NaN,98,NaN,53,36
2986,,,NaN,NaN,,,,,NaN,,NaN,,
2987,6,70,NaN,NaN,14,75,95,75,NaN,98,NaN,55,36
2988,,,NaN,NaN,,,,,NaN,,NaN,,
2989,6,70,NaN,NaN,14,75,96,75,NaN,98,NaN,53,36
2990,,,NaN,NaN,,,,,NaN,,NaN,,
2991,6,70,NaN,NaN,14,75,94,75,NaN,98,NaN,54,36
2992,,,NaN,NaN,,,,,NaN,,NaN,,
2993,6,70,NaN,NaN,14,75,94,75,NaN,98,NaN,54,36
2994,,,NaN,NaN,,,,,NaN,,NaN,,
2995,6,69,NaN,NaN,14,75,93,76,NaN,98,NaN,54,36
2996,,,NaN,NaN,,,,,NaN,,NaN,,
2997,6,69,NaN,NaN,14,75,94,76,NaN,98,NaN,53,36
2998,,,NaN,NaN,,,,,NaN,,NaN,,
2999,6,69,NaN,NaN,14,75,93,75,NaN,98,NaN,54,36
3000,,,NaN,NaN,,,,,NaN,,NaN,,
3001,6,70,NaN,NaN,14,74,95,75,NaN,98,NaN,54,35
3002,,,NaN,NaN,,,,,NaN,,NaN,,
3003,6,69,NaN,NaN,14,74,93,74,NaN,98,NaN,53,35
3004,,,NaN,NaN,,,,,NaN,,NaN,,
3005,6,69,NaN,NaN,14,73,94,74,NaN,98,NaN,54,35
3006,,,NaN,NaN,,,,,NaN,,NaN,,
3007,6,66,NaN,NaN,14,73,85,73,NaN,98,NaN,50,36
3008,,,NaN,NaN,,,,,NaN,,NaN,,
3009,7,66,NaN,NaN,14,75,88,73,NaN,98,NaN,51,36
3010,,,NaN,NaN,,,,,NaN,,NaN,,
3011,7,66,NaN,NaN,14,71,90,72,NaN,98,NaN,51,36
3012,,,NaN,NaN,,,,,NaN,,NaN,,
3013,6,67,NaN,NaN,14,69,93,71,NaN,98,NaN,52,36
3014,,,NaN,NaN,,,,,NaN,,NaN,,
3015,6,67,NaN,NaN,14,69,93,70,NaN,98,NaN,52,35
3016,,,NaN,NaN,,,,,NaN,,NaN,,
3017,7,68,NaN,NaN,14,69,94,69,NaN,98,NaN,53,35
3018,,,NaN,NaN,,,,,NaN,,NaN,,
3019,7,69,NaN,NaN,14,69,94,69,NaN,98,NaN,53,35
3020,,,NaN,NaN,,,,,NaN,,NaN,,
3021,7,69,NaN,NaN,14,69,93,70,NaN,98,NaN,53,35
3022,,,NaN,NaN,,,,,NaN,,NaN,,
3023,7,69,NaN,NaN,14,70,95,70,NaN,98,NaN,53,35
3024,,,NaN,NaN,,,,,NaN,,NaN,,
3025,7,70,NaN,NaN,14,71,93,72,NaN,98,NaN,56,35
3026,,,NaN,NaN,,,,,NaN,,NaN,,
3027,6,68,NaN,NaN,14,72,92,72,NaN,98,NaN,53,35
3028,,,NaN,NaN,,,,,NaN,,NaN,,
3029,6,68,NaN,NaN,14,72,91,73,NaN,98,NaN,53,35
3030,,,NaN,NaN,,,,,NaN,,NaN,,
3031,6,69,NaN,NaN,14,73,94,73,NaN,98,NaN,54,35
3032,,,NaN,NaN,,,,,NaN,,NaN,,
3033,6,66,NaN,NaN,14,73,85,74,NaN,98,NaN,51,35
3034,,,NaN,NaN,,,,,NaN,,NaN,,
3035,6,67,NaN,NaN,14,77,91,74,NaN,98,NaN,52,35
3036,,,NaN,NaN,,,,,NaN,,NaN,,
3037,6,67,NaN,NaN,14,74,90,73,NaN,98,NaN,52,35
3038,,,NaN,NaN,,,,,NaN,,NaN,,
3039,6,68,NaN,NaN,14,74,93,74,NaN,98,NaN,54,35
3040,,,NaN,NaN,,,,,NaN,,NaN,,
3041,6,67,NaN,NaN,14,71,90,74,NaN,98,NaN,52,35
3042,,,NaN,NaN,,,,,NaN,,NaN,,
3043,6,68,NaN,NaN,14,74,92,74,NaN,98,NaN,53,35
3044,,,NaN,NaN,,,,,NaN,,NaN,,
3045,6,68,NaN,NaN,14,74,92,75,NaN,98,NaN,53,35
3046,,,NaN,NaN,,,,,NaN,,NaN,,
3047,6,68,NaN,NaN,14,74,93,75,NaN,98,NaN,53,35
3048,,,NaN,NaN,,,,,NaN,,NaN,,
3049,6,68,NaN,NaN,14,74,92,75,NaN,98,NaN,53,35
3050,,,NaN,NaN,,,,,NaN,,NaN,,
3051,6,69,NaN,NaN,14,74,92,75,NaN,98,NaN,54,36
3052,,,NaN,NaN,,,,,NaN,,NaN,,
3053,6,69,NaN,NaN,14,75,93,75,NaN,98,NaN,53,36
3054,,,NaN,NaN,,,,,NaN,,NaN,,
3055,6,69,NaN,NaN,14,74,93,75,NaN,98,NaN,54,36
3056,,,NaN,NaN,,,,,NaN,,NaN,,
3057,6,69,NaN,NaN,14,74,94,75,NaN,98,NaN,53,36
3058,,,NaN,NaN,,,,,NaN,,NaN,,
3059,6,69,NaN,NaN,14,74,93,75,NaN,98,NaN,54,35
3060,,,NaN,NaN,,,,,NaN,,NaN,,
3061,6,70,NaN,NaN,14,74,96,75,NaN,98,NaN,53,35
3062,,,NaN,NaN,,,,,NaN,,NaN,,
3063,6,70,NaN,NaN,14,74,95,75,NaN,98,NaN,52,35
3064,,,NaN,NaN,,,,,NaN,,NaN,,
3065,6,72,NaN,NaN,14,74,96,75,NaN,98,NaN,58,36
3066,,,NaN,NaN,,,,,NaN,,NaN,,
3067,6,67,NaN,NaN,14,74,89,75,NaN,98,NaN,50,36
3068,,,NaN,NaN,,,,,NaN,,NaN,,
3069,7,69,NaN,NaN,14,74,95,74,NaN,98,NaN,53,36
3070,,,NaN,NaN,,,,,NaN,,NaN,,
3071,7,69,NaN,NaN,14,74,93,74,NaN,98,NaN,53,36
3072,,,NaN,NaN,,,,,NaN,,NaN,,
3073,6,71,NaN,NaN,14,74,94,75,NaN,98,NaN,57,35
3074,,,NaN,NaN,,,,,NaN,,NaN,,
3075,6,67,NaN,NaN,14,75,89,75,NaN,98,NaN,52,35
3076,,,NaN,NaN,,,,,NaN,,NaN,,
3077,7,69,NaN,NaN,14,75,92,75,NaN,98,NaN,54,35
3078,,,NaN,NaN,,,,,NaN,,NaN,,
3079,7,69,NaN,NaN,14,75,93,75,NaN,98,NaN,54,35
3080,,,NaN,NaN,,,,,NaN,,NaN,,
3081,6,70,NaN,NaN,14,75,93,75,NaN,98,NaN,55,35
3082,,,NaN,NaN,,,,,NaN,,NaN,,
3083,6,68,NaN,NaN,14,75,90,75,NaN,98,NaN,53,35
3084,,,NaN,NaN,,,,,NaN,,NaN,,
3085,6,68,NaN,NaN,14,78,92,75,NaN,98,NaN,54,35
3086,,,NaN,NaN,,,,,NaN,,NaN,,
3087,6,70,NaN,NaN,14,75,95,75,NaN,98,NaN,54,36
3088,,,NaN,NaN,,,,,NaN,,NaN,,
3089,6,69,NaN,NaN,14,74,93,75,NaN,98,NaN,54,36
3090,,,NaN,NaN,,,,,NaN,,NaN,,
3091,6,68,NaN,NaN,14,71,91,74,NaN,98,NaN,53,36
3092,,,NaN,NaN,,,,,NaN,,NaN,,
3093,6,68,NaN,NaN,14,75,92,73,NaN,98,NaN,53,36
3094,,,NaN,NaN,,,,,NaN,,NaN,,
3095,7,69,NaN,NaN,14,72,94,71,NaN,98,NaN,54,35
3096,,,NaN,NaN,,,,,NaN,,NaN,,
3097,7,69,NaN,NaN,14,73,93,71,NaN,98,NaN,54,35
3098,,,NaN,NaN,,,,,NaN,,NaN,,
3099,6,70,NaN,NaN,14,71,95,71,NaN,98,NaN,54,35
3100,,,NaN,NaN,,,,,NaN,,NaN,,
3101,6,69,NaN,NaN,14,73,93,72,NaN,98,NaN,54,35
3102,,,NaN,NaN,,,,,NaN,,NaN,,
3103,6,70,NaN,NaN,14,73,94,74,NaN,98,NaN,55,35
3104,,,NaN,NaN,,,,,NaN,,NaN,,
3105,6,70,NaN,NaN,14,73,94,74,NaN,98,NaN,53,35
3106,,,NaN,NaN,,,,,NaN,,NaN,,
3107,6,70,NaN,NaN,14,73,95,73,NaN,98,NaN,54,35
3108,,,NaN,NaN,,,,,NaN,,NaN,,
3109,6,70,NaN,NaN,14,72,94,73,NaN,98,NaN,54,35
3110,,,NaN,NaN,,,,,NaN,,NaN,,
3111,6,69,NaN,NaN,14,72,92,73,NaN,98,NaN,53,35
3112,,,NaN,NaN,,,,,NaN,,NaN,,
3113,6,69,NaN,NaN,14,73,93,73,NaN,98,NaN,53,35
3114,,,NaN,NaN,,,,,NaN,,NaN,,
3115,6,68,NaN,NaN,14,73,91,74,NaN,98,NaN,53,35
3116,,,NaN,NaN,,,,,NaN,,NaN,,
3117,6,68,NaN,NaN,14,73,92,74,NaN,98,NaN,53,35
3118,,,NaN,NaN,,,,,NaN,,NaN,,
3119,6,67,NaN,NaN,14,73,90,74,NaN,98,NaN,52,35
3120,,,NaN,NaN,,,,,NaN,,NaN,,
3121,6,68,NaN,NaN,14,73,92,74,NaN,98,NaN,53,35
3122,,,NaN,NaN,,,,,NaN,,NaN,,
3123,6,67,NaN,NaN,14,73,89,74,NaN,98,NaN,48,36
3124,,,NaN,NaN,,,,,NaN,,NaN,,
3125,6,62,NaN,NaN,14,73,78,74,NaN,98,NaN,41,36
3126,,,NaN,NaN,,,,,NaN,,NaN,,
3127,6,64,NaN,NaN,14,76,89,76,NaN,98,NaN,49,36
3128,,,NaN,NaN,,,,,NaN,,NaN,,
3129,6,69,NaN,NaN,14,74,95,74,NaN,98,NaN,27,36
3130,,,NaN,NaN,,,,,NaN,,NaN,,
3131,6,65,NaN,NaN,14,75,86,75,NaN,98,NaN,46,35
3132,,,NaN,NaN,,,,,NaN,,NaN,,
3133,6,65,NaN,NaN,14,74,89,76,NaN,98,NaN,50,35
3134,,,NaN,NaN,,,,,NaN,,NaN,,
3135,6,66,NaN,NaN,14,75,91,74,NaN,98,NaN,50,35
3136,,,NaN,NaN,,,,,NaN,,NaN,,
3137,6,67,NaN,NaN,14,75,92,75,NaN,98,NaN,53,35
3138,,,NaN,NaN,,,,,NaN,,NaN,,
3139,6,68,NaN,NaN,14,74,95,75,NaN,98,NaN,51,36
3140,,,NaN,NaN,,,,,NaN,,NaN,,
3141,6,69,NaN,NaN,14,74,93,75,NaN,98,NaN,55,36
3142,,,NaN,NaN,,,,,NaN,,NaN,,
3143,6,67,NaN,NaN,14,73,92,74,NaN,98,NaN,51,36
3144,,,NaN,NaN,,,,,NaN,,NaN,,
3145,6,68,NaN,NaN,14,72,95,73,NaN,98,NaN,54,35
3146,,,NaN,NaN,,,,,NaN,,NaN,,
3147,6,70,NaN,NaN,14,72,97,73,NaN,98,NaN,55,35
3148,,,NaN,NaN,,,,,NaN,,NaN,,
3149,6,71,NaN,NaN,14,72,94,72,NaN,98,NaN,58,35
3150,,,NaN,NaN,,,,,NaN,,NaN,,
3151,6,68,NaN,NaN,14,73,91,72,NaN,98,NaN,51,35
3152,,,NaN,NaN,,,,,NaN,,NaN,,
3153,6,68,NaN,NaN,14,73,92,72,NaN,98,NaN,53,35
3154,,,NaN,NaN,,,,,NaN,,NaN,,
3155,6,69,NaN,NaN,14,73,95,73,NaN,98,NaN,52,35
3156,,,NaN,NaN,,,,,NaN,,NaN,,
3157,6,68,NaN,NaN,14,73,93,73,NaN,98,NaN,52,35
3158,,,NaN,NaN,,,,,NaN,,NaN,,
3159,6,66,NaN,NaN,14,70,87,73,NaN,98,NaN,51,34
3160,,,NaN,NaN,,,,,NaN,,NaN,,
3161,6,66,NaN,NaN,14,75,88,73,NaN,98,NaN,52,34
3162,,,NaN,NaN,,,,,NaN,,NaN,,
3163,6,68,NaN,NaN,14,72,92,72,NaN,98,NaN,53,34
3164,,,NaN,NaN,,,,,NaN,,NaN,,
3165,6,68,NaN,NaN,14,72,91,73,NaN,98,NaN,53,34
3166,,,NaN,NaN,,,,,NaN,,NaN,,
3167,6,66,NaN,NaN,14,73,85,73,NaN,98,NaN,51,36
3168,,,NaN,NaN,,,,,NaN,,NaN,,
3169,6,66,NaN,NaN,14,76,88,73,NaN,98,NaN,52,36
3170,,,NaN,NaN,,,,,NaN,,NaN,,
3171,6,68,NaN,NaN,14,73,91,73,NaN,98,NaN,53,36
3172,,,NaN,NaN,,,,,NaN,,NaN,,
3173,6,68,NaN,NaN,14,74,92,74,NaN,98,NaN,54,35
3174,,,NaN,NaN,,,,,NaN,,NaN,,
3175,6,67,NaN,NaN,14,74,87,74,NaN,98,NaN,52,35
3176,,,NaN,NaN,,,,,NaN,,NaN,,
3177,6,68,NaN,NaN,14,77,91,76,NaN,98,NaN,53,35
3178,,,NaN,NaN,,,,,NaN,,NaN,,
3179,6,68,NaN,NaN,14,75,90,75,NaN,98,NaN,53,35
3180,,,NaN,NaN,,,,,NaN,,NaN,,
3181,6,69,NaN,NaN,14,75,93,75,NaN,98,NaN,54,35
3182,,,NaN,NaN,,,,,NaN,,NaN,,
3183,6,69,NaN,NaN,14,74,91,75,NaN,98,NaN,55,35
3184,,,NaN,NaN,,,,,NaN,,NaN,,
3185,6,68,NaN,NaN,14,75,90,74,NaN,98,NaN,53,35
3186,,,NaN,NaN,,,,,NaN,,NaN,,
3187,6,68,NaN,NaN,14,75,90,75,NaN,98,NaN,53,35
3188,,,NaN,NaN,,,,,NaN,,NaN,,
3189,6,69,NaN,NaN,14,75,92,75,NaN,98,NaN,54,35
3190,,,NaN,NaN,,,,,NaN,,NaN,,
3191,6,68,NaN,NaN,14,75,91,75,NaN,98,NaN,54,35
3192,,,NaN,NaN,,,,,NaN,,NaN,,
3193,6,69,NaN,NaN,14,75,92,75,NaN,98,NaN,54,35
3194,,,NaN,NaN,,,,,NaN,,NaN,,
3195,6,69,NaN,NaN,14,74,92,75,NaN,98,NaN,53,35
3196,,,NaN,NaN,,,,,NaN,,NaN,,
3197,6,69,NaN,NaN,14,74,92,75,NaN,98,NaN,54,35
3198,,,NaN,NaN,,,,,NaN,,NaN,,
3199,6,69,NaN,NaN,14,73,93,74,NaN,98,NaN,53,35
3200,,,NaN,NaN,,,,,NaN,,NaN,,
3201,6,69,NaN,NaN,14,73,91,74,NaN,98,NaN,54,35
3202,,,NaN,NaN,,,,,NaN,,NaN,,
3203,6,69,NaN,NaN,14,73,93,73,NaN,98,NaN,54,35
3204,,,NaN,NaN,,,,,NaN,,NaN,,
3205,6,68,NaN,NaN,14,73,91,73,NaN,98,NaN,53,35
3206,,,NaN,NaN,,,,,NaN,,NaN,,
3207,6,69,NaN,NaN,14,73,93,73,NaN,98,NaN,53,35
3208,,,NaN,NaN,,,,,NaN,,NaN,,
3209,6,66,NaN,NaN,14,73,86,73,NaN,98,NaN,51,35
3210,,,NaN,NaN,,,,,NaN,,NaN,,
3211,6,67,NaN,NaN,14,75,89,73,NaN,98,NaN,52,35
3212,,,NaN,NaN,,,,,NaN,,NaN,,
3213,6,67,NaN,NaN,14,73,90,73,NaN,98,NaN,53,35
3214,,,NaN,NaN,,,,,NaN,,NaN,,
3215,6,68,NaN,NaN,14,73,92,73,NaN,98,NaN,53,36
3216,,,NaN,NaN,,,,,NaN,,NaN,,
3217,6,67,NaN,NaN,14,71,89,74,NaN,98,NaN,53,36
3218,,,NaN,NaN,,,,,NaN,,NaN,,
3219,6,68,NaN,NaN,14,74,92,74,NaN,98,NaN,54,36
3220,,,NaN,NaN,,,,,NaN,,NaN,,
3221,6,68,NaN,NaN,14,74,91,75,NaN,98,NaN,53,35
3222,,,NaN,NaN,,,,,NaN,,NaN,,
3223,6,68,NaN,NaN,14,74,92,75,NaN,98,NaN,54,35
3224,,,NaN,NaN,,,,,NaN,,NaN,,
3225,6,69,NaN,NaN,14,74,91,74,NaN,98,NaN,57,35
3226,,,NaN,NaN,,,,,NaN,,NaN,,
3227,6,66,NaN,NaN,14,73,87,74,NaN,98,NaN,51,35
3228,,,NaN,NaN,,,,,NaN,,NaN,,
3229,6,66,NaN,NaN,14,73,89,74,NaN,98,NaN,52,35
3230,,,NaN,NaN,,,,,NaN,,NaN,,
3231,6,67,NaN,NaN,14,73,90,74,NaN,98,NaN,53,35
3232,,,NaN,NaN,,,,,NaN,,NaN,,
3233,6,67,NaN,NaN,14,73,91,74,NaN,98,NaN,53,35
3234,,,NaN,NaN,,,,,NaN,,NaN,,
3235,6,65,NaN,NaN,14,70,85,74,NaN,98,NaN,51,35
3236,,,NaN,NaN,,,,,NaN,,NaN,,
3237,6,66,NaN,NaN,14,76,89,75,NaN,98,NaN,52,35
3238,,,NaN,NaN,,,,,NaN,,NaN,,
3239,6,67,NaN,NaN,14,73,89,74,NaN,98,NaN,53,35
3240,,,NaN,NaN,,,,,NaN,,NaN,,
3241,6,68,NaN,NaN,14,73,92,74,NaN,98,NaN,54,35
3242,,,NaN,NaN,,,,,NaN,,NaN,,
3243,6,67,NaN,NaN,14,73,88,74,NaN,98,NaN,52,35
3244,,,NaN,NaN,,,,,NaN,,NaN,,
3245,6,68,NaN,NaN,14,75,91,74,NaN,98,NaN,54,35
3246,,,NaN,NaN,,,,,NaN,,NaN,,
3247,6,68,NaN,NaN,14,74,90,75,NaN,98,NaN,53,35
3248,,,NaN,NaN,,,,,NaN,,NaN,,
3249,6,69,NaN,NaN,14,74,92,75,NaN,98,NaN,54,35
3250,,,NaN,NaN,,,,,NaN,,NaN,,
3251,6,69,NaN,NaN,14,74,90,74,NaN,98,NaN,56,35
3252,,,NaN,NaN,,,,,NaN,,NaN,,
3253,6,66,NaN,NaN,14,73,88,74,NaN,98,NaN,52,35
3254,,,NaN,NaN,,,,,NaN,,NaN,,
3255,6,66,NaN,NaN,14,73,88,72,NaN,98,NaN,52,35
3256,,,NaN,NaN,,,,,NaN,,NaN,,
3257,6,67,NaN,NaN,14,73,90,72,NaN,98,NaN,53,35
3258,,,NaN,NaN,,,,,NaN,,NaN,,
3259,6,68,NaN,NaN,14,73,91,71,NaN,98,NaN,53,35
3260,,,NaN,NaN,,,,,NaN,,NaN,,
3261,6,66,NaN,NaN,14,70,85,71,NaN,98,NaN,51,35
3262,,,NaN,NaN,,,,,NaN,,NaN,,
3263,6,66,NaN,NaN,14,75,88,74,NaN,98,NaN,51,35
3264,,,NaN,NaN,,,,,NaN,,NaN,,
3265,6,66,NaN,NaN,14,73,88,73,NaN,98,NaN,52,35
3266,,,NaN,NaN,,,,,NaN,,NaN,,
3267,6,67,NaN,NaN,14,73,89,73,NaN,98,NaN,52,35
3268,,,NaN,NaN,,,,,NaN,,NaN,,
3269,6,66,NaN,NaN,14,73,88,74,NaN,98,NaN,52,35
3270,,,NaN,NaN,,,,,NaN,,NaN,,
3271,6,67,NaN,NaN,14,72,91,73,NaN,98,NaN,53,35
3272,,,NaN,NaN,,,,,NaN,,NaN,,
3273,6,67,NaN,NaN,14,73,89,73,NaN,98,NaN,52,35
3274,,,NaN,NaN,,,,,NaN,,NaN,,
3275,6,69,NaN,NaN,14,73,92,73,NaN,98,NaN,57,35
3276,,,NaN,NaN,,,,,NaN,,NaN,,
3277,6,65,NaN,NaN,14,73,85,73,NaN,98,NaN,50,35
3278,,,NaN,NaN,,,,,NaN,,NaN,,
3279,6,67,NaN,NaN,14,73,90,73,NaN,98,NaN,53,35
3280,,,NaN,NaN,,,,,NaN,,NaN,,
3281,6,67,NaN,NaN,14,74,89,74,NaN,98,NaN,52,35
3282,,,NaN,NaN,,,,,NaN,,NaN,,
3283,6,68,NaN,NaN,14,73,91,74,NaN,98,NaN,53,35
3284,,,NaN,NaN,,,,,NaN,,NaN,,
3285,6,68,NaN,NaN,14,73,91,74,NaN,98,NaN,54,35
3286,,,NaN,NaN,,,,,NaN,,NaN,,
3287,6,67,NaN,NaN,14,73,88,74,NaN,98,NaN,52,35
3288,,,NaN,NaN,,,,,NaN,,NaN,,
3289,6,68,NaN,NaN,14,73,91,74,NaN,98,NaN,53,35
3290,,,NaN,NaN,,,,,NaN,,NaN,,
3291,6,69,NaN,NaN,14,73,91,73,NaN,98,NaN,54,35
3292,,,NaN,NaN,,,,,NaN,,NaN,,
3293,6,70,NaN,NaN,14,73,95,73,NaN,98,NaN,55,35
3294,,,NaN,NaN,,,,,NaN,,NaN,,
3295,6,67,NaN,NaN,14,73,86,74,NaN,98,NaN,53,35
3296,,,NaN,NaN,,,,,NaN,,NaN,,
3297,6,68,NaN,NaN,14,76,92,74,NaN,98,NaN,52,36
3298,,,NaN,NaN,,,,,NaN,,NaN,,
3299,7,68,NaN,NaN,14,73,91,73,NaN,98,NaN,55,36
3300,,,NaN,NaN,,,,,NaN,,NaN,,
3301,7,71,NaN,NaN,14,73,95,74,NaN,98,NaN,57,36
3302,,,NaN,NaN,,,,,NaN,,NaN,,
3303,7,68,NaN,NaN,14,71,91,74,NaN,98,NaN,53,35
3304,,,NaN,NaN,,,,,NaN,,NaN,,
3305,7,70,NaN,NaN,14,74,95,74,NaN,98,NaN,55,35
3306,,,NaN,NaN,,,,,NaN,,NaN,,
3307,6,70,NaN,NaN,14,74,93,74,NaN,98,NaN,54,35
3308,,,NaN,NaN,,,,,NaN,,NaN,,
3309,6,70,NaN,NaN,14,74,107,74,NaN,98,NaN,41,35
3310,,,NaN,NaN,,,,,NaN,,NaN,,
3311,6,69,NaN,NaN,14,72,97,74,NaN,98,NaN,49,35
3312,,,NaN,NaN,,,,,NaN,,NaN,,
3313,6,69,NaN,NaN,14,73,94,74,NaN,98,NaN,53,35
3314,,,NaN,NaN,,,,,NaN,,NaN,,
3315,6,69,NaN,NaN,14,73,93,73,NaN,98,NaN,53,35
3316,,,NaN,NaN,,,,,NaN,,NaN,,
3317,6,69,NaN,NaN,14,72,92,73,NaN,98,NaN,54,35
3318,,,NaN,NaN,,,,,NaN,,NaN,,
3319,6,70,NaN,NaN,14,72,92,73,NaN,98,NaN,57,35
3320,,,NaN,NaN,,,,,NaN,,NaN,,
3321,7,66,NaN,NaN,14,72,88,73,NaN,98,NaN,51,35
3322,,,NaN,NaN,,,,,NaN,,NaN,,
3323,7,67,NaN,NaN,14,72,91,72,NaN,98,NaN,50,35
3324,,,NaN,NaN,,,,,NaN,,NaN,,
3325,6,67,NaN,NaN,14,72,90,72,NaN,98,NaN,52,35
3326,,,NaN,NaN,,,,,NaN,,NaN,,
3327,6,69,NaN,NaN,14,73,92,72,NaN,98,NaN,56,35
3328,,,NaN,NaN,,,,,NaN,,NaN,,
3329,6,65,NaN,NaN,14,70,86,72,NaN,98,NaN,51,35
3330,,,NaN,NaN,,,,,NaN,,NaN,,
3331,6,67,NaN,NaN,14,73,90,72,NaN,98,NaN,53,35
3332,,,NaN,NaN,,,,,NaN,,NaN,,
3333,6,67,NaN,NaN,14,73,90,73,NaN,98,NaN,53,35
3334,,,NaN,NaN,,,,,NaN,,NaN,,
3335,6,70,NaN,NaN,14,74,93,74,NaN,98,NaN,58,35
3336,,,NaN,NaN,,,,,NaN,,NaN,,
3337,6,66,NaN,NaN,14,71,87,74,NaN,98,NaN,52,35
