time,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,Solar8000/HR,SNUADC/ECG_II,SNUADC/ART,Solar8000/ART_DBP
9683,0,28,NaN,NaN,15,84,78,100,103,83,NaN,NaN,68
9684,,,NaN,NaN,,,,,,,NaN,NaN,
9685,0,28,NaN,NaN,15,84,77,99,99,83,NaN,NaN,67
9686,,,NaN,NaN,,,,,,,NaN,NaN,
9687,0,31,NaN,NaN,15,84,78,98,102,83,NaN,NaN,67
9688,,,NaN,NaN,,,,,,,NaN,NaN,
9689,0,31,NaN,NaN,15,84,76,98,99,84,NaN,NaN,64
9690,,,NaN,NaN,,,,,,,NaN,NaN,
9691,0,31,NaN,NaN,15,84,76,98,99,83,NaN,NaN,64
9692,,,NaN,NaN,,,,,,,NaN,NaN,
9693,0,31,NaN,NaN,15,84,73,98,93,83,NaN,NaN,61
9694,,,NaN,NaN,,,,,,,NaN,NaN,
9695,0,31,NaN,NaN,15,84,71,98,92,83,NaN,NaN,60
9696,,,NaN,NaN,,,,,,,NaN,NaN,
9697,0,31,NaN,NaN,15,84,68,98,87,82,NaN,NaN,58
9698,,,NaN,NaN,,,,,,,NaN,NaN,
9699,0,31,NaN,NaN,15,84,68,98,90,82,NaN,NaN,59
9700,,,NaN,NaN,,,,,,,NaN,NaN,
9701,0,31,NaN,NaN,15,84,68,98,88,82,NaN,NaN,59
9702,,,NaN,NaN,,,,,,,NaN,NaN,
9703,0,31,NaN,NaN,15,83,69,99,92,83,NaN,NaN,61
9704,,,NaN,NaN,,,,,,,NaN,NaN,
9705,0,31,NaN,NaN,15,83,69,99,89,83,NaN,NaN,60
9706,,,NaN,NaN,,,,,,,NaN,NaN,
9707,0,31,NaN,NaN,15,83,71,99,94,83,NaN,NaN,62
9708,,,NaN,NaN,,,,,,,NaN,NaN,
9709,0,31,NaN,NaN,15,84,71,99,93,83,NaN,NaN,63
9710,,,NaN,NaN,,,,,,,NaN,NaN,
9711,0,31,NaN,NaN,15,84,73,99,98,83,NaN,NaN,65
9712,,,NaN,NaN,,,,,,,NaN,NaN,
9713,0,31,NaN,NaN,15,84,72,99,94,83,NaN,NaN,63
9714,,,NaN,NaN,,,,,,,NaN,NaN,
9715,0,31,NaN,NaN,15,84,73,99,98,83,NaN,NaN,64
9716,,,NaN,NaN,,,,,,,NaN,NaN,
9717,0,31,NaN,NaN,15,84,72,100,93,83,NaN,NaN,63
9718,,,NaN,NaN,,,,,,,NaN,NaN,
9719,0,31,NaN,NaN,15,84,72,100,93,84,NaN,NaN,63
9720,,,NaN,NaN,,,,,,,NaN,NaN,
9721,0,31,NaN,NaN,15,85,73,99,93,84,NaN,NaN,65
9722,,,NaN,NaN,,,,,,,NaN,NaN,
9723,0,31,NaN,NaN,15,85,74,99,97,84,NaN,NaN,64
9724,,,NaN,NaN,,,,,,,NaN,NaN,
9725,0,31,NaN,NaN,15,85,72,99,92,85,NaN,NaN,63
9726,,,NaN,NaN,,,,,,,NaN,NaN,
9727,1,31,NaN,NaN,15,85,72,99,94,85,NaN,NaN,62
9728,,,NaN,NaN,,,,,,,NaN,NaN,
9729,1,31,NaN,NaN,15,85,70,99,89,85,NaN,NaN,59
9730,,,NaN,NaN,,,,,,,NaN,NaN,
9731,1,31,NaN,NaN,15,85,69,99,90,84,NaN,NaN,59
9732,,,NaN,NaN,,,,,,,NaN,NaN,
9733,1,31,NaN,NaN,15,85,67,99,80,84,NaN,NaN,54
9734,,,NaN,NaN,,,,,,,NaN,NaN,
9735,1,31,NaN,NaN,15,86,67,98,87,82,NaN,NaN,51
9736,,,NaN,NaN,,,,,,,NaN,NaN,
9737,1,32,NaN,NaN,15,86,63,98,79,82,NaN,NaN,51
9738,,,NaN,NaN,,,,,,,NaN,NaN,
9739,1,32,NaN,NaN,15,85,62,97,82,81,NaN,NaN,52
9740,,,NaN,NaN,,,,,,,NaN,NaN,
9741,1,32,NaN,NaN,15,84,59,97,76,80,NaN,NaN,50
9742,,,NaN,NaN,,,,,,,NaN,NaN,
9743,1,31,NaN,NaN,15,82,58,97,78,80,NaN,NaN,49
9744,,,NaN,NaN,,,,,,,NaN,NaN,
9745,1,31,NaN,NaN,15,80,57,97,74,78,NaN,NaN,48
9746,,,NaN,NaN,,,,,,,NaN,NaN,
9747,1,31,NaN,NaN,15,78,57,97,77,77,NaN,NaN,48
9748,,,NaN,NaN,,,,,,,NaN,NaN,
9749,1,30,NaN,NaN,15,78,56,97,72,76,NaN,NaN,47
9750,,,NaN,NaN,,,,,,,NaN,NaN,
9751,2,30,NaN,NaN,15,77,55,96,73,75,NaN,NaN,47
9752,,,NaN,NaN,,,,,,,NaN,NaN,
9753,2,30,NaN,NaN,15,77,54,96,69,76,NaN,NaN,45
9754,,,NaN,NaN,,,,,,,NaN,NaN,
9755,2,30,NaN,NaN,15,77,54,96,69,76,NaN,NaN,45
9756,,,NaN,NaN,,,,,,,NaN,NaN,
9757,1,30,NaN,NaN,15,75,54,96,71,76,NaN,NaN,46
9758,,,NaN,NaN,,,,,,,NaN,NaN,
9759,1,30,NaN,NaN,15,74,55,95,74,75,NaN,NaN,48
9760,,,NaN,NaN,,,,,,,NaN,NaN,
9761,1,30,NaN,NaN,15,75,54,95,72,75,NaN,NaN,46
9762,,,NaN,NaN,,,,,,,NaN,NaN,
9763,1,30,NaN,NaN,15,75,55,96,74,75,NaN,NaN,47
9764,,,NaN,NaN,,,,,,,NaN,NaN,
9765,1,30,NaN,NaN,15,74,54,94,73,75,NaN,NaN,45
9766,,,NaN,NaN,,,,,,,NaN,NaN,
9767,1,30,NaN,NaN,15,75,54,95,73,75,NaN,NaN,46
9768,,,NaN,NaN,,,,,,,NaN,NaN,
9769,1,30,NaN,NaN,15,75,53,95,69,74,NaN,NaN,45
9770,,,NaN,NaN,,,,,,,NaN,NaN,
9771,1,31,NaN,NaN,15,76,54,96,72,74,NaN,NaN,47
9772,,,NaN,NaN,,,,,,,NaN,NaN,
9773,0,31,NaN,NaN,15,75,54,96,72,74,NaN,NaN,47
9774,,,NaN,NaN,,,,,,,NaN,NaN,
9775,0,31,NaN,NaN,15,75,55,96,76,74,NaN,NaN,49
9776,,,NaN,NaN,,,,,,,NaN,NaN,
9777,1,30,NaN,NaN,15,75,55,97,73,74,NaN,NaN,49
9778,,,NaN,NaN,,,,,,,NaN,NaN,
9779,1,30,NaN,NaN,15,75,57,96,77,74,NaN,NaN,50
9780,,,NaN,NaN,,,,,,,NaN,NaN,
9781,1,30,NaN,NaN,15,74,56,95,73,75,NaN,NaN,48
9782,,,NaN,NaN,,,,,,,NaN,NaN,
9783,1,29,NaN,NaN,15,73,57,92,76,75,NaN,NaN,50
9784,,,NaN,NaN,,,,,,,NaN,NaN,
9785,1,29,NaN,NaN,15,74,57,96,73,75,NaN,NaN,51
9786,,,NaN,NaN,,,,,,,NaN,NaN,
9787,1,29,NaN,NaN,15,74,60,95,80,75,NaN,NaN,54
9788,,,NaN,NaN,,,,,,,NaN,NaN,
9789,1,29,NaN,NaN,15,76,61,98,78,77,NaN,NaN,55
9790,,,NaN,NaN,,,,,,,NaN,NaN,
9791,1,31,NaN,NaN,15,76,63,98,83,79,NaN,NaN,57
9792,,,NaN,NaN,,,,,,,NaN,NaN,
9793,1,31,NaN,NaN,15,76,63,98,83,80,NaN,NaN,57
9794,,,NaN,NaN,,,,,,,NaN,NaN,
9795,1,31,NaN,NaN,15,80,66,98,87,80,NaN,NaN,59
9796,,,NaN,NaN,,,,,,,NaN,NaN,
9797,1,32,NaN,NaN,15,80,66,98,84,80,NaN,NaN,58
9798,,,NaN,NaN,,,,,,,NaN,NaN,
9799,1,32,NaN,NaN,15,84,67,96,87,80,NaN,NaN,60
9800,,,NaN,NaN,,,,,,,NaN,NaN,
9801,1,32,NaN,NaN,15,83,66,97,83,80,NaN,NaN,59
9802,,,NaN,NaN,,,,,,,NaN,NaN,
9803,1,32,NaN,NaN,15,85,67,97,87,79,NaN,NaN,59
9804,,,NaN,NaN,,,,,,,NaN,NaN,
9805,1,31,NaN,NaN,15,85,67,97,84,79,NaN,NaN,58
9806,,,NaN,NaN,,,,,,,NaN,NaN,
9807,1,31,NaN,NaN,15,85,68,97,87,78,NaN,NaN,60
9808,,,NaN,NaN,,,,,,,NaN,NaN,
9809,1,31,NaN,NaN,15,86,68,98,86,77,NaN,NaN,61
9810,,,NaN,NaN,,,,,,,NaN,NaN,
9811,1,32,NaN,NaN,15,85,70,98,90,77,NaN,NaN,63
9812,,,NaN,NaN,,,,,,,NaN,NaN,
9813,1,32,NaN,NaN,15,85,70,98,87,77,NaN,NaN,63
9814,,,NaN,NaN,,,,,,,NaN,NaN,
9815,1,32,NaN,NaN,15,85,72,98,91,77,NaN,NaN,64
9816,,,NaN,NaN,,,,,,,NaN,NaN,
9817,1,32,NaN,NaN,15,85,72,98,89,77,NaN,NaN,64
9818,,,NaN,NaN,,,,,,,NaN,NaN,
9819,1,31,NaN,NaN,15,82,73,98,93,78,NaN,NaN,66
9820,,,NaN,NaN,,,,,,,NaN,NaN,
9821,1,31,NaN,NaN,15,84,74,98,91,78,NaN,NaN,66
9822,,,NaN,NaN,,,,,,,NaN,NaN,
9823,1,31,NaN,NaN,15,82,75,97,95,79,NaN,NaN,68
9824,,,NaN,NaN,,,,,,,NaN,NaN,
9825,1,31,NaN,NaN,15,82,75,98,92,80,NaN,NaN,67
9826,,,NaN,NaN,,,,,,,NaN,NaN,
9827,1,31,NaN,NaN,15,81,76,97,96,81,NaN,NaN,67
9828,,,NaN,NaN,,,,,,,NaN,NaN,
9829,1,31,NaN,NaN,15,81,76,97,96,81,NaN,NaN,67
9830,,,NaN,NaN,,,,,,,NaN,NaN,
9831,1,31,NaN,NaN,15,82,75,97,95,81,NaN,NaN,68
9832,,,NaN,NaN,,,,,,,NaN,NaN,
9833,1,30,NaN,NaN,15,82,74,97,93,81,NaN,NaN,64
9834,,,NaN,NaN,,,,,,,NaN,NaN,
9835,1,30,NaN,NaN,15,82,73,97,93,81,NaN,NaN,64
9836,,,NaN,NaN,,,,,,,NaN,NaN,
9837,1,30,NaN,NaN,15,83,71,97,88,81,NaN,NaN,62
9838,,,NaN,NaN,,,,,,,NaN,NaN,
9839,1,30,NaN,NaN,15,83,71,98,91,82,NaN,NaN,63
9840,,,NaN,NaN,,,,,,,NaN,NaN,
9841,1,31,NaN,NaN,15,83,71,98,91,82,NaN,NaN,63
9842,,,NaN,NaN,,,,,,,NaN,NaN,
9843,1,31,NaN,NaN,15,83,75,97,97,84,NaN,NaN,68
9844,,,NaN,NaN,,,,,,,NaN,NaN,
9845,1,31,NaN,NaN,15,83,75,97,95,84,NaN,NaN,67
9846,,,NaN,NaN,,,,,,,NaN,NaN,
9847,1,28,NaN,NaN,15,83,77,96,100,85,NaN,NaN,69
9848,,,NaN,NaN,,,,,,,NaN,NaN,
9849,1,28,NaN,NaN,15,84,77,98,97,85,NaN,NaN,68
9850,,,NaN,NaN,,,,,,,NaN,NaN,
9851,1,28,NaN,NaN,15,85,78,99,99,85,NaN,NaN,69
9852,,,NaN,NaN,,,,,,,NaN,NaN,
9853,1,28,NaN,NaN,15,85,76,98,95,85,NaN,NaN,68
9854,,,NaN,NaN,,,,,,,NaN,NaN,
9855,1,31,NaN,NaN,15,85,78,98,99,86,NaN,NaN,69
9856,,,NaN,NaN,,,,,,,NaN,NaN,
9857,1,31,NaN,NaN,15,86,77,99,96,86,NaN,NaN,68
9858,,,NaN,NaN,,,,,,,NaN,NaN,
9859,1,31,NaN,NaN,15,87,78,99,100,86,NaN,NaN,69
9860,,,NaN,NaN,,,,,,,NaN,NaN,
9861,1,31,NaN,NaN,15,87,77,99,96,86,NaN,NaN,67
9862,,,NaN,NaN,,,,,,,NaN,NaN,
9863,1,30,NaN,NaN,15,87,77,99,100,86,NaN,NaN,68
9864,,,NaN,NaN,,,,,,,NaN,NaN,
9865,1,30,NaN,NaN,15,87,76,100,96,86,NaN,NaN,67
9866,,,NaN,NaN,,,,,,,NaN,NaN,
9867,1,30,NaN,NaN,15,86,77,100,100,86,NaN,NaN,68
9868,,,NaN,NaN,,,,,,,NaN,NaN,
9869,1,31,NaN,NaN,15,87,76,100,95,86,NaN,NaN,67
9870,,,NaN,NaN,,,,,,,NaN,NaN,
9871,1,31,NaN,NaN,15,87,77,99,100,87,NaN,NaN,68
9872,,,NaN,NaN,,,,,,,NaN,NaN,
9873,1,31,NaN,NaN,15,85,75,100,95,87,NaN,NaN,65
9874,,,NaN,NaN,,,,,,,NaN,NaN,
9875,1,31,NaN,NaN,15,85,76,100,97,87,NaN,NaN,66
9876,,,NaN,NaN,,,,,,,NaN,NaN,
9877,1,30,NaN,NaN,15,86,73,100,91,87,NaN,NaN,63
9878,,,NaN,NaN,,,,,,,NaN,NaN,
9879,1,30,NaN,NaN,15,86,73,99,95,87,NaN,NaN,64
9880,,,NaN,NaN,,,,,,,NaN,NaN,
9881,1,30,NaN,NaN,15,87,71,99,89,87,NaN,NaN,63
9882,,,NaN,NaN,,,,,,,NaN,NaN,
9883,1,30,NaN,NaN,15,87,73,99,95,87,NaN,NaN,65
9884,,,NaN,NaN,,,,,,,NaN,NaN,
9885,1,30,NaN,NaN,15,87,72,99,91,87,NaN,NaN,64
9886,,,NaN,NaN,,,,,,,NaN,NaN,
9887,1,30,NaN,NaN,15,87,73,99,96,87,NaN,NaN,65
9888,,,NaN,NaN,,,,,,,NaN,NaN,
9889,1,30,NaN,NaN,15,88,71,99,90,87,NaN,NaN,63
9890,,,NaN,NaN,,,,,,,NaN,NaN,
9891,1,31,NaN,NaN,15,88,72,99,93,87,NaN,NaN,63
9892,,,NaN,NaN,,,,,,,NaN,NaN,
9893,1,31,NaN,NaN,15,88,70,99,87,87,NaN,NaN,61
9894,,,NaN,NaN,,,,,,,NaN,NaN,
9895,1,31,NaN,NaN,15,88,71,99,92,87,NaN,NaN,63
9896,,,NaN,NaN,,,,,,,NaN,NaN,
9897,1,31,NaN,NaN,15,88,70,99,88,87,NaN,NaN,62
9898,,,NaN,NaN,,,,,,,NaN,NaN,
9899,1,30,NaN,NaN,15,87,71,99,93,87,NaN,NaN,63
9900,,,NaN,NaN,,,,,,,NaN,NaN,
9901,1,30,NaN,NaN,15,87,70,99,89,87,NaN,NaN,61
9902,,,NaN,NaN,,,,,,,NaN,NaN,
9903,1,30,NaN,NaN,15,87,71,99,93,87,NaN,NaN,63
9904,,,NaN,NaN,,,,,,,NaN,NaN,
9905,1,30,NaN,NaN,15,87,70,99,89,87,NaN,NaN,62
9906,,,NaN,NaN,,,,,,,NaN,NaN,
9907,1,30,NaN,NaN,15,87,70,99,89,87,NaN,NaN,62
9908,,,NaN,NaN,,,,,,,NaN,NaN,
9909,1,30,NaN,NaN,15,88,72,100,91,87,NaN,NaN,63
9910,,,NaN,NaN,,,,,,,NaN,NaN,
9911,1,30,NaN,NaN,15,88,74,99,97,88,NaN,NaN,66
9912,,,NaN,NaN,,,,,,,NaN,NaN,
9913,1,30,NaN,NaN,15,89,74,99,93,88,NaN,NaN,65
9914,,,NaN,NaN,,,,,,,NaN,NaN,
9915,1,30,NaN,NaN,15,89,75,99,98,88,NaN,NaN,67
9916,,,NaN,NaN,,,,,,,NaN,NaN,
9917,1,30,NaN,NaN,15,89,74,99,92,88,NaN,NaN,65
9918,,,NaN,NaN,,,,,,,NaN,NaN,
9919,1,31,NaN,NaN,15,88,75,99,97,88,NaN,NaN,66
9920,,,NaN,NaN,,,,,,,NaN,NaN,
9921,1,31,NaN,NaN,15,88,72,99,91,88,NaN,NaN,63
9922,,,NaN,NaN,,,,,,,NaN,NaN,
9923,1,31,NaN,NaN,15,88,73,99,95,88,NaN,NaN,63
9924,,,NaN,NaN,,,,,,,NaN,NaN,
9925,1,31,NaN,NaN,15,88,71,99,89,88,NaN,NaN,62
9926,,,NaN,NaN,,,,,,,NaN,NaN,
9927,1,30,NaN,NaN,15,89,72,99,94,88,NaN,NaN,64
9928,,,NaN,NaN,,,,,,,NaN,NaN,
9929,1,30,NaN,NaN,15,89,72,99,94,88,NaN,NaN,64
9930,,,NaN,NaN,,,,,,,NaN,NaN,
9931,1,30,NaN,NaN,15,89,74,99,96,88,NaN,NaN,66
9932,,,NaN,NaN,,,,,,,NaN,NaN,
9933,1,30,NaN,NaN,15,89,73,99,93,88,NaN,NaN,65
9934,,,NaN,NaN,,,,,,,NaN,NaN,
9935,1,30,NaN,NaN,15,89,74,100,97,88,NaN,NaN,66
9936,,,NaN,NaN,,,,,,,NaN,NaN,
9937,1,30,NaN,NaN,15,89,73,99,93,88,NaN,NaN,64
9938,,,NaN,NaN,,,,,,,NaN,NaN,
9939,1,30,NaN,NaN,15,89,73,99,93,88,NaN,NaN,64
9940,,,NaN,NaN,,,,,,,NaN,NaN,
9941,1,30,NaN,NaN,15,89,72,99,91,88,NaN,NaN,63
9942,,,NaN,NaN,,,,,,,NaN,NaN,
9943,1,30,NaN,NaN,15,89,72,99,95,88,NaN,NaN,63
9944,,,NaN,NaN,,,,,,,NaN,NaN,
9945,1,30,NaN,NaN,15,89,70,99,88,88,NaN,NaN,60
9946,,,NaN,NaN,,,,,,,NaN,NaN,
9947,1,30,NaN,NaN,15,88,70,99,91,87,NaN,NaN,61
9948,,,NaN,NaN,,,,,,,NaN,NaN,
9949,1,30,NaN,NaN,15,88,68,99,86,87,NaN,NaN,60
9950,,,NaN,NaN,,,,,,,NaN,NaN,
9951,1,30,NaN,NaN,15,88,69,99,91,87,NaN,NaN,62
9952,,,NaN,NaN,,,,,,,NaN,NaN,
9953,1,30,NaN,NaN,15,87,68,99,87,87,NaN,NaN,60
9954,,,NaN,NaN,,,,,,,NaN,NaN,
9955,1,30,NaN,NaN,15,87,70,99,91,88,NaN,NaN,62
9956,,,NaN,NaN,,,,,,,NaN,NaN,
9957,1,30,NaN,NaN,15,87,69,99,87,88,NaN,NaN,61
9958,,,NaN,NaN,,,,,,,NaN,NaN,
9959,1,30,NaN,NaN,15,88,71,99,92,88,NaN,NaN,63
9960,,,NaN,NaN,,,,,,,NaN,NaN,
9961,1,30,NaN,NaN,15,88,71,99,92,89,NaN,NaN,63
9962,,,NaN,NaN,,,,,,,NaN,NaN,
9963,1,29,NaN,NaN,15,89,71,97,92,89,NaN,NaN,63
9964,,,NaN,NaN,,,,,,,NaN,NaN,
9965,1,29,NaN,NaN,15,90,70,98,88,89,NaN,NaN,61
9966,,,NaN,NaN,,,,,,,NaN,NaN,
9967,1,29,NaN,NaN,15,90,70,99,91,89,NaN,NaN,63
9968,,,NaN,NaN,,,,,,,NaN,NaN,
9969,1,29,NaN,NaN,15,89,69,99,86,89,NaN,NaN,61
9970,,,NaN,NaN,,,,,,,NaN,NaN,
9971,1,29,NaN,NaN,15,89,70,99,91,89,NaN,NaN,63
9972,,,NaN,NaN,,,,,,,NaN,NaN,
9973,1,29,NaN,NaN,15,90,69,100,86,89,NaN,NaN,61
9974,,,NaN,NaN,,,,,,,NaN,NaN,
9975,1,29,NaN,NaN,15,90,70,99,91,90,NaN,NaN,63
9976,,,NaN,NaN,,,,,,,NaN,NaN,
9977,1,29,NaN,NaN,15,95,69,99,87,90,NaN,NaN,61
9978,,,NaN,NaN,,,,,,,NaN,NaN,
9979,1,29,NaN,NaN,15,95,70,99,91,90,NaN,NaN,63
9980,,,NaN,NaN,,,,,,,NaN,NaN,
9981,1,29,NaN,NaN,15,95,69,99,87,90,NaN,NaN,61
9982,,,NaN,NaN,,,,,,,NaN,NaN,
9983,1,29,NaN,NaN,15,95,69,99,87,90,NaN,NaN,61
9984,,,NaN,NaN,,,,,,,NaN,NaN,
9985,1,29,NaN,NaN,15,90,69,99,86,90,NaN,NaN,61
9986,,,NaN,NaN,,,,,,,NaN,NaN,
9987,1,29,NaN,NaN,15,90,69,99,90,90,NaN,NaN,62
9988,,,NaN,NaN,,,,,,,NaN,NaN,
9989,1,29,NaN,NaN,15,90,68,99,85,90,NaN,NaN,60
9990,,,NaN,NaN,,,,,,,NaN,NaN,
9991,1,29,NaN,NaN,15,90,69,99,90,90,NaN,NaN,62
9992,,,NaN,NaN,,,,,,,NaN,NaN,
9993,1,29,NaN,NaN,15,90,68,99,87,90,NaN,NaN,60
9994,,,NaN,NaN,,,,,,,NaN,NaN,
9995,1,29,NaN,NaN,15,91,69,99,89,90,NaN,NaN,60
9996,,,NaN,NaN,,,,,,,NaN,NaN,
9997,1,29,NaN,NaN,15,89,66,99,83,90,NaN,NaN,57
9998,,,NaN,NaN,,,,,,,NaN,NaN,
9999,1,29,NaN,NaN,15,89,65,99,85,89,NaN,NaN,58
10000,,,NaN,NaN,,,,,,,NaN,NaN,
10001,1,29,NaN,NaN,15,89,64,99,80,89,NaN,NaN,57
10002,,,NaN,NaN,,,,,,,NaN,NaN,
10003,1,29,NaN,NaN,15,90,65,98,84,89,NaN,NaN,57
10004,,,NaN,NaN,,,,,,,NaN,NaN,
10005,1,29,NaN,NaN,15,92,63,98,79,89,NaN,NaN,56
10006,,,NaN,NaN,,,,,,,NaN,NaN,
10007,1,29,NaN,NaN,15,90,64,99,83,89,NaN,NaN,56
10008,,,NaN,NaN,,,,,,,NaN,NaN,
10009,1,29,NaN,NaN,15,92,62,99,78,89,NaN,NaN,54
10010,,,NaN,NaN,,,,,,,NaN,NaN,
10011,1,29,NaN,NaN,15,91,62,99,82,89,NaN,NaN,54
10012,,,NaN,NaN,,,,,,,NaN,NaN,
10013,1,29,NaN,NaN,15,91,61,99,77,89,NaN,NaN,54
10014,,,NaN,NaN,,,,,,,NaN,NaN,
10015,1,29,NaN,NaN,15,91,61,99,77,89,NaN,NaN,54
10016,,,NaN,NaN,,,,,,,NaN,NaN,
10017,1,29,NaN,NaN,15,89,63,98,80,89,NaN,NaN,57
10018,,,NaN,NaN,,,,,,,NaN,NaN,
10019,1,29,NaN,NaN,15,90,65,97,85,89,NaN,NaN,59
10020,,,NaN,NaN,,,,,,,NaN,NaN,
10021,1,29,NaN,NaN,15,90,65,97,83,89,NaN,NaN,58
10022,,,NaN,NaN,,,,,,,NaN,NaN,
10023,1,29,NaN,NaN,15,89,67,96,88,89,NaN,NaN,61
10024,,,NaN,NaN,,,,,,,NaN,NaN,
10025,1,29,NaN,NaN,15,89,67,96,88,89,NaN,NaN,61
10026,,,NaN,NaN,,,,,,,NaN,NaN,
10027,1,29,NaN,NaN,15,91,66,96,85,89,NaN,NaN,57
10028,,,NaN,NaN,,,,,,,NaN,NaN,
10029,1,29,NaN,NaN,15,95,65,96,81,88,NaN,NaN,56
10030,,,NaN,NaN,,,,,,,NaN,NaN,
10031,1,29,NaN,NaN,15,95,65,96,85,88,NaN,NaN,57
10032,,,NaN,NaN,,,,,,,NaN,NaN,
10033,1,30,NaN,NaN,15,97,64,95,81,88,NaN,NaN,55
10034,,,NaN,NaN,,,,,,,NaN,NaN,
10035,1,30,NaN,NaN,15,111,65,96,85,88,NaN,NaN,59
10036,,,NaN,NaN,,,,,,,NaN,NaN,
10037,1,30,NaN,NaN,15,111,64,96,83,88,NaN,NaN,55
10038,,,NaN,NaN,,,,,,,NaN,NaN,
10039,1,30,NaN,NaN,15,114,64,95,85,88,NaN,NaN,55
10040,,,NaN,NaN,,,,,,,NaN,NaN,
10041,1,29,NaN,NaN,15,118,60,95,76,87,NaN,NaN,51
10042,,,NaN,NaN,,,,,,,NaN,NaN,
10043,1,29,NaN,NaN,15,118,59,95,77,86,NaN,NaN,50
10044,,,NaN,NaN,,,,,,,NaN,NaN,
10045,0,29,NaN,NaN,15,127,57,97,74,86,NaN,NaN,49
10046,,,NaN,NaN,,,,,,,NaN,NaN,
10047,0,21,NaN,NaN,15,127,57,97,74,87,NaN,NaN,49
10048,,,NaN,NaN,,,,,,,NaN,NaN,
10049,0,21,NaN,NaN,15,109,60,98,77,87,NaN,NaN,51
10050,,,NaN,NaN,,,,,,,NaN,NaN,
10051,0,21,NaN,NaN,15,104,61,95,80,87,NaN,NaN,55
10052,,,NaN,NaN,,,,,,,NaN,NaN,
10053,0,21,NaN,NaN,15,104,61,95,79,87,NaN,NaN,53
10054,,,NaN,NaN,,,,,,,NaN,NaN,
10055,0,26,NaN,NaN,16,104,61,95,75,87,NaN,NaN,47
10056,,,NaN,NaN,,,,,,,NaN,NaN,
10057,0,26,NaN,NaN,16,97,60,96,77,87,NaN,NaN,52
10058,,,NaN,NaN,,,,,,,NaN,NaN,
10059,0,26,NaN,NaN,16,89,62,95,82,87,NaN,NaN,55
10060,,,NaN,NaN,,,,,,,NaN,NaN,
10061,0,28,NaN,NaN,17,86,62,97,80,86,NaN,NaN,56
10062,,,NaN,NaN,,,,,,,NaN,NaN,
10063,1,28,NaN,NaN,17,86,65,97,85,87,NaN,NaN,58
10064,,,NaN,NaN,,,,,,,NaN,NaN,
10065,1,28,NaN,NaN,17,85,65,98,83,87,NaN,NaN,58
10066,,,NaN,NaN,,,,,,,NaN,NaN,
10067,1,28,NaN,NaN,17,85,67,98,88,87,NaN,NaN,60
10068,,,NaN,NaN,,,,,,,NaN,NaN,
10069,1,30,NaN,NaN,17,85,67,98,88,87,NaN,NaN,60
10070,,,NaN,NaN,,,,,,,NaN,NaN,
10071,1,30,NaN,NaN,17,87,69,99,90,87,NaN,NaN,62
10072,,,NaN,NaN,,,,,,,NaN,NaN,
10073,1,30,NaN,NaN,17,87,69,100,87,87,NaN,NaN,61
10074,,,NaN,NaN,,,,,,,NaN,NaN,
10075,1,30,NaN,NaN,17,88,69,99,89,87,NaN,NaN,61
10076,,,NaN,NaN,,,,,,,NaN,NaN,
10077,1,30,NaN,NaN,17,88,67,100,84,88,NaN,NaN,59
10078,,,NaN,NaN,,,,,,,NaN,NaN,
10079,1,30,NaN,NaN,17,88,67,99,87,88,NaN,NaN,60
10080,,,NaN,NaN,,,,,,,NaN,NaN,
10081,1,30,NaN,NaN,17,89,67,99,84,88,NaN,NaN,59
10082,,,NaN,NaN,,,,,,,NaN,NaN,
10083,1,29,NaN,NaN,16,89,68,99,87,89,NaN,NaN,61
10084,,,NaN,NaN,,,,,,,NaN,NaN,
10085,1,29,NaN,NaN,16,89,67,100,85,89,NaN,NaN,59
10086,,,NaN,NaN,,,,,,,NaN,NaN,
10087,1,29,NaN,NaN,16,89,68,100,89,89,NaN,NaN,62
10088,,,NaN,NaN,,,,,,,NaN,NaN,
10089,1,29,NaN,NaN,15,89,68,100,86,89,NaN,NaN,59
10090,,,NaN,NaN,,,,,,,NaN,NaN,
10091,1,29,NaN,NaN,15,89,68,100,88,89,NaN,NaN,60
10092,,,NaN,NaN,,,,,,,NaN,NaN,
10093,1,29,NaN,NaN,15,90,67,100,85,89,NaN,NaN,58
10094,,,NaN,NaN,,,,,,,NaN,NaN,
10095,1,29,NaN,NaN,15,89,66,99,85,89,NaN,NaN,58
10096,,,NaN,NaN,,,,,,,NaN,NaN,
10097,1,29,NaN,NaN,15,89,65,100,81,89,NaN,NaN,57
10098,,,NaN,NaN,,,,,,,NaN,NaN,
10099,1,29,NaN,NaN,15,89,66,99,85,89,NaN,NaN,59
10100,,,NaN,NaN,,,,,,,NaN,NaN,
10101,1,29,NaN,NaN,15,89,65,99,83,89,NaN,NaN,58
10102,,,NaN,NaN,,,,,,,NaN,NaN,
10103,1,29,NaN,NaN,15,90,67,99,88,89,NaN,NaN,60
10104,,,NaN,NaN,,,,,,,NaN,NaN,
10105,1,29,NaN,NaN,15,90,67,99,85,89,NaN,NaN,59
10106,,,NaN,NaN,,,,,,,NaN,NaN,
10107,1,29,NaN,NaN,15,90,68,99,88,89,NaN,NaN,60
