time,Solar8000/ART_DBP,Solar8000/ETCO2,Solar8000/RR_CO2,SNUADC/ECG_V5,SNUADC/ART,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR
5044,78,37,15,NaN,NaN,163,12,NaN,99,70,NaN,111,70
5045,,,,NaN,NaN,,,NaN,,,NaN,,
5046,79,37,15,NaN,NaN,164,12,NaN,99,70,NaN,111,70
5047,,,,NaN,NaN,,,NaN,,,NaN,,
5048,79,36,15,NaN,NaN,163,13,NaN,99,70,NaN,111,70
5049,,,,NaN,NaN,,,NaN,,,NaN,,
5050,79,36,15,NaN,NaN,164,13,NaN,99,70,NaN,112,70
5051,,,,NaN,NaN,,,NaN,,,NaN,,
5052,77,36,15,NaN,NaN,162,13,NaN,99,70,NaN,111,70
5053,,,,NaN,NaN,,,NaN,,,NaN,,
5054,78,35,15,NaN,NaN,163,13,NaN,99,70,NaN,110,70
5055,,,,NaN,NaN,,,NaN,,,NaN,,
5056,78,35,15,NaN,NaN,162,12,NaN,99,70,NaN,110,71
5057,,,,NaN,NaN,,,NaN,,,NaN,,
5058,79,35,15,NaN,NaN,163,12,NaN,99,70,NaN,111,70
5059,,,,NaN,NaN,,,NaN,,,NaN,,
5060,78,35,15,NaN,NaN,162,12,NaN,98,70,NaN,110,71
5061,,,,NaN,NaN,,,NaN,,,NaN,,
5062,77,35,15,NaN,NaN,163,13,NaN,99,70,NaN,110,70
5063,,,,NaN,NaN,,,NaN,,,NaN,,
5064,77,35,15,NaN,NaN,162,13,NaN,99,70,NaN,110,70
5065,,,,NaN,NaN,,,NaN,,,NaN,,
5066,78,35,15,NaN,NaN,164,12,NaN,99,70,NaN,111,70
5067,,,,NaN,NaN,,,NaN,,,NaN,,
5068,78,38,15,NaN,NaN,162,12,NaN,99,71,NaN,111,71
5069,,,,NaN,NaN,,,NaN,,,NaN,,
5070,81,38,15,NaN,NaN,165,13,NaN,99,71,NaN,112,71
5071,,,,NaN,NaN,,,NaN,,,NaN,,
5072,80,38,15,NaN,NaN,164,13,NaN,98,72,NaN,112,72
5073,,,,NaN,NaN,,,NaN,,,NaN,,
5074,80,38,15,NaN,NaN,164,14,NaN,99,72,NaN,113,72
5075,,,,NaN,NaN,,,NaN,,,NaN,,
5076,78,35,15,NaN,NaN,163,14,NaN,99,72,NaN,111,72
5077,,,,NaN,NaN,,,NaN,,,NaN,,
5078,78,35,15,NaN,NaN,163,13,NaN,99,71,NaN,111,72
5079,,,,NaN,NaN,,,NaN,,,NaN,,
5080,79,35,15,NaN,NaN,162,13,NaN,99,72,NaN,110,72
5081,,,,NaN,NaN,,,NaN,,,NaN,,
5082,80,40,15,NaN,NaN,164,13,NaN,99,72,NaN,112,72
5083,,,,NaN,NaN,,,NaN,,,NaN,,
5084,82,40,15,NaN,NaN,166,13,NaN,99,72,NaN,114,72
5085,,,,NaN,NaN,,,NaN,,,NaN,,
5086,84,40,15,NaN,NaN,167,12,NaN,99,72,NaN,116,73
5087,,,,NaN,NaN,,,NaN,,,NaN,,
5088,84,39,15,NaN,NaN,167,12,NaN,99,73,NaN,116,73
5089,,,,NaN,NaN,,,NaN,,,NaN,,
5090,84,39,15,NaN,NaN,169,12,NaN,99,74,NaN,117,74
5091,,,,NaN,NaN,,,NaN,,,NaN,,
5092,83,39,15,NaN,NaN,167,12,NaN,99,74,NaN,117,75
5093,,,,NaN,NaN,,,NaN,,,NaN,,
5094,83,39,15,NaN,NaN,168,12,NaN,99,75,NaN,117,75
5095,,,,NaN,NaN,,,NaN,,,NaN,,
5096,84,34,15,NaN,NaN,168,12,NaN,99,75,NaN,117,75
5097,,,,NaN,NaN,,,NaN,,,NaN,,
5098,85,34,15,NaN,NaN,169,12,NaN,99,75,NaN,118,75
5099,,,,NaN,NaN,,,NaN,,,NaN,,
5100,85,34,15,NaN,NaN,169,13,NaN,99,75,NaN,118,76
5101,,,,NaN,NaN,,,NaN,,,NaN,,
5102,86,34,15,NaN,NaN,171,13,NaN,99,75,NaN,119,76
5103,,,,NaN,NaN,,,NaN,,,NaN,,
5104,84,36,15,NaN,NaN,169,13,NaN,99,75,NaN,118,76
5105,,,,NaN,NaN,,,NaN,,,NaN,,
5106,85,36,15,NaN,NaN,170,13,NaN,98,75,NaN,119,76
5107,,,,NaN,NaN,,,NaN,,,NaN,,
5108,85,36,15,NaN,NaN,169,12,NaN,99,75,NaN,118,76
5109,,,,NaN,NaN,,,NaN,,,NaN,,
5110,85,38,15,NaN,NaN,171,12,NaN,98,75,NaN,119,76
5111,,,,NaN,NaN,,,NaN,,,NaN,,
5112,84,38,15,NaN,NaN,169,13,NaN,98,75,NaN,118,76
5113,,,,NaN,NaN,,,NaN,,,NaN,,
5114,84,38,15,NaN,NaN,170,13,NaN,98,75,NaN,119,76
5115,,,,NaN,NaN,,,NaN,,,NaN,,
5116,83,38,15,NaN,NaN,168,13,NaN,98,75,NaN,118,76
5117,,,,NaN,NaN,,,NaN,,,NaN,,
5118,84,34,15,NaN,NaN,170,13,NaN,98,75,NaN,119,76
5119,,,,NaN,NaN,,,NaN,,,NaN,,
5120,84,34,15,NaN,NaN,169,13,NaN,98,75,NaN,118,76
5121,,,,NaN,NaN,,,NaN,,,NaN,,
5122,85,34,15,NaN,NaN,171,13,NaN,99,75,NaN,119,76
5123,,,,NaN,NaN,,,NaN,,,NaN,,
5124,86,34,15,NaN,NaN,170,13,NaN,99,75,NaN,120,76
5125,,,,NaN,NaN,,,NaN,,,NaN,,
5126,86,34,15,NaN,NaN,171,13,NaN,99,75,NaN,121,76
5127,,,,NaN,NaN,,,NaN,,,NaN,,
5128,85,34,15,NaN,NaN,171,13,NaN,99,75,NaN,120,76
5129,,,,NaN,NaN,,,NaN,,,NaN,,
5130,86,34,15,NaN,NaN,172,13,NaN,98,75,NaN,121,76
5131,,,,NaN,NaN,,,NaN,,,NaN,,
5132,86,37,15,NaN,NaN,171,13,NaN,98,75,NaN,121,76
5133,,,,NaN,NaN,,,NaN,,,NaN,,
5134,85,37,15,NaN,NaN,172,14,NaN,98,75,NaN,120,76
5135,,,,NaN,NaN,,,NaN,,,NaN,,
5136,84,37,15,NaN,NaN,170,14,NaN,98,75,NaN,119,76
5137,,,,NaN,NaN,,,NaN,,,NaN,,
5138,83,37,15,NaN,NaN,170,13,NaN,98,75,NaN,119,76
5139,,,,NaN,NaN,,,NaN,,,NaN,,
5140,84,37,15,NaN,NaN,168,13,NaN,99,75,NaN,118,75
5141,,,,NaN,NaN,,,NaN,,,NaN,,
5142,83,37,15,NaN,NaN,170,13,NaN,99,75,NaN,118,75
5143,,,,NaN,NaN,,,NaN,,,NaN,,
5144,83,37,15,NaN,NaN,169,13,NaN,99,75,NaN,117,75
5145,,,,NaN,NaN,,,NaN,,,NaN,,
5146,84,35,15,NaN,NaN,170,13,NaN,98,75,NaN,118,75
5147,,,,NaN,NaN,,,NaN,,,NaN,,
5148,83,35,15,NaN,NaN,168,13,NaN,98,74,NaN,117,75
5149,,,,NaN,NaN,,,NaN,,,NaN,,
5150,83,35,15,NaN,NaN,169,13,NaN,99,74,NaN,117,75
5151,,,,NaN,NaN,,,NaN,,,NaN,,
5152,83,35,15,NaN,NaN,169,13,NaN,99,74,NaN,117,75
5153,,,,NaN,NaN,,,NaN,,,NaN,,
5154,83,38,15,NaN,NaN,170,13,NaN,99,74,NaN,118,75
5155,,,,NaN,NaN,,,NaN,,,NaN,,
5156,84,38,15,NaN,NaN,169,13,NaN,99,74,NaN,117,75
5157,,,,NaN,NaN,,,NaN,,,NaN,,
5158,85,38,15,NaN,NaN,170,13,NaN,99,74,NaN,119,75
5159,,,,NaN,NaN,,,NaN,,,NaN,,
5160,85,38,15,NaN,NaN,170,14,NaN,99,74,NaN,119,75
5161,,,,NaN,NaN,,,NaN,,,NaN,,
5162,86,35,15,NaN,NaN,172,14,NaN,98,75,NaN,120,75
5163,,,,NaN,NaN,,,NaN,,,NaN,,
5164,85,35,15,NaN,NaN,171,13,NaN,98,75,NaN,120,75
5165,,,,NaN,NaN,,,NaN,,,NaN,,
5166,85,35,15,NaN,NaN,172,13,NaN,98,75,NaN,120,75
5167,,,,NaN,NaN,,,NaN,,,NaN,,
5168,84,35,15,NaN,NaN,171,14,NaN,99,75,NaN,120,75
5169,,,,NaN,NaN,,,NaN,,,NaN,,
5170,84,37,15,NaN,NaN,172,14,NaN,98,75,NaN,119,75
5171,,,,NaN,NaN,,,NaN,,,NaN,,
5172,84,37,15,NaN,NaN,170,13,NaN,99,75,NaN,119,75
5173,,,,NaN,NaN,,,NaN,,,NaN,,
5174,84,37,15,NaN,NaN,171,13,NaN,99,74,NaN,119,75
5175,,,,NaN,NaN,,,NaN,,,NaN,,
5176,83,37,15,NaN,NaN,169,13,NaN,99,74,NaN,118,75
5177,,,,NaN,NaN,,,NaN,,,NaN,,
5178,82,37,15,NaN,NaN,169,13,NaN,99,74,NaN,117,75
5179,,,,NaN,NaN,,,NaN,,,NaN,,
5180,82,37,15,NaN,NaN,168,13,NaN,99,74,NaN,116,75
5181,,,,NaN,NaN,,,NaN,,,NaN,,
5182,82,37,15,NaN,NaN,169,13,NaN,99,74,NaN,116,75
5183,,,,NaN,NaN,,,NaN,,,NaN,,
5184,79,34,15,NaN,NaN,168,13,NaN,99,74,NaN,116,74
5185,,,,NaN,NaN,,,NaN,,,NaN,,
5186,80,34,15,NaN,NaN,172,13,NaN,99,74,NaN,116,74
5187,,,,NaN,NaN,,,NaN,,,NaN,,
5188,79,34,15,NaN,NaN,168,13,NaN,99,73,NaN,115,74
5189,,,,NaN,NaN,,,NaN,,,NaN,,
5190,80,34,15,NaN,NaN,168,11,NaN,99,73,NaN,115,74
5191,,,,NaN,NaN,,,NaN,,,NaN,,
5192,80,34,15,NaN,NaN,166,11,NaN,99,74,NaN,114,74
5193,,,,NaN,NaN,,,NaN,,,NaN,,
5194,81,34,15,NaN,NaN,168,11,NaN,99,74,NaN,115,74
5195,,,,NaN,NaN,,,NaN,,,NaN,,
5196,79,34,15,NaN,NaN,166,11,NaN,99,74,NaN,114,74
5197,,,,NaN,NaN,,,NaN,,,NaN,,
5198,79,34,15,NaN,NaN,167,11,NaN,99,74,NaN,114,74
5199,,,,NaN,NaN,,,NaN,,,NaN,,
5200,79,34,15,NaN,NaN,165,11,NaN,99,74,NaN,114,75
5201,,,,NaN,NaN,,,NaN,,,NaN,,
5202,80,34,15,NaN,NaN,168,12,NaN,99,74,NaN,115,75
5203,,,,NaN,NaN,,,NaN,,,NaN,,
5204,80,34,15,NaN,NaN,166,12,NaN,99,74,NaN,114,75
5205,,,,NaN,NaN,,,NaN,,,NaN,,
5206,80,34,15,NaN,NaN,166,11,NaN,99,74,NaN,114,75
5207,,,,NaN,NaN,,,NaN,,,NaN,,
5208,79,37,15,NaN,NaN,165,11,NaN,99,74,NaN,113,75
5209,,,,NaN,NaN,,,NaN,,,NaN,,
5210,79,37,15,NaN,NaN,167,12,NaN,99,74,NaN,114,75
5211,,,,NaN,NaN,,,NaN,,,NaN,,
5212,77,37,15,NaN,NaN,164,12,NaN,99,74,NaN,112,74
5213,,,,NaN,NaN,,,NaN,,,NaN,,
5214,77,37,15,NaN,NaN,164,11,NaN,99,74,NaN,112,74
5215,,,,NaN,NaN,,,NaN,,,NaN,,
5216,76,36,15,NaN,NaN,163,11,NaN,99,74,NaN,111,74
5217,,,,NaN,NaN,,,NaN,,,NaN,,
5218,77,36,15,NaN,NaN,164,11,NaN,98,74,NaN,111,74
5219,,,,NaN,NaN,,,NaN,,,NaN,,
5220,77,36,15,NaN,NaN,163,11,NaN,98,74,NaN,111,75
5221,,,,NaN,NaN,,,NaN,,,NaN,,
5222,77,37,15,NaN,NaN,164,11,NaN,98,74,NaN,112,75
5223,,,,NaN,NaN,,,NaN,,,NaN,,
5224,77,37,15,NaN,NaN,163,11,NaN,98,75,NaN,111,75
5225,,,,NaN,NaN,,,NaN,,,NaN,,
5226,77,37,15,NaN,NaN,164,11,NaN,98,75,NaN,111,75
5227,,,,NaN,NaN,,,NaN,,,NaN,,
5228,77,37,15,NaN,NaN,163,11,NaN,98,75,NaN,111,76
5229,,,,NaN,NaN,,,NaN,,,NaN,,
5230,78,35,15,NaN,NaN,164,11,NaN,98,75,NaN,112,76
5231,,,,NaN,NaN,,,NaN,,,NaN,,
5232,77,35,15,NaN,NaN,163,11,NaN,98,75,NaN,111,76
5233,,,,NaN,NaN,,,NaN,,,NaN,,
5234,78,35,15,NaN,NaN,165,11,NaN,98,75,NaN,112,76
5235,,,,NaN,NaN,,,NaN,,,NaN,,
5236,76,35,15,NaN,NaN,163,11,NaN,98,75,NaN,111,76
5237,,,,NaN,NaN,,,NaN,,,NaN,,
5238,77,35,15,NaN,NaN,164,11,NaN,98,75,NaN,111,76
5239,,,,NaN,NaN,,,NaN,,,NaN,,
5240,76,35,15,NaN,NaN,162,11,NaN,98,75,NaN,110,76
5241,,,,NaN,NaN,,,NaN,,,NaN,,
5242,76,35,15,NaN,NaN,163,11,NaN,98,75,NaN,110,76
5243,,,,NaN,NaN,,,NaN,,,NaN,,
5244,75,35,15,NaN,NaN,161,11,NaN,98,75,NaN,108,76
5245,,,,NaN,NaN,,,NaN,,,NaN,,
5246,74,37,15,NaN,NaN,161,11,NaN,98,75,NaN,108,75
5247,,,,NaN,NaN,,,NaN,,,NaN,,
5248,74,37,15,NaN,NaN,159,11,NaN,98,75,NaN,107,75
5249,,,,NaN,NaN,,,NaN,,,NaN,,
5250,75,37,15,NaN,NaN,160,11,NaN,98,74,NaN,108,75
5251,,,,NaN,NaN,,,NaN,,,NaN,,
5252,74,36,15,NaN,NaN,159,11,NaN,98,74,NaN,107,75
5253,,,,NaN,NaN,,,NaN,,,NaN,,
5254,73,36,15,NaN,NaN,160,11,NaN,98,74,NaN,107,75
5255,,,,NaN,NaN,,,NaN,,,NaN,,
5256,74,36,15,NaN,NaN,159,11,NaN,98,74,NaN,106,75
5257,,,,NaN,NaN,,,NaN,,,NaN,,
5258,75,36,15,NaN,NaN,161,11,NaN,98,74,NaN,107,75
5259,,,,NaN,NaN,,,NaN,,,NaN,,
5260,76,35,15,NaN,NaN,160,11,NaN,98,74,NaN,108,75
5261,,,,NaN,NaN,,,NaN,,,NaN,,
5262,77,35,15,NaN,NaN,161,12,NaN,98,74,NaN,109,75
5263,,,,NaN,NaN,,,NaN,,,NaN,,
5264,75,35,15,NaN,NaN,159,12,NaN,98,74,NaN,107,75
5265,,,,NaN,NaN,,,NaN,,,NaN,,
5266,75,35,15,NaN,NaN,161,12,NaN,98,74,NaN,108,75
5267,,,,NaN,NaN,,,NaN,,,NaN,,
5268,75,37,15,NaN,NaN,160,12,NaN,98,74,NaN,108,74
5269,,,,NaN,NaN,,,NaN,,,NaN,,
5270,75,37,15,NaN,NaN,162,12,NaN,98,74,NaN,109,74
5271,,,,NaN,NaN,,,NaN,,,NaN,,
5272,74,37,15,NaN,NaN,160,12,NaN,99,71,NaN,107,74
5273,,,,NaN,NaN,,,NaN,,,NaN,,
5274,74,36,15,NaN,NaN,161,12,NaN,99,73,NaN,108,74
5275,,,,NaN,NaN,,,NaN,,,NaN,,
5276,74,36,15,NaN,NaN,159,12,NaN,98,73,NaN,107,74
5277,,,,NaN,NaN,,,NaN,,,NaN,,
5278,75,36,15,NaN,NaN,161,12,NaN,98,83,NaN,108,74
5279,,,,NaN,NaN,,,NaN,,,NaN,,
5280,74,36,15,NaN,NaN,160,12,NaN,98,84,NaN,108,74
5281,,,,NaN,NaN,,,NaN,,,NaN,,
5282,75,36,15,NaN,NaN,162,12,NaN,98,83,NaN,108,74
5283,,,,NaN,NaN,,,NaN,,,NaN,,
5284,74,36,15,NaN,NaN,161,12,NaN,99,72,NaN,108,73
5285,,,,NaN,NaN,,,NaN,,,NaN,,
5286,74,36,15,NaN,NaN,160,12,NaN,98,72,NaN,108,73
5287,,,,NaN,NaN,,,NaN,,,NaN,,
5288,74,36,15,NaN,NaN,159,12,NaN,98,71,NaN,107,72
5289,,,,NaN,NaN,,,NaN,,,NaN,,
5290,74,37,15,NaN,NaN,161,12,NaN,99,71,NaN,108,72
5291,,,,NaN,NaN,,,NaN,,,NaN,,
5292,74,37,15,NaN,NaN,159,12,NaN,98,72,NaN,107,72
5293,,,,NaN,NaN,,,NaN,,,NaN,,
5294,75,37,15,NaN,NaN,161,12,NaN,99,73,NaN,108,73
5295,,,,NaN,NaN,,,NaN,,,NaN,,
5296,75,34,15,NaN,NaN,160,12,NaN,99,73,NaN,108,73
5297,,,,NaN,NaN,,,NaN,,,NaN,,
5298,76,34,15,NaN,NaN,162,12,NaN,99,74,NaN,109,74
5299,,,,NaN,NaN,,,NaN,,,NaN,,
5300,75,34,15,NaN,NaN,160,12,NaN,99,74,NaN,108,74
5301,,,,NaN,NaN,,,NaN,,,NaN,,
5302,75,34,15,NaN,NaN,161,12,NaN,99,73,NaN,108,74
5303,,,,NaN,NaN,,,NaN,,,NaN,,
5304,73,36,15,NaN,NaN,159,12,NaN,99,73,NaN,106,74
5305,,,,NaN,NaN,,,NaN,,,NaN,,
5306,73,36,15,NaN,NaN,159,12,NaN,99,73,NaN,107,74
5307,,,,NaN,NaN,,,NaN,,,NaN,,
5308,72,36,15,NaN,NaN,158,11,NaN,99,73,NaN,106,73
5309,,,,NaN,NaN,,,NaN,,,NaN,,
5310,73,36,15,NaN,NaN,160,11,NaN,99,72,NaN,107,73
5311,,,,NaN,NaN,,,NaN,,,NaN,,
5312,73,35,15,NaN,NaN,158,11,NaN,99,72,NaN,106,73
5313,,,,NaN,NaN,,,NaN,,,NaN,,
5314,73,35,15,NaN,NaN,160,11,NaN,99,72,NaN,106,73
5315,,,,NaN,NaN,,,NaN,,,NaN,,
5316,73,35,15,NaN,NaN,158,11,NaN,99,72,NaN,106,73
5317,,,,NaN,NaN,,,NaN,,,NaN,,
5318,73,35,15,NaN,NaN,159,11,NaN,99,72,NaN,106,73
5319,,,,NaN,NaN,,,NaN,,,NaN,,
5320,73,35,15,NaN,NaN,158,11,NaN,99,72,NaN,106,72
5321,,,,NaN,NaN,,,NaN,,,NaN,,
5322,72,35,15,NaN,NaN,159,12,NaN,99,71,NaN,106,72
5323,,,,NaN,NaN,,,NaN,,,NaN,,
5324,70,35,15,NaN,NaN,157,12,NaN,99,71,NaN,104,72
5325,,,,NaN,NaN,,,NaN,,,NaN,,
5326,70,36,15,NaN,NaN,156,12,NaN,99,70,NaN,103,71
5327,,,,NaN,NaN,,,NaN,,,NaN,,
5328,69,36,15,NaN,NaN,154,12,NaN,99,69,NaN,102,70
5329,,,,NaN,NaN,,,NaN,,,NaN,,
5330,68,36,15,NaN,NaN,153,11,NaN,99,67,NaN,101,69
5331,,,,NaN,NaN,,,NaN,,,NaN,,
5332,68,36,15,NaN,NaN,151,11,NaN,98,65,NaN,100,67
5333,,,,NaN,NaN,,,NaN,,,NaN,,
5334,68,36,15,NaN,NaN,151,11,NaN,98,65,NaN,99,66
5335,,,,NaN,NaN,,,NaN,,,NaN,,
5336,68,36,15,NaN,NaN,149,11,NaN,98,65,NaN,99,66
5337,,,,NaN,NaN,,,NaN,,,NaN,,
5338,70,36,15,NaN,NaN,152,11,NaN,99,65,NaN,100,66
5339,,,,NaN,NaN,,,NaN,,,NaN,,
5340,71,36,15,NaN,NaN,153,11,NaN,99,66,NaN,101,66
5341,,,,NaN,NaN,,,NaN,,,NaN,,
5342,74,35,15,NaN,NaN,158,11,NaN,98,67,NaN,105,67
5343,,,,NaN,NaN,,,NaN,,,NaN,,
5344,75,35,15,NaN,NaN,159,11,NaN,99,69,NaN,107,69
5345,,,,NaN,NaN,,,NaN,,,NaN,,
5346,77,35,15,NaN,NaN,162,11,NaN,99,70,NaN,108,69
5347,,,,NaN,NaN,,,NaN,,,NaN,,
5348,77,35,15,NaN,NaN,161,11,NaN,99,70,NaN,109,70
5349,,,,NaN,NaN,,,NaN,,,NaN,,
5350,78,35,15,NaN,NaN,163,11,NaN,99,70,NaN,111,71
5351,,,,NaN,NaN,,,NaN,,,NaN,,
5352,77,35,15,NaN,NaN,162,11,NaN,99,71,NaN,111,71
5353,,,,NaN,NaN,,,NaN,,,NaN,,
5354,77,35,15,NaN,NaN,163,11,NaN,99,71,NaN,112,71
5355,,,,NaN,NaN,,,NaN,,,NaN,,
5356,77,38,15,NaN,NaN,163,11,NaN,99,71,NaN,112,72
5357,,,,NaN,NaN,,,NaN,,,NaN,,
5358,77,38,15,NaN,NaN,164,11,NaN,99,71,NaN,112,72
5359,,,,NaN,NaN,,,NaN,,,NaN,,
5360,75,38,15,NaN,NaN,161,13,NaN,99,71,NaN,110,72
5361,,,,NaN,NaN,,,NaN,,,NaN,,
5362,73,38,15,NaN,NaN,160,13,NaN,99,71,NaN,109,72
5363,,,,NaN,NaN,,,NaN,,,NaN,,
5364,71,37,15,NaN,NaN,155,11,NaN,99,71,NaN,105,71
5365,,,,NaN,NaN,,,NaN,,,NaN,,
5366,70,37,15,NaN,NaN,155,11,NaN,98,70,NaN,104,71
5367,,,,NaN,NaN,,,NaN,,,NaN,,
5368,69,37,15,NaN,NaN,153,11,NaN,99,70,NaN,103,71
5369,,,,NaN,NaN,,,NaN,,,NaN,,
5370,70,37,15,NaN,NaN,154,11,NaN,98,70,NaN,103,70
5371,,,,NaN,NaN,,,NaN,,,NaN,,
5372,69,36,15,NaN,NaN,153,11,NaN,98,70,NaN,102,70
5373,,,,NaN,NaN,,,NaN,,,NaN,,
5374,70,36,15,NaN,NaN,154,11,NaN,98,70,NaN,102,70
5375,,,,NaN,NaN,,,NaN,,,NaN,,
5376,70,36,15,NaN,NaN,153,11,NaN,98,70,NaN,102,71
5377,,,,NaN,NaN,,,NaN,,,NaN,,
5378,70,37,15,NaN,NaN,154,12,NaN,98,70,NaN,102,70
5379,,,,NaN,NaN,,,NaN,,,NaN,,
5380,70,37,15,NaN,NaN,153,12,NaN,98,70,NaN,102,70
5381,,,,NaN,NaN,,,NaN,,,NaN,,
5382,71,37,15,NaN,NaN,155,12,NaN,99,70,NaN,103,70
5383,,,,NaN,NaN,,,NaN,,,NaN,,
5384,71,37,15,NaN,NaN,154,12,NaN,99,70,NaN,103,70
5385,,,,NaN,NaN,,,NaN,,,NaN,,
5386,71,36,15,NaN,NaN,155,12,NaN,99,70,NaN,104,70
5387,,,,NaN,NaN,,,NaN,,,NaN,,
5388,71,36,15,NaN,NaN,154,12,NaN,99,70,NaN,104,71
5389,,,,NaN,NaN,,,NaN,,,NaN,,
5390,72,36,15,NaN,NaN,156,11,NaN,99,71,NaN,104,71
5391,,,,NaN,NaN,,,NaN,,,NaN,,
5392,72,36,15,NaN,NaN,154,11,NaN,99,71,NaN,104,71
5393,,,,NaN,NaN,,,NaN,,,NaN,,
5394,73,35,15,NaN,NaN,156,11,NaN,98,71,NaN,105,72
5395,,,,NaN,NaN,,,NaN,,,NaN,,
5396,73,35,15,NaN,NaN,155,11,NaN,99,71,NaN,105,72
5397,,,,NaN,NaN,,,NaN,,,NaN,,
5398,73,35,15,NaN,NaN,157,11,NaN,99,71,NaN,106,72
5399,,,,NaN,NaN,,,NaN,,,NaN,,
5400,72,35,15,NaN,NaN,156,11,NaN,99,71,NaN,105,72
5401,,,,NaN,NaN,,,NaN,,,NaN,,
5402,73,35,15,NaN,NaN,157,12,NaN,99,71,NaN,106,72
5403,,,,NaN,NaN,,,NaN,,,NaN,,
5404,73,35,15,NaN,NaN,156,12,NaN,99,71,NaN,106,72
5405,,,,NaN,NaN,,,NaN,,,NaN,,
5406,74,35,15,NaN,NaN,158,12,NaN,99,71,NaN,107,72
5407,,,,NaN,NaN,,,NaN,,,NaN,,
5408,74,36,15,NaN,NaN,157,12,NaN,99,71,NaN,107,72
5409,,,,NaN,NaN,,,NaN,,,NaN,,
5410,74,36,15,NaN,NaN,158,12,NaN,99,72,NaN,107,72
5411,,,,NaN,NaN,,,NaN,,,NaN,,
5412,73,36,15,NaN,NaN,157,11,NaN,99,72,NaN,107,72
5413,,,,NaN,NaN,,,NaN,,,NaN,,
5414,73,36,15,NaN,NaN,158,11,NaN,98,72,NaN,107,72
5415,,,,NaN,NaN,,,NaN,,,NaN,,
5416,72,36,15,NaN,NaN,156,11,NaN,98,72,NaN,106,72
5417,,,,NaN,NaN,,,NaN,,,NaN,,
5418,73,36,15,NaN,NaN,156,11,NaN,98,71,NaN,106,72
5419,,,,NaN,NaN,,,NaN,,,NaN,,
5420,72,36,15,NaN,NaN,155,11,NaN,98,77,NaN,105,72
5421,,,,NaN,NaN,,,NaN,,,NaN,,
5422,73,35,15,NaN,NaN,157,11,NaN,98,78,NaN,106,72
5423,,,,NaN,NaN,,,NaN,,,NaN,,
5424,73,35,15,NaN,NaN,156,11,NaN,98,78,NaN,106,72
5425,,,,NaN,NaN,,,NaN,,,NaN,,
5426,74,35,15,NaN,NaN,157,11,NaN,98,91,NaN,107,72
5427,,,,NaN,NaN,,,NaN,,,NaN,,
5428,73,35,15,NaN,NaN,156,12,NaN,98,98,NaN,106,72
5429,,,,NaN,NaN,,,NaN,,,NaN,,
5430,74,36,15,NaN,NaN,157,12,NaN,98,105,NaN,107,73
5431,,,,NaN,NaN,,,NaN,,,NaN,,
5432,73,36,15,NaN,NaN,155,11,NaN,98,112,NaN,106,73
5433,,,,NaN,NaN,,,NaN,,,NaN,,
5434,73,36,15,NaN,NaN,156,11,NaN,98,112,NaN,106,73
5435,,,,NaN,NaN,,,NaN,,,NaN,,
5436,72,35,15,NaN,NaN,155,12,NaN,98,112,NaN,105,73
5437,,,,NaN,NaN,,,NaN,,,NaN,,
5438,73,35,15,NaN,NaN,156,12,NaN,98,104,NaN,106,73
5439,,,,NaN,NaN,,,NaN,,,NaN,,
5440,72,35,15,NaN,NaN,155,12,NaN,99,100,NaN,105,73
5441,,,,NaN,NaN,,,NaN,,,NaN,,
5442,71,35,15,NaN,NaN,155,12,NaN,98,111,NaN,105,73
5443,,,,NaN,NaN,,,NaN,,,NaN,,
5444,71,35,15,NaN,NaN,153,12,NaN,98,98,NaN,104,73
5445,,,,NaN,NaN,,,NaN,,,NaN,,
5446,71,35,15,NaN,NaN,154,12,NaN,98,87,NaN,104,72
5447,,,,NaN,NaN,,,NaN,,,NaN,,
5448,71,35,15,NaN,NaN,153,12,NaN,98,80,NaN,104,72
5449,,,,NaN,NaN,,,NaN,,,NaN,,
5450,72,35,15,NaN,NaN,155,11,NaN,98,81,NaN,104,72
5451,,,,NaN,NaN,,,NaN,,,NaN,,
5452,71,35,15,NaN,NaN,154,11,NaN,99,79,NaN,104,73
5453,,,,NaN,NaN,,,NaN,,,NaN,,
5454,71,35,15,NaN,NaN,155,12,NaN,99,80,NaN,104,73
5455,,,,NaN,NaN,,,NaN,,,NaN,,
5456,71,35,15,NaN,NaN,153,12,NaN,98,80,NaN,104,73
