time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ART,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/ART_SBP
3312,,,,,,NaN,NaN,,,NaN,,NaN,
3313,100,88,57,16,87,NaN,NaN,77,5,NaN,31,NaN,131
3314,,,,,,NaN,NaN,,,NaN,,NaN,
3315,100,88,57,16,87,NaN,NaN,78,5,NaN,31,NaN,133
3316,,,,,,NaN,NaN,,,NaN,,NaN,
3317,100,87,57,16,86,NaN,NaN,77,5,NaN,31,NaN,131
3318,,,,,,NaN,NaN,,,NaN,,NaN,
3319,100,87,57,16,86,NaN,NaN,78,5,NaN,32,NaN,133
3320,,,,,,NaN,NaN,,,NaN,,NaN,
3321,100,87,57,16,86,NaN,NaN,78,5,NaN,32,NaN,131
3322,,,,,,NaN,NaN,,,NaN,,NaN,
