time,Solar8000/ETCO2,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/HR,SNUADC/ECG_II,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ART_DBP,SNUADC/ART,SNUADC/CVP
21329,35,100,,NaN,96,NaN,97,16,237,2,,NaN,NaN
21330,,,,NaN,,NaN,,,,,,NaN,NaN
21331,35,100,,NaN,96,NaN,97,16,241,2,,NaN,NaN
21332,,,,NaN,,NaN,,,,,,NaN,NaN
21333,35,100,,NaN,96,NaN,97,16,240,2,,NaN,NaN
21334,,,,NaN,,NaN,,,,,,NaN,NaN
21335,35,100,,NaN,96,NaN,97,16,240,2,,NaN,NaN
21336,,,,NaN,,NaN,,,,,,NaN,NaN
21337,35,100,,NaN,96,NaN,97,16,240,2,,NaN,NaN
21338,,,,NaN,,NaN,,,,,,NaN,NaN
21339,35,100,,NaN,96,NaN,97,16,242,2,,NaN,NaN
21340,,,,NaN,,NaN,,,,,,NaN,NaN
21341,35,100,,NaN,97,NaN,97,16,242,2,,NaN,NaN
21342,,,,NaN,,NaN,,,,,,NaN,NaN
21343,35,100,,NaN,96,NaN,97,16,187,2,,NaN,NaN
21344,,,,NaN,,NaN,,,,,,NaN,NaN
21345,35,100,,NaN,96,NaN,97,16,107,2,,NaN,NaN
21346,,,,NaN,,NaN,,,,,,NaN,NaN
21347,35,100,,NaN,96,NaN,96,16,83,2,,NaN,NaN
21348,,,,NaN,,NaN,,,,,,NaN,NaN
21349,35,100,,NaN,95,NaN,96,16,78,2,,NaN,NaN
21350,,,,NaN,,NaN,,,,,,NaN,NaN
21351,35,100,102,NaN,95,NaN,96,16,73,2,46,NaN,NaN
21352,,,,NaN,,NaN,,,,,,NaN,NaN
21353,35,100,124,NaN,95,NaN,96,16,74,2,41,NaN,NaN
21354,,,,NaN,,NaN,,,,,,NaN,NaN
21355,35,100,104,NaN,96,NaN,96,16,73,2,299,NaN,NaN
21356,,,,NaN,,NaN,,,,,,NaN,NaN
21357,35,100,121,NaN,96,NaN,96,16,74,2,105,NaN,NaN
21358,,,,NaN,,NaN,,,,,,NaN,NaN
21359,35,100,105,NaN,96,NaN,96,16,71,2,53,NaN,NaN
21360,,,,NaN,,NaN,,,,,,NaN,NaN
21361,35,100,106,NaN,96,NaN,96,16,70,2,48,NaN,NaN
21362,,,,NaN,,NaN,,,,,,NaN,NaN
21363,35,100,,NaN,96,NaN,97,16,70,2,,NaN,NaN
21364,,,,NaN,,NaN,,,,,,NaN,NaN
21365,35,100,,NaN,96,NaN,97,16,231,2,,NaN,NaN
21366,,,,NaN,,NaN,,,,,,NaN,NaN
21367,35,100,,NaN,96,NaN,97,16,230,2,,NaN,NaN
21368,,,,NaN,,NaN,,,,,,NaN,NaN
21369,35,100,,NaN,96,NaN,97,16,187,2,,NaN,NaN
21370,,,,NaN,,NaN,,,,,,NaN,NaN
21371,35,100,,NaN,96,NaN,97,16,187,2,,NaN,NaN
21372,,,,NaN,,NaN,,,,,,NaN,NaN
21373,35,100,,NaN,96,NaN,97,16,158,2,,NaN,NaN
21374,,,,NaN,,NaN,,,,,,NaN,NaN
21375,35,100,,NaN,97,NaN,97,16,97,2,,NaN,NaN
21376,,,,NaN,,NaN,,,,,,NaN,NaN
21377,35,100,,NaN,97,NaN,97,16,81,2,,NaN,NaN
21378,,,,NaN,,NaN,,,,,,NaN,NaN
21379,35,100,,NaN,97,NaN,97,16,74,2,,NaN,NaN
21380,,,,NaN,,NaN,,,,,,NaN,NaN
21381,35,100,,NaN,97,NaN,97,16,72,2,,NaN,NaN
21382,,,,NaN,,NaN,,,,,,NaN,NaN
21383,35,100,99,NaN,97,NaN,97,16,70,2,49,NaN,NaN
21384,,,,NaN,,NaN,,,,,,NaN,NaN
21385,35,100,101,NaN,97,NaN,97,16,70,2,50,NaN,NaN
21386,,,,NaN,,NaN,,,,,,NaN,NaN
21387,35,100,99,NaN,97,NaN,97,16,69,2,49,NaN,NaN
21388,,,,NaN,,NaN,,,,,,NaN,NaN
21389,35,100,101,NaN,97,NaN,97,16,70,2,50,NaN,NaN
21390,,,,NaN,,NaN,,,,,,NaN,NaN
21391,35,100,99,NaN,97,NaN,97,16,69,2,49,NaN,NaN
21392,,,,NaN,,NaN,,,,,,NaN,NaN
21393,35,100,100,NaN,96,NaN,97,16,70,2,49,NaN,NaN
21394,,,,NaN,,NaN,,,,,,NaN,NaN
21395,35,100,99,NaN,96,NaN,97,16,69,2,49,NaN,NaN
21396,,,,NaN,,NaN,,,,,,NaN,NaN
21397,35,100,99,NaN,97,NaN,97,16,69,2,49,NaN,NaN
21398,,,,NaN,,NaN,,,,,,NaN,NaN
21399,35,100,99,NaN,96,NaN,97,16,69,2,50,NaN,NaN
21400,,,,NaN,,NaN,,,,,,NaN,NaN
21401,35,100,99,NaN,97,NaN,97,16,69,2,49,NaN,NaN
21402,,,,NaN,,NaN,,,,,,NaN,NaN
21403,35,100,100,NaN,96,NaN,97,16,69,2,50,NaN,NaN
21404,,,,NaN,,NaN,,,,,,NaN,NaN
21405,35,100,100,NaN,96,NaN,97,16,69,2,49,NaN,NaN
21406,,,,NaN,,NaN,,,,,,NaN,NaN
21407,35,100,101,NaN,96,NaN,97,16,70,2,50,NaN,NaN
21408,,,,NaN,,NaN,,,,,,NaN,NaN
21409,35,100,99,NaN,96,NaN,97,16,69,2,49,NaN,NaN
21410,,,,NaN,,NaN,,,,,,NaN,NaN
21411,35,100,101,NaN,96,NaN,96,16,70,2,50,NaN,NaN
21412,,,,NaN,,NaN,,,,,,NaN,NaN
21413,35,100,99,NaN,95,NaN,96,16,69,2,48,NaN,NaN
21414,,,,NaN,,NaN,,,,,,NaN,NaN
21415,35,100,101,NaN,95,NaN,96,16,70,2,50,NaN,NaN
21416,,,,NaN,,NaN,,,,,,NaN,NaN
21417,35,100,99,NaN,95,NaN,96,16,69,2,49,NaN,NaN
21418,,,,NaN,,NaN,,,,,,NaN,NaN
21419,35,100,101,NaN,96,NaN,96,16,70,2,50,NaN,NaN
21420,,,,NaN,,NaN,,,,,,NaN,NaN
21421,35,100,100,NaN,96,NaN,96,16,69,2,49,NaN,NaN
21422,,,,NaN,,NaN,,,,,,NaN,NaN
21423,35,100,101,NaN,96,NaN,96,16,70,2,50,NaN,NaN
21424,,,,NaN,,NaN,,,,,,NaN,NaN
21425,35,100,100,NaN,96,NaN,96,16,69,2,49,NaN,NaN
21426,,,,NaN,,NaN,,,,,,NaN,NaN
21427,35,100,100,NaN,96,NaN,96,16,69,2,49,NaN,NaN
21428,,,,NaN,,NaN,,,,,,NaN,NaN
21429,35,100,100,NaN,95,NaN,96,16,69,2,49,NaN,NaN
21430,,,,NaN,,NaN,,,,,,NaN,NaN
21431,35,100,99,NaN,95,NaN,95,16,69,2,48,NaN,NaN
21432,,,,NaN,,NaN,,,,,,NaN,NaN
21433,35,100,99,NaN,95,NaN,95,16,69,2,49,NaN,NaN
21434,,,,NaN,,NaN,,,,,,NaN,NaN
21435,35,100,100,NaN,95,NaN,96,16,69,2,48,NaN,NaN
21436,,,,NaN,,NaN,,,,,,NaN,NaN
21437,35,100,101,NaN,95,NaN,96,16,69,2,49,NaN,NaN
21438,,,,NaN,,NaN,,,,,,NaN,NaN
21439,35,100,99,NaN,96,NaN,96,16,69,2,48,NaN,NaN
21440,,,,NaN,,NaN,,,,,,NaN,NaN
21441,35,100,101,NaN,96,NaN,96,16,70,2,49,NaN,NaN
21442,,,,NaN,,NaN,,,,,,NaN,NaN
21443,35,100,99,NaN,96,NaN,96,16,69,2,48,NaN,NaN
21444,,,,NaN,,NaN,,,,,,NaN,NaN
21445,35,100,101,NaN,96,NaN,96,16,70,2,49,NaN,NaN
21446,,,,NaN,,NaN,,,,,,NaN,NaN
21447,35,100,99,NaN,96,NaN,96,16,69,2,48,NaN,NaN
21448,,,,NaN,,NaN,,,,,,NaN,NaN
21449,35,100,101,NaN,96,NaN,97,16,69,2,49,NaN,NaN
21450,,,,NaN,,NaN,,,,,,NaN,NaN
21451,35,100,99,NaN,96,NaN,97,16,68,2,48,NaN,NaN
21452,,,,NaN,,NaN,,,,,,NaN,NaN
21453,35,100,100,NaN,96,NaN,97,16,69,2,49,NaN,NaN
21454,,,,NaN,,NaN,,,,,,NaN,NaN
21455,35,100,99,NaN,96,NaN,96,16,68,2,48,NaN,NaN
21456,,,,NaN,,NaN,,,,,,NaN,NaN
21457,35,100,100,NaN,96,NaN,96,16,69,2,48,NaN,NaN
21458,,,,NaN,,NaN,,,,,,NaN,NaN
21459,35,100,99,NaN,96,NaN,96,16,69,2,49,NaN,NaN
21460,,,,NaN,,NaN,,,,,,NaN,NaN
21461,35,100,100,NaN,96,NaN,96,16,69,2,48,NaN,NaN
21462,,,,NaN,,NaN,,,,,,NaN,NaN
21463,35,100,100,NaN,96,NaN,96,16,69,2,49,NaN,NaN
21464,,,,NaN,,NaN,,,,,,NaN,NaN
21465,35,100,100,NaN,96,NaN,96,16,69,2,48,NaN,NaN
21466,,,,NaN,,NaN,,,,,,NaN,NaN
21467,35,100,100,NaN,96,NaN,96,16,69,2,49,NaN,NaN
21468,,,,NaN,,NaN,,,,,,NaN,NaN
21469,35,100,99,NaN,96,NaN,96,16,69,2,48,NaN,NaN
21470,,,,NaN,,NaN,,,,,,NaN,NaN
21471,35,100,100,NaN,96,NaN,96,16,69,2,49,NaN,NaN
21472,,,,NaN,,NaN,,,,,,NaN,NaN
21473,35,100,99,NaN,96,NaN,97,16,69,2,48,NaN,NaN
21474,,,,NaN,,NaN,,,,,,NaN,NaN
21475,35,100,100,NaN,97,NaN,97,16,69,2,49,NaN,NaN
21476,,,,NaN,,NaN,,,,,,NaN,NaN
21477,35,100,98,NaN,97,NaN,97,16,68,2,48,NaN,NaN
21478,,,,NaN,,NaN,,,,,,NaN,NaN
21479,35,100,100,NaN,97,NaN,97,16,69,2,49,NaN,NaN
21480,,,,NaN,,NaN,,,,,,NaN,NaN
21481,35,100,98,NaN,97,NaN,97,16,68,2,48,NaN,NaN
21482,,,,NaN,,NaN,,,,,,NaN,NaN
21483,35,100,100,NaN,97,NaN,97,16,69,2,49,NaN,NaN
21484,,,,NaN,,NaN,,,,,,NaN,NaN
21485,35,100,98,NaN,97,NaN,97,16,68,2,48,NaN,NaN
21486,,,,NaN,,NaN,,,,,,NaN,NaN
21487,35,100,99,NaN,96,NaN,97,16,68,2,48,NaN,NaN
21488,,,,NaN,,NaN,,,,,,NaN,NaN
21489,35,100,98,NaN,96,NaN,96,16,68,2,48,NaN,NaN
21490,,,,NaN,,NaN,,,,,,NaN,NaN
21491,35,100,99,NaN,96,NaN,96,16,69,2,48,NaN,NaN
21492,,,,NaN,,NaN,,,,,,NaN,NaN
21493,35,100,99,NaN,96,NaN,96,16,69,2,49,NaN,NaN
21494,,,,NaN,,NaN,,,,,,NaN,NaN
21495,35,100,99,NaN,96,NaN,97,16,69,2,48,NaN,NaN
21496,,,,NaN,,NaN,,,,,,NaN,NaN
21497,35,100,100,NaN,96,NaN,97,16,69,2,49,NaN,NaN
21498,,,,NaN,,NaN,,,,,,NaN,NaN
21499,35,100,99,NaN,96,NaN,97,16,68,2,48,NaN,NaN
21500,,,,NaN,,NaN,,,,,,NaN,NaN
21501,35,100,99,NaN,96,NaN,96,16,68,2,49,NaN,NaN
21502,,,,NaN,,NaN,,,,,,NaN,NaN
21503,35,100,98,NaN,96,NaN,97,16,68,2,48,NaN,NaN
21504,,,,NaN,,NaN,,,,,,NaN,NaN
21505,35,100,100,NaN,96,NaN,97,16,69,2,49,NaN,NaN
21506,,,,NaN,,NaN,,,,,,NaN,NaN
21507,35,100,99,NaN,97,NaN,97,16,68,2,48,NaN,NaN
21508,,,,NaN,,NaN,,,,,,NaN,NaN
21509,35,100,101,NaN,97,NaN,97,16,69,2,49,NaN,NaN
21510,,,,NaN,,NaN,,,,,,NaN,NaN
21511,35,100,99,NaN,96,NaN,97,16,69,2,48,NaN,NaN
21512,,,,NaN,,NaN,,,,,,NaN,NaN
21513,35,100,101,NaN,96,NaN,97,16,69,2,49,NaN,NaN
21514,,,,NaN,,NaN,,,,,,NaN,NaN
21515,35,100,99,NaN,96,NaN,96,16,68,2,48,NaN,NaN
21516,,,,NaN,,NaN,,,,,,NaN,NaN
21517,35,100,100,NaN,96,NaN,96,16,69,2,48,NaN,NaN
21518,,,,NaN,,NaN,,,,,,NaN,NaN
21519,35,100,98,NaN,96,NaN,96,16,68,2,48,NaN,NaN
21520,,,,NaN,,NaN,,,,,,NaN,NaN
21521,35,100,99,NaN,96,NaN,96,16,68,2,48,NaN,NaN
21522,,,,NaN,,NaN,,,,,,NaN,NaN
21523,35,100,99,NaN,96,NaN,96,16,68,2,48,NaN,NaN
21524,,,,NaN,,NaN,,,,,,NaN,NaN
21525,35,100,99,NaN,96,NaN,96,16,68,2,48,NaN,NaN
21526,,,,NaN,,NaN,,,,,,NaN,NaN
21527,35,100,100,NaN,95,NaN,96,16,69,2,49,NaN,NaN
21528,,,,NaN,,NaN,,,,,,NaN,NaN
21529,35,100,99,NaN,96,NaN,96,16,68,2,48,NaN,NaN
21530,,,,NaN,,NaN,,,,,,NaN,NaN
21531,35,100,100,NaN,96,NaN,96,16,69,2,49,NaN,NaN
21532,,,,NaN,,NaN,,,,,,NaN,NaN
21533,35,100,99,NaN,96,NaN,96,16,68,2,48,NaN,NaN
21534,,,,NaN,,NaN,,,,,,NaN,NaN
21535,35,100,101,NaN,96,NaN,96,16,70,2,49,NaN,NaN
21536,,,,NaN,,NaN,,,,,,NaN,NaN
21537,35,100,100,NaN,96,NaN,96,16,69,2,48,NaN,NaN
21538,,,,NaN,,NaN,,,,,,NaN,NaN
21539,35,100,102,NaN,96,NaN,96,16,70,2,50,NaN,NaN
21540,,,,NaN,,NaN,,,,,,NaN,NaN
21541,35,100,100,NaN,96,NaN,96,16,69,2,49,NaN,NaN
21542,,,,NaN,,NaN,,,,,,NaN,NaN
21543,35,100,102,NaN,96,NaN,97,16,70,2,50,NaN,NaN
21544,,,,NaN,,NaN,,,,,,NaN,NaN
21545,35,100,100,NaN,96,NaN,97,16,70,2,49,NaN,NaN
21546,,,,NaN,,NaN,,,,,,NaN,NaN
21547,35,100,101,NaN,97,NaN,97,16,70,2,49,NaN,NaN
21548,,,,NaN,,NaN,,,,,,NaN,NaN
21549,35,100,100,NaN,97,NaN,97,16,69,2,49,NaN,NaN
21550,,,,NaN,,NaN,,,,,,NaN,NaN
21551,35,100,100,NaN,97,NaN,97,16,69,2,48,NaN,NaN
21552,,,,NaN,,NaN,,,,,,NaN,NaN
21553,35,100,100,NaN,97,NaN,97,16,69,2,49,NaN,NaN
21554,,,,NaN,,NaN,,,,,,NaN,NaN
21555,35,100,100,NaN,96,NaN,97,16,69,2,48,NaN,NaN
21556,,,,NaN,,NaN,,,,,,NaN,NaN
21557,35,100,100,NaN,96,NaN,97,16,69,2,48,NaN,NaN
21558,,,,NaN,,NaN,,,,,,NaN,NaN
21559,35,100,99,NaN,96,NaN,97,16,68,2,47,NaN,NaN
21560,,,,NaN,,NaN,,,,,,NaN,NaN
21561,35,100,99,NaN,96,NaN,97,16,68,2,48,NaN,NaN
21562,,,,NaN,,NaN,,,,,,NaN,NaN
21563,35,100,98,NaN,96,NaN,97,16,67,2,47,NaN,NaN
21564,,,,NaN,,NaN,,,,,,NaN,NaN
21565,35,100,99,NaN,97,NaN,97,16,68,2,48,NaN,NaN
21566,,,,NaN,,NaN,,,,,,NaN,NaN
21567,35,100,98,NaN,97,NaN,97,16,67,2,47,NaN,NaN
21568,,,,NaN,,NaN,,,,,,NaN,NaN
21569,35,100,100,NaN,97,NaN,98,16,68,2,48,NaN,NaN
21570,,,,NaN,,NaN,,,,,,NaN,NaN
21571,35,100,98,NaN,97,NaN,98,16,68,2,47,NaN,NaN
21572,,,,NaN,,NaN,,,,,,NaN,NaN
21573,35,100,100,NaN,97,NaN,97,16,69,2,48,NaN,NaN
21574,,,,NaN,,NaN,,,,,,NaN,NaN
21575,35,100,98,NaN,96,NaN,97,16,68,2,47,NaN,NaN
21576,,,,NaN,,NaN,,,,,,NaN,NaN
21577,35,100,99,NaN,96,NaN,96,16,68,2,47,NaN,NaN
21578,,,,NaN,,NaN,,,,,,NaN,NaN
21579,35,100,98,NaN,95,NaN,95,16,67,2,47,NaN,NaN
21580,,,,NaN,,NaN,,,,,,NaN,NaN
21581,35,100,99,NaN,94,NaN,95,16,68,2,48,NaN,NaN
21582,,,,NaN,,NaN,,,,,,NaN,NaN
21583,35,100,98,NaN,94,NaN,95,16,68,2,48,NaN,NaN
21584,,,,NaN,,NaN,,,,,,NaN,NaN
21585,35,100,99,NaN,94,NaN,95,16,68,2,48,NaN,NaN
21586,,,,NaN,,NaN,,,,,,NaN,NaN
21587,35,100,100,NaN,94,NaN,95,16,69,2,49,NaN,NaN
21588,,,,NaN,,NaN,,,,,,NaN,NaN
21589,35,100,99,NaN,94,NaN,95,16,69,2,48,NaN,NaN
21590,,,,NaN,,NaN,,,,,,NaN,NaN
21591,35,100,100,NaN,94,NaN,94,16,69,2,50,NaN,NaN
21592,,,,NaN,,NaN,,,,,,NaN,NaN
21593,35,100,99,NaN,94,NaN,95,16,69,2,49,NaN,NaN
21594,,,,NaN,,NaN,,,,,,NaN,NaN
21595,35,100,101,NaN,94,NaN,95,16,70,2,50,NaN,NaN
21596,,,,NaN,,NaN,,,,,,NaN,NaN
21597,35,100,99,NaN,94,NaN,95,16,69,2,49,NaN,NaN
21598,,,,NaN,,NaN,,,,,,NaN,NaN
21599,35,100,101,NaN,95,NaN,95,16,70,2,50,NaN,NaN
21600,,,,NaN,,NaN,,,,,,NaN,NaN
21601,35,100,99,NaN,95,NaN,95,16,69,2,49,NaN,NaN
21602,,,,NaN,,NaN,,,,,,NaN,NaN
21603,35,100,100,NaN,94,NaN,95,16,69,2,49,NaN,NaN
21604,,,,NaN,,NaN,,,,,,NaN,NaN
21605,35,100,98,NaN,94,NaN,94,16,68,2,49,NaN,NaN
21606,,,,NaN,,NaN,,,,,,NaN,NaN
21607,35,100,100,NaN,94,NaN,94,16,69,2,50,NaN,NaN
21608,,,,NaN,,NaN,,,,,,NaN,NaN
21609,35,100,98,NaN,94,NaN,94,16,68,2,48,NaN,NaN
21610,,,,NaN,,NaN,,,,,,NaN,NaN
21611,35,100,99,NaN,94,NaN,94,16,69,2,49,NaN,NaN
21612,,,,NaN,,NaN,,,,,,NaN,NaN
21613,35,100,98,NaN,94,NaN,94,16,68,2,49,NaN,NaN
21614,,,,NaN,,NaN,,,,,,NaN,NaN
21615,35,100,98,NaN,93,NaN,94,16,68,2,48,NaN,NaN
21616,,,,NaN,,NaN,,,,,,NaN,NaN
21617,35,100,98,NaN,93,NaN,94,16,68,2,48,NaN,NaN
21618,,,,NaN,,NaN,,,,,,NaN,NaN
21619,35,100,97,NaN,93,NaN,94,16,67,2,46,NaN,NaN
21620,,,,NaN,,NaN,,,,,,NaN,NaN
21621,35,100,97,NaN,93,NaN,93,16,67,2,47,NaN,NaN
21622,,,,NaN,,NaN,,,,,,NaN,NaN
21623,35,100,96,NaN,93,NaN,94,16,66,2,46,NaN,NaN
21624,,,,NaN,,NaN,,,,,,NaN,NaN
21625,35,100,97,NaN,93,NaN,93,16,66,2,47,NaN,NaN
21626,,,,NaN,,NaN,,,,,,NaN,NaN
21627,35,100,96,NaN,93,NaN,93,16,66,2,47,NaN,NaN
21628,,,,NaN,,NaN,,,,,,NaN,NaN
21629,35,100,98,NaN,93,NaN,93,16,67,2,48,NaN,NaN
21630,,,,NaN,,NaN,,,,,,NaN,NaN
21631,35,100,98,NaN,93,NaN,94,16,68,2,48,NaN,NaN
21632,,,,NaN,,NaN,,,,,,NaN,NaN
21633,35,100,100,NaN,94,NaN,94,16,69,2,50,NaN,NaN
21634,,,,NaN,,NaN,,,,,,NaN,NaN
21635,35,100,99,NaN,94,NaN,95,16,69,2,50,NaN,NaN
21636,,,,NaN,,NaN,,,,,,NaN,NaN
21637,35,100,101,NaN,95,NaN,95,16,70,2,50,NaN,NaN
21638,,,,NaN,,NaN,,,,,,NaN,NaN
21639,35,100,100,NaN,94,NaN,94,16,69,2,49,NaN,NaN
21640,,,,NaN,,NaN,,,,,,NaN,NaN
21641,35,100,101,NaN,94,NaN,94,16,70,2,49,NaN,NaN
21642,,,,NaN,,NaN,,,,,,NaN,NaN
21643,35,100,100,NaN,93,NaN,94,16,69,2,49,NaN,NaN
21644,,,,NaN,,NaN,,,,,,NaN,NaN
21645,35,100,99,NaN,94,NaN,94,16,69,2,48,NaN,NaN
21646,,,,NaN,,NaN,,,,,,NaN,NaN
21647,35,100,100,NaN,94,NaN,94,16,69,2,49,NaN,NaN
21648,,,,NaN,,NaN,,,,,,NaN,NaN
21649,35,100,99,NaN,94,NaN,95,16,69,2,48,NaN,NaN
21650,,,,NaN,,NaN,,,,,,NaN,NaN
21651,35,100,100,NaN,94,NaN,95,16,69,2,50,NaN,NaN
21652,,,,NaN,,NaN,,,,,,NaN,NaN
21653,35,100,100,NaN,94,NaN,95,16,69,2,49,NaN,NaN
21654,,,,NaN,,NaN,,,,,,NaN,NaN
21655,35,100,101,NaN,95,NaN,95,16,70,2,50,NaN,NaN
21656,,,,NaN,,NaN,,,,,,NaN,NaN
21657,35,100,100,NaN,95,NaN,95,16,69,2,49,NaN,NaN
21658,,,,NaN,,NaN,,,,,,NaN,NaN
21659,35,100,102,NaN,95,NaN,95,16,70,2,50,NaN,NaN
21660,,,,NaN,,NaN,,,,,,NaN,NaN
21661,35,100,100,NaN,94,NaN,95,16,70,2,49,NaN,NaN
21662,,,,NaN,,NaN,,,,,,NaN,NaN
21663,35,100,102,NaN,94,NaN,94,16,70,2,50,NaN,NaN
21664,,,,NaN,,NaN,,,,,,NaN,NaN
21665,35,100,100,NaN,94,NaN,94,16,70,2,49,NaN,NaN
21666,,,,NaN,,NaN,,,,,,NaN,NaN
21667,35,100,102,NaN,94,NaN,94,16,70,2,50,NaN,NaN
21668,,,,NaN,,NaN,,,,,,NaN,NaN
21669,35,100,101,NaN,94,NaN,95,16,70,2,49,NaN,NaN
21670,,,,NaN,,NaN,,,,,,NaN,NaN
21671,35,100,101,NaN,95,NaN,95,16,70,2,49,NaN,NaN
21672,,,,NaN,,NaN,,,,,,NaN,NaN
21673,35,100,100,NaN,94,NaN,95,16,69,2,49,NaN,NaN
21674,,,,NaN,,NaN,,,,,,NaN,NaN
21675,35,100,101,NaN,95,NaN,95,16,69,2,49,NaN,NaN
21676,,,,NaN,,NaN,,,,,,NaN,NaN
21677,35,100,101,NaN,95,NaN,95,16,70,2,50,NaN,NaN
21678,,,,NaN,,NaN,,,,,,NaN,NaN
21679,35,100,101,NaN,95,NaN,95,16,70,2,49,NaN,NaN
21680,,,,NaN,,NaN,,,,,,NaN,NaN
21681,35,100,102,NaN,94,NaN,95,16,70,2,50,NaN,NaN
21682,,,,NaN,,NaN,,,,,,NaN,NaN
21683,35,100,100,NaN,94,NaN,95,16,70,2,49,NaN,NaN
21684,,,,NaN,,NaN,,,,,,NaN,NaN
21685,35,100,102,NaN,94,NaN,95,16,71,2,50,NaN,NaN
21686,,,,NaN,,NaN,,,,,,NaN,NaN
21687,35,100,100,NaN,94,NaN,95,16,70,2,49,NaN,NaN
21688,,,,NaN,,NaN,,,,,,NaN,NaN
21689,35,100,102,NaN,94,NaN,94,16,70,2,50,NaN,NaN
21690,,,,NaN,,NaN,,,,,,NaN,NaN
21691,35,100,100,NaN,93,NaN,94,16,69,2,49,NaN,NaN
21692,,,,NaN,,NaN,,,,,,NaN,NaN
21693,35,100,101,NaN,94,NaN,94,16,70,2,49,NaN,NaN
21694,,,,NaN,,NaN,,,,,,NaN,NaN
21695,35,100,99,NaN,93,NaN,94,16,69,2,48,NaN,NaN
21696,,,,NaN,,NaN,,,,,,NaN,NaN
21697,35,100,100,NaN,93,NaN,94,16,69,2,49,NaN,NaN
21698,,,,NaN,,NaN,,,,,,NaN,NaN
21699,35,100,100,NaN,93,NaN,94,16,69,2,49,NaN,NaN
21700,,,,NaN,,NaN,,,,,,NaN,NaN
21701,35,100,100,NaN,94,NaN,94,16,70,2,49,NaN,NaN
21702,,,,NaN,,NaN,,,,,,NaN,NaN
21703,35,100,100,NaN,94,NaN,94,16,69,2,50,NaN,NaN
21704,,,,NaN,,NaN,,,,,,NaN,NaN
21705,35,100,100,NaN,94,NaN,95,16,70,2,49,NaN,NaN
21706,,,,NaN,,NaN,,,,,,NaN,NaN
21707,35,100,100,NaN,94,NaN,95,16,70,2,50,NaN,NaN
21708,,,,NaN,,NaN,,,,,,NaN,NaN
21709,34,100,100,NaN,94,NaN,94,16,70,2,49,NaN,NaN
21710,,,,NaN,,NaN,,,,,,NaN,NaN
21711,34,100,101,NaN,94,NaN,94,16,70,2,50,NaN,NaN
21712,,,,NaN,,NaN,,,,,,NaN,NaN
21713,34,100,99,NaN,94,NaN,94,16,69,2,49,NaN,NaN
21714,,,,NaN,,NaN,,,,,,NaN,NaN
21715,35,100,101,NaN,94,NaN,95,16,70,2,50,NaN,NaN
21716,,,,NaN,,NaN,,,,,,NaN,NaN
21717,35,100,99,NaN,94,NaN,94,16,69,2,49,NaN,NaN
21718,,,,NaN,,NaN,,,,,,NaN,NaN
21719,35,100,101,NaN,94,NaN,94,16,70,2,50,NaN,NaN
21720,,,,NaN,,NaN,,,,,,NaN,NaN
21721,35,100,98,NaN,94,NaN,94,16,68,2,48,NaN,NaN
21722,,,,NaN,,NaN,,,,,,NaN,NaN
21723,35,100,99,NaN,94,NaN,94,16,69,2,48,NaN,NaN
21724,,,,NaN,,NaN,,,,,,NaN,NaN
21725,35,100,98,NaN,94,NaN,95,16,68,2,48,NaN,NaN
21726,,,,NaN,,NaN,,,,,,NaN,NaN
21727,35,100,99,NaN,94,NaN,95,16,69,2,48,NaN,NaN
21728,,,,NaN,,NaN,,,,,,NaN,NaN
21729,35,100,98,NaN,94,NaN,94,16,68,2,48,NaN,NaN
21730,,,,NaN,,NaN,,,,,,NaN,NaN
21731,35,100,99,NaN,94,NaN,95,16,68,2,48,NaN,NaN
21732,,,,NaN,,NaN,,,,,,NaN,NaN
21733,35,100,98,NaN,95,NaN,95,16,68,2,48,NaN,NaN
21734,,,,NaN,,NaN,,,,,,NaN,NaN
21735,35,100,99,NaN,95,NaN,95,16,68,2,48,NaN,NaN
21736,,,,NaN,,NaN,,,,,,NaN,NaN
21737,35,100,99,NaN,95,NaN,95,16,68,2,48,NaN,NaN
21738,,,,NaN,,NaN,,,,,,NaN,NaN
21739,35,100,98,NaN,94,NaN,95,16,68,2,48,NaN,NaN
21740,,,,NaN,,NaN,,,,,,NaN,NaN
21741,35,100,99,NaN,94,NaN,95,16,68,2,49,NaN,NaN
21742,,,,NaN,,NaN,,,,,,NaN,NaN
21743,35,100,99,NaN,94,NaN,94,16,68,2,48,NaN,NaN
21744,,,,NaN,,NaN,,,,,,NaN,NaN
21745,35,100,100,NaN,94,NaN,94,16,69,2,49,NaN,NaN
21746,,,,NaN,,NaN,,,,,,NaN,NaN
21747,35,100,99,NaN,93,NaN,94,16,69,2,48,NaN,NaN
21748,,,,NaN,,NaN,,,,,,NaN,NaN
21749,35,100,101,NaN,93,NaN,94,16,69,2,49,NaN,NaN
21750,,,,NaN,,NaN,,,,,,NaN,NaN
21751,35,100,98,NaN,94,NaN,94,16,68,2,49,NaN,NaN
21752,,,,NaN,,NaN,,,,,,NaN,NaN
21753,35,100,100,NaN,94,NaN,94,16,69,2,49,NaN,NaN
21754,,,,NaN,,NaN,,,,,,NaN,NaN
21755,35,100,98,NaN,94,NaN,94,16,68,2,48,NaN,NaN
