time,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/HR,SNUADC/ART,SNUADC/CVP,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2
463,-6,NaN,101,NaN,NaN,NaN,-6,,100,-4,-6,102,0
464,,NaN,,NaN,NaN,NaN,,,,,,,
465,-6,NaN,102,NaN,NaN,NaN,-6,,100,-4,-6,103,0
466,,NaN,,NaN,NaN,NaN,,,,,,,
467,-6,NaN,102,NaN,NaN,NaN,-6,,100,-4,-6,102,0
468,,NaN,,NaN,NaN,NaN,,,,,,,
469,-6,NaN,99,NaN,NaN,NaN,-6,,100,-4,-6,100,0
470,,NaN,,NaN,NaN,NaN,,,,,,,
471,-6,NaN,97,NaN,NaN,NaN,-6,,100,-4,-6,98,0
472,,NaN,,NaN,NaN,NaN,,,,,,,
473,-6,NaN,99,NaN,NaN,NaN,-6,,100,-4,-6,99,0
474,,NaN,,NaN,NaN,NaN,,,,,,,
475,-6,NaN,99,NaN,NaN,NaN,-6,,100,-4,-6,99,0
476,,NaN,,NaN,NaN,NaN,,,,,,,
477,-6,NaN,97,NaN,NaN,NaN,-6,2,100,-4,-6,98,30
478,,NaN,,NaN,NaN,NaN,,,,,,,
479,-6,NaN,98,NaN,NaN,NaN,-6,2,100,-4,-6,99,30
480,,NaN,,NaN,NaN,NaN,,,,,,,
481,-6,NaN,101,NaN,NaN,NaN,-6,2,100,-4,-6,100,30
482,,NaN,,NaN,NaN,NaN,,,,,,,
483,-6,NaN,99,NaN,NaN,NaN,-6,2,100,-4,-6,100,30
484,,NaN,,NaN,NaN,NaN,,,,,,,
485,-6,NaN,98,NaN,NaN,NaN,-6,,100,-4,-6,100,
486,,NaN,,NaN,NaN,NaN,,,,,,,
487,-6,NaN,101,NaN,NaN,NaN,-6,,100,-4,-6,100,
488,,NaN,,NaN,NaN,NaN,,,,,,,
489,-6,NaN,100,NaN,NaN,NaN,-6,,100,-4,-6,101,
490,,NaN,,NaN,NaN,NaN,,,,,,,
491,-6,NaN,99,NaN,NaN,NaN,-6,,100,-4,-6,100,
492,,NaN,,NaN,NaN,NaN,,,,,,,
493,-6,NaN,101,NaN,NaN,NaN,-6,,100,-4,-6,101,
494,,NaN,,NaN,NaN,NaN,,,,,,,
495,-6,NaN,103,NaN,NaN,NaN,-6,,100,-4,-6,103,
496,,NaN,,NaN,NaN,NaN,,,,,,,
497,-6,NaN,102,NaN,NaN,NaN,-6,,100,-4,-6,103,
498,,NaN,,NaN,NaN,NaN,,,,,,,
499,-6,NaN,103,NaN,NaN,NaN,-6,,100,-4,-6,103,
500,,NaN,,NaN,NaN,NaN,,,,,,,
501,-6,NaN,104,NaN,NaN,NaN,-6,,100,-4,-6,104,
502,,NaN,,NaN,NaN,NaN,,,,,,,
503,-6,NaN,104,NaN,NaN,NaN,-6,,100,-4,-6,104,
504,,NaN,,NaN,NaN,NaN,,,,,,,
505,-6,NaN,102,NaN,NaN,NaN,-6,,100,-4,-6,103,
506,,NaN,,NaN,NaN,NaN,,,,,,,
507,-7,NaN,102,NaN,NaN,NaN,-7,,100,-5,-7,103,
508,,NaN,,NaN,NaN,NaN,,,,,,,
509,-7,NaN,104,NaN,NaN,NaN,-7,,100,-5,-7,104,
510,,NaN,,NaN,NaN,NaN,,,,,,,
511,-7,NaN,104,NaN,NaN,NaN,-7,,100,-5,-7,104,
512,,NaN,,NaN,NaN,NaN,,,,,,,
513,-7,NaN,102,NaN,NaN,NaN,-7,,100,-5,-7,104,
514,,NaN,,NaN,NaN,NaN,,,,,,,
515,-7,NaN,102,NaN,NaN,NaN,-7,,100,-5,-7,103,
516,,NaN,,NaN,NaN,NaN,,,,,,,
517,-7,NaN,103,NaN,NaN,NaN,-7,,100,-5,-7,104,
518,,NaN,,NaN,NaN,NaN,,,,,,,
519,-7,NaN,103,NaN,NaN,NaN,-7,,100,-5,-7,104,
520,,NaN,,NaN,NaN,NaN,,,,,,,
521,-7,NaN,103,NaN,NaN,NaN,-7,,100,-5,-7,104,
522,,NaN,,NaN,NaN,NaN,,,,,,,
523,-7,NaN,103,NaN,NaN,NaN,-7,,100,-5,-7,104,
524,,NaN,,NaN,NaN,NaN,,,,,,,
525,-7,NaN,103,NaN,NaN,NaN,-7,,100,-5,-7,104,
526,,NaN,,NaN,NaN,NaN,,,,,,,
527,-7,NaN,103,NaN,NaN,NaN,-7,,100,-5,-7,103,
528,,NaN,,NaN,NaN,NaN,,,,,,,
529,-7,NaN,102,NaN,NaN,NaN,-7,,100,-5,-7,103,
530,,NaN,,NaN,NaN,NaN,,,,,,,
531,-7,NaN,102,NaN,NaN,NaN,-7,,100,-5,-7,103,
532,,NaN,,NaN,NaN,NaN,,,,,,,
533,-7,NaN,102,NaN,NaN,NaN,-7,,100,-5,-7,102,
534,,NaN,,NaN,NaN,NaN,,,,,,,
535,-7,NaN,102,NaN,NaN,NaN,-7,,100,-5,-7,103,
536,,NaN,,NaN,NaN,NaN,,,,,,,
537,-7,NaN,101,NaN,NaN,NaN,-7,,100,-6,-7,101,
538,,NaN,,NaN,NaN,NaN,,,,,,,
539,-7,NaN,100,NaN,NaN,NaN,-7,,100,-6,-7,101,
540,,NaN,,NaN,NaN,NaN,,,,,,,
541,-7,NaN,100,NaN,NaN,NaN,-7,,100,-6,-7,100,
542,,NaN,,NaN,NaN,NaN,,,,,,,
543,-7,NaN,99,NaN,NaN,NaN,-7,,100,-6,-7,100,
544,,NaN,,NaN,NaN,NaN,,,,,,,
545,-7,NaN,99,NaN,NaN,NaN,-7,,100,-6,-7,99,
546,,NaN,,NaN,NaN,NaN,,,,,,,
547,-7,NaN,98,NaN,NaN,NaN,-7,,100,-6,-7,99,
548,,NaN,,NaN,NaN,NaN,,,,,,,
549,-7,NaN,98,NaN,NaN,NaN,-7,,100,-6,-7,99,
550,,NaN,,NaN,NaN,NaN,,,,,,,
551,-7,NaN,97,NaN,NaN,NaN,-7,,100,-6,-7,98,
552,,NaN,,NaN,NaN,NaN,,,,,,,
553,-7,NaN,96,NaN,NaN,NaN,-7,,100,-6,-7,97,
554,,NaN,,NaN,NaN,NaN,,,,,,,
555,-7,NaN,96,NaN,NaN,NaN,-7,,100,-6,-7,96,
556,,NaN,,NaN,NaN,NaN,,,,,,,
557,-7,NaN,96,NaN,NaN,NaN,-7,,100,-6,-7,96,
558,,NaN,,NaN,NaN,NaN,,,,,,,
559,-7,NaN,95,NaN,NaN,NaN,-7,,100,-7,-7,96,
560,,NaN,,NaN,NaN,NaN,,,,,,,
561,-7,NaN,95,NaN,NaN,NaN,-7,,100,-7,-7,96,
562,,NaN,,NaN,NaN,NaN,,,,,,,
563,-8,NaN,95,NaN,NaN,NaN,-8,,100,-7,-8,95,
564,,NaN,,NaN,NaN,NaN,,,,,,,
565,-8,NaN,95,NaN,NaN,NaN,-8,,100,-7,-8,95,
566,,NaN,,NaN,NaN,NaN,,,,,,,
567,-8,NaN,95,NaN,NaN,NaN,-8,,100,-7,-8,96,
568,,NaN,,NaN,NaN,NaN,,,,,,,
569,-8,NaN,95,NaN,NaN,NaN,-8,,100,-7,-8,96,
570,,NaN,,NaN,NaN,NaN,,,,,,,
571,-8,NaN,94,NaN,NaN,NaN,-8,,100,-7,-8,95,
572,,NaN,,NaN,NaN,NaN,,,,,,,
573,-8,NaN,94,NaN,NaN,NaN,-8,,100,-7,-8,95,
574,,NaN,,NaN,NaN,NaN,,,,,,,
575,-8,NaN,94,NaN,NaN,NaN,-8,,100,-7,-8,95,
576,,NaN,,NaN,NaN,NaN,,,,,,,
577,-8,NaN,94,NaN,NaN,NaN,-8,,100,-7,-8,95,
578,,NaN,,NaN,NaN,NaN,,,,,,,
579,-8,NaN,94,NaN,NaN,NaN,-8,,100,-7,-8,95,
580,,NaN,,NaN,NaN,NaN,,,,,,,
581,-8,NaN,95,NaN,NaN,NaN,-8,,100,-7,-8,95,
582,,NaN,,NaN,NaN,NaN,,,,,,,
583,-8,NaN,95,NaN,NaN,NaN,-8,,100,-7,-8,95,
584,,NaN,,NaN,NaN,NaN,,,,,,,
585,-8,NaN,95,NaN,NaN,NaN,-8,,100,-7,-8,95,
586,,NaN,,NaN,NaN,NaN,,,,,,,
587,-8,NaN,94,NaN,NaN,NaN,-8,,100,-7,-8,94,
588,,NaN,,NaN,NaN,NaN,,,,,,,
589,-8,NaN,93,NaN,NaN,NaN,-8,,100,-7,-8,93,
590,,NaN,,NaN,NaN,NaN,,,,,,,
591,-8,NaN,93,NaN,NaN,NaN,-8,,100,-7,-8,94,
592,,NaN,,NaN,NaN,NaN,,,,,,,
593,-8,NaN,93,NaN,NaN,NaN,-8,,100,-7,-8,93,
594,,NaN,,NaN,NaN,NaN,,,,,,,
595,-8,NaN,93,NaN,NaN,NaN,-8,,100,-7,-8,94,
596,,NaN,,NaN,NaN,NaN,,,,,,,
597,-8,NaN,93,NaN,NaN,NaN,-8,,100,-7,-8,94,
598,,NaN,,NaN,NaN,NaN,,,,,,,
599,-8,NaN,93,NaN,NaN,NaN,-8,,100,-7,-8,93,
600,,NaN,,NaN,NaN,NaN,,,,,,,
601,-8,NaN,92,NaN,NaN,NaN,-8,,100,-7,-8,93,
602,,NaN,,NaN,NaN,NaN,,,,,,,
603,-9,NaN,92,NaN,NaN,NaN,-9,,100,-7,-9,93,
604,,NaN,,NaN,NaN,NaN,,,,,,,
605,-9,NaN,93,NaN,NaN,NaN,-9,,100,-8,-9,93,
606,,NaN,,NaN,NaN,NaN,,,,,,,
607,-9,NaN,94,NaN,NaN,NaN,-9,,100,-8,-9,94,
608,,NaN,,NaN,NaN,NaN,,,,,,,
609,-9,NaN,96,NaN,NaN,NaN,-9,,100,-8,-9,96,
610,,NaN,,NaN,NaN,NaN,,,,,,,
611,-9,NaN,97,NaN,NaN,NaN,-9,,100,-8,-9,97,
612,,NaN,,NaN,NaN,NaN,,,,,,,
613,-9,NaN,98,NaN,NaN,NaN,-9,,100,-8,-9,99,
614,,NaN,,NaN,NaN,NaN,,,,,,,
615,-9,NaN,99,NaN,NaN,NaN,-9,,100,-8,-9,99,
616,,NaN,,NaN,NaN,NaN,,,,,,,
617,-9,NaN,99,NaN,NaN,NaN,-9,,100,-8,-9,99,
618,,NaN,,NaN,NaN,NaN,,,,,,,
619,-9,NaN,99,NaN,NaN,NaN,-9,,100,-8,-9,99,
620,,NaN,,NaN,NaN,NaN,,,,,,,
621,-9,NaN,98,NaN,NaN,NaN,-9,,100,-8,-9,99,
622,,NaN,,NaN,NaN,NaN,,,,,,,
623,-9,NaN,98,NaN,NaN,NaN,-9,,100,-8,-9,98,
624,,NaN,,NaN,NaN,NaN,,,,,,,
625,-9,NaN,97,NaN,NaN,NaN,-9,,100,-8,-9,98,
626,,NaN,,NaN,NaN,NaN,,,,,,,
627,-9,NaN,97,NaN,NaN,NaN,-9,,100,-8,-9,97,
628,,NaN,,NaN,NaN,NaN,,,,,,,
629,-9,NaN,96,NaN,NaN,NaN,-9,,100,-8,-9,96,
630,,NaN,,NaN,NaN,NaN,,,,,,,
631,-9,NaN,95,NaN,NaN,NaN,-9,,100,-8,-9,96,
632,,NaN,,NaN,NaN,NaN,,,,,,,
633,-9,NaN,95,NaN,NaN,NaN,-9,,100,-8,-9,95,
634,,NaN,,NaN,NaN,NaN,,,,,,,
635,-9,NaN,95,NaN,NaN,NaN,-9,,100,-8,-9,95,
636,,NaN,,NaN,NaN,NaN,,,,,,,
637,-9,NaN,94,NaN,NaN,NaN,-9,,100,-8,-9,95,
638,,NaN,,NaN,NaN,NaN,,,,,,,
639,-9,NaN,94,NaN,NaN,NaN,-9,,100,-8,-9,94,
640,,NaN,,NaN,NaN,NaN,,,,,,,
641,-9,NaN,93,NaN,NaN,NaN,-9,,100,-9,-9,94,
642,,NaN,,NaN,NaN,NaN,,,,,,,
643,-10,NaN,92,NaN,NaN,NaN,-10,,100,-9,-10,93,
644,,NaN,,NaN,NaN,NaN,,,,,,,
645,-10,NaN,92,NaN,NaN,NaN,-10,,100,-9,-10,93,
646,,NaN,,NaN,NaN,NaN,,,,,,,
647,-9,NaN,91,NaN,NaN,NaN,-9,,100,-9,-9,92,
648,,NaN,,NaN,NaN,NaN,,,,,,,
649,-9,NaN,91,NaN,NaN,NaN,-9,,100,-9,-9,91,
650,,NaN,,NaN,NaN,NaN,,,,,,,
651,-9,NaN,90,NaN,NaN,NaN,-9,,100,-9,-9,91,
652,,NaN,,NaN,NaN,NaN,,,,,,,
653,-9,NaN,90,NaN,NaN,NaN,-9,,100,-9,-9,91,
654,,NaN,,NaN,NaN,NaN,,,,,,,
655,-10,NaN,90,NaN,NaN,NaN,-10,,100,-9,-10,91,
656,,NaN,,NaN,NaN,NaN,,,,,,,
657,-10,NaN,90,NaN,NaN,NaN,-10,,100,-9,-10,91,
658,,NaN,,NaN,NaN,NaN,,,,,,,
659,-10,NaN,90,NaN,NaN,NaN,-10,,100,-9,-10,91,
660,,NaN,,NaN,NaN,NaN,,,,,,,
661,-10,NaN,90,NaN,NaN,NaN,-10,,100,-9,-10,91,
662,,NaN,,NaN,NaN,NaN,,,,,,,
663,-10,NaN,90,NaN,NaN,NaN,-10,,100,-9,-10,91,
664,,NaN,,NaN,NaN,NaN,,,,,,,
665,-10,NaN,90,NaN,NaN,NaN,-10,,100,-9,-10,90,
666,,NaN,,NaN,NaN,NaN,,,,,,,
667,-10,NaN,89,NaN,NaN,NaN,-10,,100,-9,-10,90,
668,,NaN,,NaN,NaN,NaN,,,,,,,
669,-10,NaN,89,NaN,NaN,NaN,-10,,100,-10,-10,90,
670,,NaN,,NaN,NaN,NaN,,,,,,,
671,-10,NaN,89,NaN,NaN,NaN,-10,,100,-10,-10,89,
672,,NaN,,NaN,NaN,NaN,,,,,,,
673,-10,NaN,89,NaN,NaN,NaN,-10,,100,-10,-10,89,
674,,NaN,,NaN,NaN,NaN,,,,,,,
675,-10,NaN,89,NaN,NaN,NaN,-10,,100,-10,-10,90,
676,,NaN,,NaN,NaN,NaN,,,,,,,
677,-10,NaN,90,NaN,NaN,NaN,-10,,100,-10,-10,89,
678,,NaN,,NaN,NaN,NaN,,,,,,,
679,-10,NaN,90,NaN,NaN,NaN,-10,,100,-10,-10,90,
680,,NaN,,NaN,NaN,NaN,,,,,,,
681,-10,NaN,90,NaN,NaN,NaN,-10,,100,-10,-10,90,
682,,NaN,,NaN,NaN,NaN,,,,,,,
683,-10,NaN,90,NaN,NaN,NaN,-10,,100,-10,-10,91,
684,,NaN,,NaN,NaN,NaN,,,,,,,
685,-10,NaN,91,NaN,NaN,NaN,-10,,100,-10,-10,92,
686,,NaN,,NaN,NaN,NaN,,,,,,,
687,-10,NaN,93,NaN,NaN,NaN,-11,,100,-10,-7,93,
688,,NaN,,NaN,NaN,NaN,,,,,,,
689,-10,NaN,96,NaN,NaN,NaN,-11,,100,-10,-7,96,
690,,NaN,,NaN,NaN,NaN,,,,,,,
691,-10,NaN,99,NaN,NaN,NaN,-10,,100,-10,-10,99,
692,,NaN,,NaN,NaN,NaN,,,,,,,
693,-10,NaN,101,NaN,NaN,NaN,-10,,100,-10,-10,101,
694,,NaN,,NaN,NaN,NaN,,,,,,,
695,-10,NaN,103,NaN,NaN,NaN,-10,,100,-10,-10,103,
696,,NaN,,NaN,NaN,NaN,,,,,,,
697,-10,NaN,104,NaN,NaN,NaN,-10,,100,-10,-10,105,
698,,NaN,,NaN,NaN,NaN,,,,,,,
699,-10,NaN,106,NaN,NaN,NaN,-10,,100,-11,-10,106,
700,,NaN,,NaN,NaN,NaN,,,,,,,
701,-9,NaN,107,NaN,NaN,NaN,-12,,100,-11,-3,107,
702,,NaN,,NaN,NaN,NaN,,,,,,,
703,-9,NaN,108,NaN,NaN,NaN,-12,,100,-11,-3,108,
704,,NaN,,NaN,NaN,NaN,,,,,,,
705,-8,NaN,108,NaN,NaN,NaN,-8,1,100,-11,-8,108,36
706,,NaN,,NaN,NaN,NaN,,,,,,,
707,-8,NaN,108,NaN,NaN,NaN,-8,1,100,-11,-8,108,36
708,,NaN,,NaN,NaN,NaN,,,,,,,
709,-8,NaN,107,NaN,NaN,NaN,-8,1,100,-11,-8,108,36
710,,NaN,,NaN,NaN,NaN,,,,,,,
711,-8,NaN,107,NaN,NaN,NaN,-8,1,100,-11,-8,108,36
712,,NaN,,NaN,NaN,NaN,,,,,,,
713,-8,NaN,106,NaN,NaN,NaN,-8,1,100,-11,-8,107,33
714,,NaN,,NaN,NaN,NaN,,,,,,,
715,-8,NaN,106,NaN,NaN,NaN,-8,1,100,-11,-8,107,33
716,,NaN,,NaN,NaN,NaN,,,,,,,
717,-8,NaN,105,NaN,NaN,NaN,-8,1,100,-11,-8,106,33
718,,NaN,,NaN,NaN,NaN,,,,,,,
719,-9,NaN,105,NaN,NaN,NaN,-9,1,100,-11,-9,106,33
720,,NaN,,NaN,NaN,NaN,,,,,,,
721,-9,NaN,104,NaN,NaN,NaN,-9,1,100,-11,-9,105,38
722,,NaN,,NaN,NaN,NaN,,,,,,,
723,-9,NaN,103,NaN,NaN,NaN,-9,1,100,-11,-9,104,38
724,,NaN,,NaN,NaN,NaN,,,,,,,
725,-9,NaN,102,NaN,NaN,NaN,-9,1,100,-11,-9,103,38
726,,NaN,,NaN,NaN,NaN,,,,,,,
727,-8,NaN,102,NaN,NaN,NaN,-8,1,100,-11,-8,103,38
728,,NaN,,NaN,NaN,NaN,,,,,,,
729,-8,NaN,101,NaN,NaN,NaN,-8,9,100,-12,-8,101,38
730,,NaN,,NaN,NaN,NaN,,,,,,,
731,-9,NaN,100,NaN,NaN,NaN,-29,9,100,-12,1,101,38
732,,NaN,,NaN,NaN,NaN,,,,,,,
733,-4,NaN,100,NaN,NaN,NaN,-59,9,100,-12,57,100,38
734,,NaN,,NaN,NaN,NaN,,,,,,,
735,11,NaN,100,NaN,NaN,NaN,-2,9,100,-12,45,100,38
736,,NaN,,NaN,NaN,NaN,,,,,,,
737,12,NaN,99,NaN,NaN,NaN,4,13,100,-12,24,99,38
738,,NaN,,NaN,NaN,NaN,,,,,,,
739,11,NaN,99,NaN,NaN,NaN,-42,13,100,7,66,100,38
740,,NaN,,NaN,NaN,NaN,,,,,,,
741,12,NaN,99,NaN,NaN,NaN,-13,13,100,7,40,99,38
742,,NaN,,NaN,NaN,NaN,,,,,,,
743,9,NaN,99,NaN,NaN,NaN,-34,13,100,0,32,100,38
744,,NaN,,NaN,NaN,NaN,,,,,,,
745,10,NaN,99,NaN,NaN,NaN,-82,14,100,0,80,100,37
746,,NaN,,NaN,NaN,NaN,,,,,,,
747,10,NaN,100,NaN,NaN,NaN,-59,14,100,0,110,101,37
748,,NaN,,NaN,NaN,NaN,,,,,,,
749,10,NaN,100,NaN,NaN,NaN,,14,100,0,,100,37
750,,NaN,,NaN,NaN,NaN,,,,,,,
751,6,NaN,100,NaN,NaN,NaN,,15,100,0,,101,37
752,,NaN,,NaN,NaN,NaN,,,,,,,
753,17,NaN,99,NaN,NaN,NaN,,15,100,0,,100,37
754,,NaN,,NaN,NaN,NaN,,,,,,,
755,51,NaN,99,NaN,NaN,NaN,,15,100,0,,100,37
756,,NaN,,NaN,NaN,NaN,,,,,,,
757,89,NaN,98,NaN,NaN,NaN,,15,100,0,,99,37
758,,NaN,,NaN,NaN,NaN,,,,,,,
759,94,NaN,98,NaN,NaN,NaN,,15,100,0,,99,37
760,,NaN,,NaN,NaN,NaN,,,,,,,
761,96,NaN,97,NaN,NaN,NaN,80,15,100,0,126,98,37
762,,NaN,,NaN,NaN,NaN,,,,,,,
763,96,NaN,97,NaN,NaN,NaN,77,15,100,0,126,98,37
764,,NaN,,NaN,NaN,NaN,,,,,,,
765,98,NaN,96,NaN,NaN,NaN,81,15,100,0,132,97,37
766,,NaN,,NaN,NaN,NaN,,,,,,,
767,97,NaN,96,NaN,NaN,NaN,72,15,100,0,128,97,37
768,,NaN,,NaN,NaN,NaN,,,,,,,
769,96,NaN,96,NaN,NaN,NaN,78,15,100,0,125,96,37
770,,NaN,,NaN,NaN,NaN,,,,,,,
771,96,NaN,95,NaN,NaN,NaN,59,15,100,0,138,96,37
772,,NaN,,NaN,NaN,NaN,,,,,,,
773,95,NaN,95,NaN,NaN,NaN,73,15,100,0,126,95,37
774,,NaN,,NaN,NaN,NaN,,,,,,,
775,94,NaN,95,NaN,NaN,NaN,74,15,100,0,124,96,37
776,,NaN,,NaN,NaN,NaN,,,,,,,
777,96,NaN,95,NaN,NaN,NaN,70,15,100,0,126,95,37
778,,NaN,,NaN,NaN,NaN,,,,,,,
779,97,NaN,95,NaN,NaN,NaN,76,15,100,0,127,96,37
780,,NaN,,NaN,NaN,NaN,,,,,,,
781,100,NaN,95,NaN,NaN,NaN,81,15,100,0,135,96,38
782,,NaN,,NaN,NaN,NaN,,,,,,,
783,101,NaN,96,NaN,NaN,NaN,81,15,100,0,133,96,38
784,,NaN,,NaN,NaN,NaN,,,,,,,
785,100,NaN,96,NaN,NaN,NaN,71,15,100,0,133,97,38
786,,NaN,,NaN,NaN,NaN,,,,,,,
787,98,NaN,96,NaN,NaN,NaN,74,15,100,0,131,97,38
788,,NaN,,NaN,NaN,NaN,,,,,,,
789,98,NaN,96,NaN,NaN,NaN,78,15,100,0,127,97,37
790,,NaN,,NaN,NaN,NaN,,,,,,,
791,98,NaN,96,NaN,NaN,NaN,85,15,100,0,127,97,37
792,,NaN,,NaN,NaN,NaN,,,,,,,
793,98,NaN,96,NaN,NaN,NaN,85,15,100,0,127,96,37
794,,NaN,,NaN,NaN,NaN,,,,,,,
795,98,NaN,96,NaN,NaN,NaN,85,15,100,0,127,96,37
796,,NaN,,NaN,NaN,NaN,,,,,,,
797,39,NaN,95,NaN,NaN,NaN,39,15,100,0,39,96,37
798,,NaN,,NaN,NaN,NaN,,,,,,,
799,39,NaN,95,NaN,NaN,NaN,39,15,100,0,39,95,37
800,,NaN,,NaN,NaN,NaN,,,,,,,
801,35,NaN,95,NaN,NaN,NaN,35,15,100,0,35,95,37
802,,NaN,,NaN,NaN,NaN,,,,,,,
803,35,NaN,94,NaN,NaN,NaN,35,15,100,0,35,95,38
804,,NaN,,NaN,NaN,NaN,,,,,,,
805,47,NaN,94,NaN,NaN,NaN,61,15,100,0,93,94,38
806,,NaN,,NaN,NaN,NaN,,,,,,,
807,69,NaN,93,NaN,NaN,NaN,74,15,100,0,104,94,38
808,,NaN,,NaN,NaN,NaN,,,,,,,
809,82,NaN,93,NaN,NaN,NaN,73,15,100,0,116,93,38
810,,NaN,,NaN,NaN,NaN,,,,,,,
811,84,NaN,93,NaN,NaN,NaN,70,15,100,0,115,93,37
812,,NaN,,NaN,NaN,NaN,,,,,,,
813,86,NaN,92,NaN,NaN,NaN,70,15,100,0,116,93,37
814,,NaN,,NaN,NaN,NaN,,,,,,,
815,85,NaN,92,NaN,NaN,NaN,67,15,100,0,111,93,37
816,,NaN,,NaN,NaN,NaN,,,,,,,
817,84,NaN,92,NaN,NaN,NaN,67,15,100,0,110,93,37
818,,NaN,,NaN,NaN,NaN,,,,,,,
819,83,NaN,92,NaN,NaN,NaN,66,15,100,0,109,93,37
820,,NaN,,NaN,NaN,NaN,,,,,,,
821,84,NaN,92,NaN,NaN,NaN,67,15,100,0,111,92,37
822,,NaN,,NaN,NaN,NaN,,,,,,,
823,83,NaN,92,NaN,NaN,NaN,65,15,100,0,110,93,37
824,,NaN,,NaN,NaN,NaN,,,,,,,
825,83,NaN,92,NaN,NaN,NaN,66,15,100,0,111,92,37
826,,NaN,,NaN,NaN,NaN,,,,,,,
827,83,NaN,92,NaN,NaN,NaN,66,15,100,0,111,92,37
828,,NaN,,NaN,NaN,NaN,,,,,,,
829,83,NaN,92,NaN,NaN,NaN,66,15,100,0,111,92,37
830,,NaN,,NaN,NaN,NaN,,,,,,,
831,82,NaN,92,NaN,NaN,NaN,65,15,100,0,110,92,37
832,,NaN,,NaN,NaN,NaN,,,,,,,
833,82,NaN,91,NaN,NaN,NaN,66,15,100,0,110,92,37
834,,NaN,,NaN,NaN,NaN,,,,,,,
835,82,NaN,91,NaN,NaN,NaN,64,15,100,0,110,92,37
836,,NaN,,NaN,NaN,NaN,,,,,,,
837,81,NaN,91,NaN,NaN,NaN,65,15,100,0,109,91,37
838,,NaN,,NaN,NaN,NaN,,,,,,,
839,81,NaN,91,NaN,NaN,NaN,64,15,100,0,109,91,37
840,,NaN,,NaN,NaN,NaN,,,,,,,
841,81,NaN,90,NaN,NaN,NaN,65,15,100,1,109,91,37
842,,NaN,,NaN,NaN,NaN,,,,,,,
843,80,NaN,90,NaN,NaN,NaN,63,15,100,1,107,91,37
844,,NaN,,NaN,NaN,NaN,,,,,,,
845,80,NaN,90,NaN,NaN,NaN,64,15,100,1,107,91,37
846,,NaN,,NaN,NaN,NaN,,,,,,,
847,79,NaN,90,NaN,NaN,NaN,63,15,100,1,106,91,37
848,,NaN,,NaN,NaN,NaN,,,,,,,
849,80,NaN,90,NaN,NaN,NaN,65,15,100,1,108,90,37
850,,NaN,,NaN,NaN,NaN,,,,,,,
851,81,NaN,90,NaN,NaN,NaN,70,15,100,1,109,91,37
852,,NaN,,NaN,NaN,NaN,,,,,,,
853,81,NaN,90,NaN,NaN,NaN,70,15,100,1,109,90,37
854,,NaN,,NaN,NaN,NaN,,,,,,,
855,32,NaN,90,NaN,NaN,NaN,32,15,100,1,32,90,37
856,,NaN,,NaN,NaN,NaN,,,,,,,
857,32,NaN,89,NaN,NaN,NaN,32,15,100,1,32,90,37
858,,NaN,,NaN,NaN,NaN,,,,,,,
859,30,NaN,89,NaN,NaN,NaN,30,15,100,1,30,90,37
860,,NaN,,NaN,NaN,NaN,,,,,,,
861,29,NaN,89,NaN,NaN,NaN,20,15,100,1,42,90,37
862,,NaN,,NaN,NaN,NaN,,,,,,,
863,29,NaN,91,NaN,NaN,NaN,22,15,100,1,37,90,37
864,,NaN,,NaN,NaN,NaN,,,,,,,
865,29,NaN,89,NaN,NaN,NaN,22,15,100,1,37,89,37
866,,NaN,,NaN,NaN,NaN,,,,,,,
867,36,NaN,89,NaN,NaN,NaN,36,15,100,1,36,90,37
868,,NaN,,NaN,NaN,NaN,,,,,,,
869,51,NaN,87,NaN,NaN,NaN,68,15,100,1,93,90,37
870,,NaN,,NaN,NaN,NaN,,,,,,,
871,73,NaN,90,NaN,NaN,NaN,70,15,100,1,110,91,37
872,,NaN,,NaN,NaN,NaN,,,,,,,
873,83,NaN,91,NaN,NaN,NaN,75,15,100,1,118,91,37
874,,NaN,,NaN,NaN,NaN,,,,,,,
875,88,NaN,92,NaN,NaN,NaN,76,15,100,1,119,93,37
876,,NaN,,NaN,NaN,NaN,,,,,,,
877,93,NaN,94,NaN,NaN,NaN,81,15,100,1,125,94,36
878,,NaN,,NaN,NaN,NaN,,,,,,,
879,97,NaN,95,NaN,NaN,NaN,83,15,100,1,129,96,36
880,,NaN,,NaN,NaN,NaN,,,,,,,
881,102,NaN,97,NaN,NaN,NaN,87,15,100,1,134,97,36
882,,NaN,,NaN,NaN,NaN,,,,,,,
883,106,NaN,98,NaN,NaN,NaN,90,15,100,1,139,99,36
884,,NaN,,NaN,NaN,NaN,,,,,,,
885,110,NaN,99,NaN,NaN,NaN,94,15,100,1,145,99,37
886,,NaN,,NaN,NaN,NaN,,,,,,,
887,112,NaN,100,NaN,NaN,NaN,92,15,100,1,147,99,37
888,,NaN,,NaN,NaN,NaN,,,,,,,
889,113,NaN,101,NaN,NaN,NaN,89,15,100,1,149,101,37
890,,NaN,,NaN,NaN,NaN,,,,,,,
891,106,NaN,101,NaN,NaN,NaN,77,15,100,0,139,102,37
