time,Solar8000/ART_MBP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/PLETH_SPO2,Solar8000/RR_CO2,SNUADC/CVP,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/ART_SBP,SNUADC/ART,Solar8000/CVP,SNUADC/ECG_V5
6021,,,,,,,NaN,NaN,,,NaN,,NaN
6022,,,,,,,NaN,NaN,,,NaN,,NaN
6023,,,,,,,NaN,NaN,,,NaN,,NaN
6024,,,,,,,NaN,NaN,,,NaN,,NaN
6025,,,,,,,NaN,NaN,,,NaN,,NaN
6026,,,,,,,NaN,NaN,,,NaN,,NaN
6027,,,,,,,NaN,NaN,,,NaN,,NaN
6028,,,,,,,NaN,NaN,,,NaN,,NaN
6029,,,,,,,NaN,NaN,,,NaN,,NaN
6030,,,,,,,NaN,NaN,,,NaN,,NaN
6031,,,,,,,NaN,NaN,,,NaN,,NaN
6032,,,,,,,NaN,NaN,,,NaN,,NaN
6033,,,,,,,NaN,NaN,,,NaN,,NaN
6034,,,,,,,NaN,NaN,,,NaN,,NaN
6035,,,,,,,NaN,NaN,,,NaN,,NaN
6036,,,,,,,NaN,NaN,,,NaN,,NaN
6037,,,,,,,NaN,NaN,,,NaN,,NaN
6038,,,,,,,NaN,NaN,,,NaN,,NaN
6039,,,,,,,NaN,NaN,,,NaN,,NaN
6040,,,,,,,NaN,NaN,,,NaN,,NaN
6041,,,,,,,NaN,NaN,,,NaN,,NaN
6042,,,,,,,NaN,NaN,,,NaN,,NaN
6043,,,,,,,NaN,NaN,,,NaN,,NaN
6044,,,,,,,NaN,NaN,,,NaN,,NaN
6045,,,,,,,NaN,NaN,,,NaN,,NaN
6046,,,,,,,NaN,NaN,,,NaN,,NaN
6047,,,,,,,NaN,NaN,,,NaN,,NaN
6048,,,,,,,NaN,NaN,,,NaN,,NaN
6049,,,,,,,NaN,NaN,,,NaN,,NaN
6050,,,,,,,NaN,NaN,,,NaN,,NaN
6051,,,,,,,NaN,NaN,,,NaN,,NaN
6052,,,,,,,NaN,NaN,,,NaN,,NaN
6053,,,,,,,NaN,NaN,,,NaN,,NaN
6054,,,,,,,NaN,NaN,,,NaN,,NaN
6055,,,,,,,NaN,NaN,,,NaN,,NaN
6056,,,,,,,NaN,NaN,,,NaN,,NaN
6057,,,,,,,NaN,NaN,,,NaN,,NaN
6058,,,,,,,NaN,NaN,,,NaN,,NaN
6059,,,,,,,NaN,NaN,,,NaN,,NaN
6060,,,,,,,NaN,NaN,,,NaN,,NaN
6061,,,,,,,NaN,NaN,,,NaN,,NaN
6062,,,,,,,NaN,NaN,,,NaN,,NaN
6063,,,,,,,NaN,NaN,,,NaN,,NaN
6064,,,,,,,NaN,NaN,,,NaN,,NaN
6065,,,,,,,NaN,NaN,,,NaN,,NaN
6066,,,,,,,NaN,NaN,,,NaN,,NaN
6067,,,,,,,NaN,NaN,,,NaN,,NaN
6068,,,,,,,NaN,NaN,,,NaN,,NaN
6069,,,,,,,NaN,NaN,,,NaN,,NaN
6070,,,,,,,NaN,NaN,,,NaN,,NaN
6071,,,,,,,NaN,NaN,,,NaN,,NaN
6072,,,,,,,NaN,NaN,,,NaN,,NaN
6073,,,,,,,NaN,NaN,,,NaN,,NaN
6074,,,,,,,NaN,NaN,,,NaN,,NaN
6075,,,,,,,NaN,NaN,,,NaN,,NaN
6076,,,,,,,NaN,NaN,,,NaN,,NaN
6077,,,,,,,NaN,NaN,,,NaN,,NaN
6078,,,,,,,NaN,NaN,,,NaN,,NaN
6079,,,,,,,NaN,NaN,,,NaN,,NaN
6080,,,,,,,NaN,NaN,,,NaN,,NaN
6081,,,,,,,NaN,NaN,,,NaN,,NaN
6082,,,,,,,NaN,NaN,,,NaN,,NaN
6083,,,,,,,NaN,NaN,,,NaN,,NaN
6084,,,,,,,NaN,NaN,,,NaN,,NaN
6085,,,,,,,NaN,NaN,,,NaN,,NaN
6086,,,,,,,NaN,NaN,,,NaN,,NaN
6087,,,,,,,NaN,NaN,,,NaN,,NaN
6088,,,,,,,NaN,NaN,,,NaN,,NaN
6089,,,,,,,NaN,NaN,,,NaN,,NaN
6090,,,,,,,NaN,NaN,,,NaN,,NaN
6091,,,,,,,NaN,NaN,,,NaN,,NaN
6092,,,,,,,NaN,NaN,,,NaN,,NaN
6093,,,,,,,NaN,NaN,,,NaN,,NaN
6094,,,,,,,NaN,NaN,,,NaN,,NaN
6095,,,,,,,NaN,NaN,,,NaN,,NaN
6096,,,,,,,NaN,NaN,,,NaN,,NaN
6097,,,,,,,NaN,NaN,,,NaN,,NaN
6098,,,,,,,NaN,NaN,,,NaN,,NaN
6099,,,,,,,NaN,NaN,,,NaN,,NaN
6100,,,,,,,NaN,NaN,,,NaN,,NaN
6101,,,,,,,NaN,NaN,,,NaN,,NaN
6102,,,,,,,NaN,NaN,,,NaN,,NaN
6103,,,,,,,NaN,NaN,,,NaN,,NaN
6104,,,,,,,NaN,NaN,,,NaN,,NaN
6105,,,,,,,NaN,NaN,,,NaN,,NaN
6106,,,,,,,NaN,NaN,,,NaN,,NaN
6107,,,,,,,NaN,NaN,,,NaN,,NaN
6108,,,,,,,NaN,NaN,,,NaN,,NaN
6109,,,,,,,NaN,NaN,,,NaN,,NaN
6110,,,,,,,NaN,NaN,,,NaN,,NaN
6111,,,,,,,NaN,NaN,,,NaN,,NaN
6112,,,,,,,NaN,NaN,,,NaN,,NaN
6113,,,,,,,NaN,NaN,,,NaN,,NaN
6114,,,,,,,NaN,NaN,,,NaN,,NaN
6115,,,,,,,NaN,NaN,,,NaN,,NaN
6116,,,,,,,NaN,NaN,,,NaN,,NaN
6117,,,,,,,NaN,NaN,,,NaN,,NaN
6118,,,,,,,NaN,NaN,,,NaN,,NaN
6119,,,,,,,NaN,NaN,,,NaN,,NaN
6120,,,,,,,NaN,NaN,,,NaN,,NaN
6121,,,,,,,NaN,NaN,,,NaN,,NaN
6122,,,,,,,NaN,NaN,,,NaN,,NaN
6123,,,,,,,NaN,NaN,,,NaN,,NaN
6124,,,,,,,NaN,NaN,,,NaN,,NaN
6125,,,,,,,NaN,NaN,,,NaN,,NaN
6126,,,,,,,NaN,NaN,,,NaN,,NaN
6127,,,,,,,NaN,NaN,,,NaN,,NaN
6128,,,,,,,NaN,NaN,,,NaN,,NaN
6129,,,,,,,NaN,NaN,,,NaN,,NaN
6130,,,,,,,NaN,NaN,,,NaN,,NaN
6131,,,,,,,NaN,NaN,,,NaN,,NaN
6132,,,,,,,NaN,NaN,,,NaN,,NaN
6133,,,,,,,NaN,NaN,,,NaN,,NaN
6134,,,,,,,NaN,NaN,,,NaN,,NaN
6135,,,,,,,NaN,NaN,,,NaN,,NaN
6136,,,,,,,NaN,NaN,,,NaN,,NaN
6137,,,,,,,NaN,NaN,,,NaN,,NaN
6138,,,,,,,NaN,NaN,,,NaN,,NaN
6139,,,,,,,NaN,NaN,,,NaN,,NaN
6140,,,,,,,NaN,NaN,,,NaN,,NaN
6141,,,,,,,NaN,NaN,,,NaN,,NaN
6142,,,,,,,NaN,NaN,,,NaN,,NaN
6143,,,,,,,NaN,NaN,,,NaN,,NaN
6144,,,,,,,NaN,NaN,,,NaN,,NaN
6145,,,,,,,NaN,NaN,,,NaN,,NaN
6146,,,,,,,NaN,NaN,,,NaN,,NaN
6147,,,,,,,NaN,NaN,,,NaN,,NaN
6148,,,,,,,NaN,NaN,,,NaN,,NaN
6149,,,,,,,NaN,NaN,,,NaN,,NaN
6150,,,,,,,NaN,NaN,,,NaN,,NaN
6151,,,,,,,NaN,NaN,,,NaN,,NaN
6152,,,,,,,NaN,NaN,,,NaN,,NaN
6153,,,,,,,NaN,NaN,,,NaN,,NaN
6154,,,,,,,NaN,NaN,,,NaN,,NaN
6155,,,,,,,NaN,NaN,,,NaN,,NaN
6156,,,,,,,NaN,NaN,,,NaN,,NaN
6157,,,,,,,NaN,NaN,,,NaN,,NaN
6158,,,,,,,NaN,NaN,,,NaN,,NaN
6159,,,,,,,NaN,NaN,,,NaN,,NaN
6160,,,,,,,NaN,NaN,,,NaN,,NaN
6161,,,,,,,NaN,NaN,,,NaN,,NaN
6162,,,,,,,NaN,NaN,,,NaN,,NaN
6163,,,,,,,NaN,NaN,,,NaN,,NaN
6164,,,,,,,NaN,NaN,,,NaN,,NaN
6165,,,,,,,NaN,NaN,,,NaN,,NaN
6166,,,,,,,NaN,NaN,,,NaN,,NaN
6167,,,,,,,NaN,NaN,,,NaN,,NaN
6168,,,,,,,NaN,NaN,,,NaN,,NaN
6169,,,,,,,NaN,NaN,,,NaN,,NaN
6170,,,,,,,NaN,NaN,,,NaN,,NaN
6171,,,,,,,NaN,NaN,,,NaN,,NaN
6172,,,,,,,NaN,NaN,,,NaN,,NaN
6173,,,,,,,NaN,NaN,,,NaN,,NaN
6174,,,,,,,NaN,NaN,,,NaN,,NaN
6175,,,,,,,NaN,NaN,,,NaN,,NaN
6176,,,,,,,NaN,NaN,,,NaN,,NaN
6177,,,,,,,NaN,NaN,,,NaN,,NaN
6178,,,,,,,NaN,NaN,,,NaN,,NaN
6179,,,,,,,NaN,NaN,,,NaN,,NaN
6180,,,,,,,NaN,NaN,,,NaN,,NaN
6181,,,,,,,NaN,NaN,,,NaN,,NaN
6182,,,,,,,NaN,NaN,,,NaN,,NaN
6183,,,,,,,NaN,NaN,,,NaN,,NaN
6184,,,,,,,NaN,NaN,,,NaN,,NaN
6185,,,,,,,NaN,NaN,,,NaN,,NaN
6186,,,,,,,NaN,NaN,,,NaN,,NaN
6187,,,,,,,NaN,NaN,,,NaN,,NaN
6188,,,,,,,NaN,NaN,,,NaN,,NaN
6189,,,,,,,NaN,NaN,,,NaN,,NaN
6190,,,,,,,NaN,NaN,,,NaN,,NaN
6191,,,,,,,NaN,NaN,,,NaN,,NaN
6192,,,,,,,NaN,NaN,,,NaN,,NaN
6193,,,,,,,NaN,NaN,,,NaN,,NaN
6194,,,,,,,NaN,NaN,,,NaN,,NaN
6195,,,,,,,NaN,NaN,,,NaN,,NaN
6196,,,,,,,NaN,NaN,,,NaN,,NaN
6197,,,,,,,NaN,NaN,,,NaN,,NaN
6198,,,,,,,NaN,NaN,,,NaN,,NaN
6199,,,,,,,NaN,NaN,,,NaN,,NaN
6200,,,,,,,NaN,NaN,,,NaN,,NaN
6201,,,,,,,NaN,NaN,,,NaN,,NaN
6202,,,,,,,NaN,NaN,,,NaN,,NaN
6203,,,,,,,NaN,NaN,,,NaN,,NaN
6204,,,,,,,NaN,NaN,,,NaN,,NaN
6205,,,,,,,NaN,NaN,,,NaN,,NaN
6206,,,,,,,NaN,NaN,,,NaN,,NaN
6207,,,,,,,NaN,NaN,,,NaN,,NaN
6208,,,,,,,NaN,NaN,,,NaN,,NaN
6209,,,,,,,NaN,NaN,,,NaN,,NaN
6210,,,,,,,NaN,NaN,,,NaN,,NaN
6211,,,,,,,NaN,NaN,,,NaN,,NaN
6212,,,,,,,NaN,NaN,,,NaN,,NaN
6213,,,,,,,NaN,NaN,,,NaN,,NaN
6214,,,,,,,NaN,NaN,,,NaN,,NaN
6215,,,,,,,NaN,NaN,,,NaN,,NaN
6216,,,,,,,NaN,NaN,,,NaN,,NaN
6217,,,,,,,NaN,NaN,,,NaN,,NaN
6218,,,,,,,NaN,NaN,,,NaN,,NaN
6219,,,,,,,NaN,NaN,,,NaN,,NaN
6220,,,,,,,NaN,NaN,,,NaN,,NaN
6221,,,,,,,NaN,NaN,,,NaN,,NaN
6222,,,,,,,NaN,NaN,,,NaN,,NaN
6223,,,,,,,NaN,NaN,,,NaN,,NaN
6224,,,,,,,NaN,NaN,,,NaN,,NaN
6225,,,,,,,NaN,NaN,,,NaN,,NaN
6226,,,,,,,NaN,NaN,,,NaN,,NaN
6227,,,,,,,NaN,NaN,,,NaN,,NaN
6228,,,,,,,NaN,NaN,,,NaN,,NaN
6229,,,,,,,NaN,NaN,,,NaN,,NaN
6230,,,,,,,NaN,NaN,,,NaN,,NaN
6231,,,,,,,NaN,NaN,,,NaN,,NaN
6232,,,,,,,NaN,NaN,,,NaN,,NaN
6233,,,,,,,NaN,NaN,,,NaN,,NaN
6234,,,,,,,NaN,NaN,,,NaN,,NaN
6235,,,,,,,NaN,NaN,,,NaN,,NaN
6236,,,,,,,NaN,NaN,,,NaN,,NaN
6237,,,,,,,NaN,NaN,,,NaN,,NaN
6238,,,,,,,NaN,NaN,,,NaN,,NaN
6239,,,,,,,NaN,NaN,,,NaN,,NaN
6240,,,,,,,NaN,NaN,,,NaN,,NaN
6241,,,,,,,NaN,NaN,,,NaN,,NaN
6242,,,,,,,NaN,NaN,,,NaN,,NaN
6243,,,,,,,NaN,NaN,,,NaN,,NaN
6244,,,,,,,NaN,NaN,,,NaN,,NaN
6245,,,,,,,NaN,NaN,,,NaN,,NaN
6246,,,,,,,NaN,NaN,,,NaN,,NaN
6247,,,,,,,NaN,NaN,,,NaN,,NaN
6248,,,,,,,NaN,NaN,,,NaN,,NaN
6249,,,,,,,NaN,NaN,,,NaN,,NaN
6250,,,,,,,NaN,NaN,,,NaN,,NaN
6251,,,,,,,NaN,NaN,,,NaN,,NaN
6252,,,,,,,NaN,NaN,,,NaN,,NaN
6253,,,,,,,NaN,NaN,,,NaN,,NaN
6254,,,,,,,NaN,NaN,,,NaN,,NaN
6255,,,,,,,NaN,NaN,,,NaN,,NaN
6256,,,,,,,NaN,NaN,,,NaN,,NaN
6257,,,,,,,NaN,NaN,,,NaN,,NaN
6258,,,,,,,NaN,NaN,,,NaN,,NaN
6259,,,,,,,NaN,NaN,,,NaN,,NaN
6260,,,,,,,NaN,NaN,,,NaN,,NaN
6261,,,,,,,NaN,NaN,,,NaN,,NaN
6262,,,,,,,NaN,NaN,,,NaN,,NaN
6263,,,,,,,NaN,NaN,,,NaN,,NaN
6264,,,,,,,NaN,NaN,,,NaN,,NaN
6265,,,,,,,NaN,NaN,,,NaN,,NaN
6266,,,,,,,NaN,NaN,,,NaN,,NaN
6267,,,,,,,NaN,NaN,,,NaN,,NaN
6268,,,,,,,NaN,NaN,,,NaN,,NaN
6269,,,,,,,NaN,NaN,,,NaN,,NaN
6270,,,,,,,NaN,NaN,,,NaN,,NaN
6271,,,,,,,NaN,NaN,,,NaN,,NaN
6272,,,,,,,NaN,NaN,,,NaN,,NaN
6273,,,,,,,NaN,NaN,,,NaN,,NaN
6274,,,,,,,NaN,NaN,,,NaN,,NaN
6275,,,,,,,NaN,NaN,,,NaN,,NaN
6276,,,,,,,NaN,NaN,,,NaN,,NaN
6277,,,,,,,NaN,NaN,,,NaN,,NaN
6278,,,,,,,NaN,NaN,,,NaN,,NaN
6279,,,,,,,NaN,NaN,,,NaN,,NaN
6280,,,,,,,NaN,NaN,,,NaN,,NaN
6281,,,,,,,NaN,NaN,,,NaN,,NaN
6282,,,,,,,NaN,NaN,,,NaN,,NaN
6283,,,,,,,NaN,NaN,,,NaN,,NaN
6284,,,,,,,NaN,NaN,,,NaN,,NaN
6285,,,,,,,NaN,NaN,,,NaN,,NaN
6286,,,,,,,NaN,NaN,,,NaN,,NaN
6287,,,,,,,NaN,NaN,,,NaN,,NaN
6288,,,,,,,NaN,NaN,,,NaN,,NaN
6289,,,,,,,NaN,NaN,,,NaN,,NaN
6290,,,,,,,NaN,NaN,,,NaN,,NaN
6291,,,,,,,NaN,NaN,,,NaN,,NaN
6292,,,,,,,NaN,NaN,,,NaN,,NaN
6293,,,,,,,NaN,NaN,,,NaN,,NaN
6294,,,,,,,NaN,NaN,,,NaN,,NaN
6295,,,,,,,NaN,NaN,,,NaN,,NaN
6296,,,,,,,NaN,NaN,,,NaN,,NaN
6297,,,,,,,NaN,NaN,,,NaN,,NaN
6298,,,,,,,NaN,NaN,,,NaN,,NaN
6299,,,,,,,NaN,NaN,,,NaN,,NaN
6300,,,,,,,NaN,NaN,,,NaN,,NaN
6301,,,,,,,NaN,NaN,,,NaN,,NaN
6302,,,,,,,NaN,NaN,,,NaN,,NaN
6303,,,,,,,NaN,NaN,,,NaN,,NaN
6304,,,,,,,NaN,NaN,,,NaN,,NaN
6305,,,,,,,NaN,NaN,,,NaN,,NaN
6306,,,,,,,NaN,NaN,,,NaN,,NaN
6307,,,,,,,NaN,NaN,,,NaN,,NaN
6308,,,,,,,NaN,NaN,,,NaN,,NaN
6309,,,,,,,NaN,NaN,,,NaN,,NaN
6310,,,,,,,NaN,NaN,,,NaN,,NaN
6311,,,,,,,NaN,NaN,,,NaN,,NaN
6312,,,,,,,NaN,NaN,,,NaN,,NaN
6313,,,,,,,NaN,NaN,,,NaN,,NaN
6314,,,,,,,NaN,NaN,,,NaN,,NaN
6315,,,,,,,NaN,NaN,,,NaN,,NaN
6316,,,,,,,NaN,NaN,,,NaN,,NaN
6317,,,,,,,NaN,NaN,,,NaN,,NaN
6318,,,,,,,NaN,NaN,,,NaN,,NaN
6319,,,,,,,NaN,NaN,,,NaN,,NaN
6320,,,,,,,NaN,NaN,,,NaN,,NaN
6321,,,,,,,NaN,NaN,,,NaN,,NaN
6322,,,,,,,NaN,NaN,,,NaN,,NaN
6323,,,,,,,NaN,NaN,,,NaN,,NaN
6324,,,,,,,NaN,NaN,,,NaN,,NaN
6325,,,,,,,NaN,NaN,,,NaN,,NaN
6326,,,,,,,NaN,NaN,,,NaN,,NaN
6327,,,,,,,NaN,NaN,,,NaN,,NaN
6328,,,,,,,NaN,NaN,,,NaN,,NaN
6329,,,,,,,NaN,NaN,,,NaN,,NaN
6330,,,,,,,NaN,NaN,,,NaN,,NaN
6331,,,,,,,NaN,NaN,,,NaN,,NaN
6332,,,,,,,NaN,NaN,,,NaN,,NaN
6333,,,,,,,NaN,NaN,,,NaN,,NaN
6334,,,,,,,NaN,NaN,,,NaN,,NaN
6335,,,,,,,NaN,NaN,,,NaN,,NaN
6336,,,,,,,NaN,NaN,,,NaN,,NaN
6337,,,,,,,NaN,NaN,,,NaN,,NaN
6338,,,,,,,NaN,NaN,,,NaN,,NaN
6339,,,,,,,NaN,NaN,,,NaN,,NaN
6340,,,,,,,NaN,NaN,,,NaN,,NaN
6341,,,,,,,NaN,NaN,,,NaN,,NaN
6342,,,,,,,NaN,NaN,,,NaN,,NaN
6343,,,,,,,NaN,NaN,,,NaN,,NaN
6344,,,,,,,NaN,NaN,,,NaN,,NaN
6345,,,,,,,NaN,NaN,,,NaN,,NaN
6346,,,,,,,NaN,NaN,,,NaN,,NaN
6347,,,,,,,NaN,NaN,,,NaN,,NaN
6348,,,,,,,NaN,NaN,,,NaN,,NaN
6349,,,,,,,NaN,NaN,,,NaN,,NaN
6350,,,,,,,NaN,NaN,,,NaN,,NaN
6351,,,,,,,NaN,NaN,,,NaN,,NaN
6352,,,,,,,NaN,NaN,,,NaN,,NaN
6353,,,,,,,NaN,NaN,,,NaN,,NaN
6354,,,,,,,NaN,NaN,,,NaN,,NaN
6355,,,,,,,NaN,NaN,,,NaN,,NaN
6356,,,,,,,NaN,NaN,,,NaN,,NaN
6357,,,,,,,NaN,NaN,,,NaN,,NaN
6358,,,,,,,NaN,NaN,,,NaN,,NaN
6359,,,,,,,NaN,NaN,,,NaN,,NaN
6360,,,,,,,NaN,NaN,,,NaN,,NaN
6361,,,,,,,NaN,NaN,,,NaN,,NaN
6362,,,,,,,NaN,NaN,,,NaN,,NaN
6363,,,,,,,NaN,NaN,,,NaN,,NaN
6364,,,,,,,NaN,NaN,,,NaN,,NaN
6365,,,,,,,NaN,NaN,,,NaN,,NaN
6366,,,,,,,NaN,NaN,,,NaN,,NaN
6367,,,,,,,NaN,NaN,,,NaN,,NaN
6368,,,,,,,NaN,NaN,,,NaN,,NaN
6369,,,,,,,NaN,NaN,,,NaN,,NaN
6370,,,,,,,NaN,NaN,,,NaN,,NaN
6371,,,,,,,NaN,NaN,,,NaN,,NaN
6372,,,,,,,NaN,NaN,,,NaN,,NaN
6373,,,,,,,NaN,NaN,,,NaN,,NaN
6374,,,,,,,NaN,NaN,,,NaN,,NaN
6375,,,,,,,NaN,NaN,,,NaN,,NaN
6376,,,,,,,NaN,NaN,,,NaN,,NaN
6377,,,,,,,NaN,NaN,,,NaN,,NaN
6378,,,,,,,NaN,NaN,,,NaN,,NaN
6379,,,,,,,NaN,NaN,,,NaN,,NaN
6380,,,,,,,NaN,NaN,,,NaN,,NaN
6381,,,,,,,NaN,NaN,,,NaN,,NaN
6382,,,,,,,NaN,NaN,,,NaN,,NaN
6383,,,,,,,NaN,NaN,,,NaN,,NaN
6384,,,,,,,NaN,NaN,,,NaN,,NaN
6385,,,,,,,NaN,NaN,,,NaN,,NaN
6386,,,,,,,NaN,NaN,,,NaN,,NaN
6387,,,,,,,NaN,NaN,,,NaN,,NaN
6388,,,,,,,NaN,NaN,,,NaN,,NaN
6389,,,,,,,NaN,NaN,,,NaN,,NaN
6390,,,,,,,NaN,NaN,,,NaN,,NaN
6391,,,,,,,NaN,NaN,,,NaN,,NaN
6392,,,,,,,NaN,NaN,,,NaN,,NaN
6393,,,,,,,NaN,NaN,,,NaN,,NaN
6394,,,,,,,NaN,NaN,,,NaN,,NaN
6395,,,,,,,NaN,NaN,,,NaN,,NaN
6396,,,,,,,NaN,NaN,,,NaN,,NaN
6397,,,,,,,NaN,NaN,,,NaN,,NaN
6398,,,,,,,NaN,NaN,,,NaN,,NaN
6399,,,,,,,NaN,NaN,,,NaN,,NaN
6400,,,,,,,NaN,NaN,,,NaN,,NaN
6401,,,,,,,NaN,NaN,,,NaN,,NaN
6402,,,,,,,NaN,NaN,,,NaN,,NaN
6403,,,,,,,NaN,NaN,,,NaN,,NaN
6404,,,,,,,NaN,NaN,,,NaN,,NaN
6405,,,,,,,NaN,NaN,,,NaN,,NaN
6406,,,,,,,NaN,NaN,,,NaN,,NaN
6407,,,,,,,NaN,NaN,,,NaN,,NaN
6408,,,,,,,NaN,NaN,,,NaN,,NaN
6409,,,,,,,NaN,NaN,,,NaN,,NaN
6410,,,,,,,NaN,NaN,,,NaN,,NaN
6411,,,,,,,NaN,NaN,,,NaN,,NaN
6412,,,,,,,NaN,NaN,,,NaN,,NaN
6413,,,,,,,NaN,NaN,,,NaN,,NaN
6414,,,,,,,NaN,NaN,,,NaN,,NaN
6415,,,,,,,NaN,NaN,,,NaN,,NaN
6416,,,,,,,NaN,NaN,,,NaN,,NaN
6417,,,,,,,NaN,NaN,,,NaN,,NaN
6418,,,,,,,NaN,NaN,,,NaN,,NaN
6419,,,,,,,NaN,NaN,,,NaN,,NaN
6420,,,,,,,NaN,NaN,,,NaN,,NaN
6421,,,,,,,NaN,NaN,,,NaN,,NaN
6422,,,,,,,NaN,NaN,,,NaN,,NaN
6423,,,,,,,NaN,NaN,,,NaN,,NaN
6424,,,,,,,NaN,NaN,,,NaN,,NaN
6425,,,,,,,NaN,NaN,,,NaN,,NaN
6426,,,,,,,NaN,NaN,,,NaN,,NaN
6427,,,,,,,NaN,NaN,,,NaN,,NaN
6428,,,,,,,NaN,NaN,,,NaN,,NaN
6429,,,,,,,NaN,NaN,,,NaN,,NaN
6430,,,,,,,NaN,NaN,,,NaN,,NaN
6431,,,,,,,NaN,NaN,,,NaN,,NaN
6432,,,,,,,NaN,NaN,,,NaN,,NaN
6433,,,,,,,NaN,NaN,,,NaN,,NaN
6434,,,,,,,NaN,NaN,,,NaN,,NaN
6435,,,,,,,NaN,NaN,,,NaN,,NaN
6436,,,,,,,NaN,NaN,,,NaN,,NaN
6437,,,,,,,NaN,NaN,,,NaN,,NaN
6438,,,,,,,NaN,NaN,,,NaN,,NaN
6439,,,,,,,NaN,NaN,,,NaN,,NaN
6440,,,,,,,NaN,NaN,,,NaN,,NaN
6441,,,,,,,NaN,NaN,,,NaN,,NaN
6442,,,,,,,NaN,NaN,,,NaN,,NaN
6443,,,,,,,NaN,NaN,,,NaN,,NaN
6444,,,,,,,NaN,NaN,,,NaN,,NaN
6445,,,,,,,NaN,NaN,,,NaN,,NaN
6446,,,,,,,NaN,NaN,,,NaN,,NaN
6447,,,,,,,NaN,NaN,,,NaN,,NaN
6448,,,,,,,NaN,NaN,,,NaN,,NaN
6449,,,,,,,NaN,NaN,,,NaN,,NaN
6450,,,,,,,NaN,NaN,,,NaN,,NaN
6451,,,,,,,NaN,NaN,,,NaN,,NaN
6452,,,,,,,NaN,NaN,,,NaN,,NaN
6453,,,,,,,NaN,NaN,,,NaN,,NaN
6454,,,,,,,NaN,NaN,,,NaN,,NaN
6455,,,,,,,NaN,NaN,,,NaN,,NaN
6456,,,,,,,NaN,NaN,,,NaN,,NaN
6457,,,,,,,NaN,NaN,,,NaN,,NaN
6458,,,,,,,NaN,NaN,,,NaN,,NaN
6459,,,,,,,NaN,NaN,,,NaN,,NaN
6460,,,,,,,NaN,NaN,,,NaN,,NaN
6461,,,,,,,NaN,NaN,,,NaN,,NaN
6462,,,,,,,NaN,NaN,,,NaN,,NaN
6463,,,,,,,NaN,NaN,,,NaN,,NaN
6464,,,,,,,NaN,NaN,,,NaN,,NaN
6465,,,,,,,NaN,NaN,,,NaN,,NaN
6466,,,,,,,NaN,NaN,,,NaN,,NaN
6467,,,,,,,NaN,NaN,,,NaN,,NaN
6468,,,,,,,NaN,NaN,,,NaN,,NaN
6469,,,,,,,NaN,NaN,,,NaN,,NaN
6470,,,,,,,NaN,NaN,,,NaN,,NaN
6471,,,,,,,NaN,NaN,,,NaN,,NaN
6472,,,,,,,NaN,NaN,,,NaN,,NaN
6473,,,,,,,NaN,NaN,,,NaN,,NaN
6474,,,,,,,NaN,NaN,,,NaN,,NaN
6475,,,,,,,NaN,NaN,,,NaN,,NaN
6476,,,,,,,NaN,NaN,,,NaN,,NaN
6477,,,,,,,NaN,NaN,,,NaN,,NaN
6478,,,,,,,NaN,NaN,,,NaN,,NaN
6479,,,,,,,NaN,NaN,,,NaN,,NaN
6480,,,,,,,NaN,NaN,,,NaN,,NaN
6481,,,,,,,NaN,NaN,,,NaN,,NaN
6482,,,,,,,NaN,NaN,,,NaN,,NaN
6483,,,,,,,NaN,NaN,,,NaN,,NaN
6484,,,,,,,NaN,NaN,,,NaN,,NaN
6485,,,,,,,NaN,NaN,,,NaN,,NaN
6486,,,,,,,NaN,NaN,,,NaN,,NaN
6487,,,,,,,NaN,NaN,,,NaN,,NaN
6488,,,,,,,NaN,NaN,,,NaN,,NaN
6489,,,,,,,NaN,NaN,,,NaN,,NaN
6490,,,,,,,NaN,NaN,,,NaN,,NaN
6491,,,,,,,NaN,NaN,,,NaN,,NaN
6492,,,,,,,NaN,NaN,,,NaN,,NaN
6493,,,,,,,NaN,NaN,,,NaN,,NaN
6494,,,,,,,NaN,NaN,,,NaN,,NaN
6495,,,,,,,NaN,NaN,,,NaN,,NaN
6496,,,,,,,NaN,NaN,,,NaN,,NaN
6497,,,,,,,NaN,NaN,,,NaN,,NaN
6498,,,,,,,NaN,NaN,,,NaN,,NaN
6499,,,,,,,NaN,NaN,,,NaN,,NaN
6500,,,,,,,NaN,NaN,,,NaN,,NaN
6501,,,,,,,NaN,NaN,,,NaN,,NaN
6502,,,,,,,NaN,NaN,,,NaN,,NaN
6503,,,,,,,NaN,NaN,,,NaN,,NaN
6504
6505
6506
6507
6508
6509
6510
6511
6512
6513
6514
6515
6516
6517
6518
6519
6520
6521
6522
6523
6524
6525
6526
6527
6528
6529
6530
6531
6532
6533
6534
6535
6536
6537
6538
6539
