time,Solar8000/ART_MBP,Solar8000/ART_DBP,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,SNUADC/ART,SNUADC/ECG_II
10136,,,,,,NaN,NaN,,,,,NaN,NaN
10137,76,56,64,100,116,NaN,NaN,39,18,9,64,NaN,NaN
10138,,,,,,NaN,NaN,,,,,NaN,NaN
10139,76,56,63,100,118,NaN,NaN,39,16,9,64,NaN,NaN
10140,,,,,,NaN,NaN,,,,,NaN,NaN
10141,77,57,63,100,118,NaN,NaN,39,16,9,63,NaN,NaN
10142,,,,,,NaN,NaN,,,,,NaN,NaN
10143,77,58,62,100,118,NaN,NaN,39,16,9,63,NaN,NaN
10144,,,,,,NaN,NaN,,,,,NaN,NaN
10145,77,58,62,100,118,NaN,NaN,39,16,9,63,NaN,NaN
10146,,,,,,NaN,NaN,,,,,NaN,NaN
10147,77,60,62,100,110,NaN,NaN,39,15,9,63,NaN,NaN
10148,,,,,,NaN,NaN,,,,,NaN,NaN
10149,77,57,62,100,116,NaN,NaN,39,15,9,63,NaN,NaN
10150,,,,,,NaN,NaN,,,,,NaN,NaN
10151,76,55,67,100,117,NaN,NaN,39,15,9,62,NaN,NaN
10152,,,,,,NaN,NaN,,,,,NaN,NaN
10153,76,56,66,100,116,NaN,NaN,39,15,9,60,NaN,NaN
10154,,,,,,NaN,NaN,,,,,NaN,NaN
10155,76,56,63,100,117,NaN,NaN,39,15,9,60,NaN,NaN
10156,,,,,,NaN,NaN,,,,,NaN,NaN
10157,77,57,64,100,118,NaN,NaN,39,15,9,61,NaN,NaN
10158,,,,,,NaN,NaN,,,,,NaN,NaN
10159,77,56,61,100,118,NaN,NaN,39,15,9,61,NaN,NaN
10160,,,,,,NaN,NaN,,,,,NaN,NaN
10161,77,57,61,100,116,NaN,NaN,39,15,9,62,NaN,NaN
10162,,,,,,NaN,NaN,,,,,NaN,NaN
10163,77,56,63,100,116,NaN,NaN,39,15,9,64,NaN,NaN
10164,,,,,,NaN,NaN,,,,,NaN,NaN
10165,77,57,63,100,116,NaN,NaN,39,15,9,64,NaN,NaN
10166,,,,,,NaN,NaN,,,,,NaN,NaN
10167,77,57,63,100,117,NaN,NaN,39,15,9,64,NaN,NaN
10168,,,,,,NaN,NaN,,,,,NaN,NaN
10169,78,57,64,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10170,,,,,,NaN,NaN,,,,,NaN,NaN
10171,77,56,64,100,117,NaN,NaN,39,15,9,65,NaN,NaN
10172,,,,,,NaN,NaN,,,,,NaN,NaN
10173,77,57,64,100,117,NaN,NaN,39,15,9,65,NaN,NaN
10174,,,,,,NaN,NaN,,,,,NaN,NaN
10175,77,56,64,100,116,NaN,NaN,39,15,9,65,NaN,NaN
10176,,,,,,NaN,NaN,,,,,NaN,NaN
10177,77,57,64,100,116,NaN,NaN,39,15,9,65,NaN,NaN
10178,,,,,,NaN,NaN,,,,,NaN,NaN
10179,77,56,64,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10180,,,,,,NaN,NaN,,,,,NaN,NaN
10181,77,58,64,100,117,NaN,NaN,39,15,9,64,NaN,NaN
10182,,,,,,NaN,NaN,,,,,NaN,NaN
10183,77,56,64,100,117,NaN,NaN,39,15,9,64,NaN,NaN
10184,,,,,,NaN,NaN,,,,,NaN,NaN
10185,77,56,64,100,117,NaN,NaN,39,15,9,64,NaN,NaN
10186,,,,,,NaN,NaN,,,,,NaN,NaN
10187,77,56,64,100,116,NaN,NaN,39,15,9,64,NaN,NaN
10188,,,,,,NaN,NaN,,,,,NaN,NaN
10189,77,57,63,100,117,NaN,NaN,39,15,9,64,NaN,NaN
10190,,,,,,NaN,NaN,,,,,NaN,NaN
10191,77,56,63,100,117,NaN,NaN,39,15,9,64,NaN,NaN
10192,,,,,,NaN,NaN,,,,,NaN,NaN
10193,77,57,63,100,117,NaN,NaN,39,15,9,63,NaN,NaN
10194,,,,,,NaN,NaN,,,,,NaN,NaN
10195,77,56,63,100,116,NaN,NaN,39,15,9,64,NaN,NaN
10196,,,,,,NaN,NaN,,,,,NaN,NaN
10197,77,58,63,100,116,NaN,NaN,39,15,9,64,NaN,NaN
10198,,,,,,NaN,NaN,,,,,NaN,NaN
10199,77,56,63,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10200,,,,,,NaN,NaN,,,,,NaN,NaN
10201,78,58,64,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10202,,,,,,NaN,NaN,,,,,NaN,NaN
10203,78,56,63,100,120,NaN,NaN,39,15,9,63,NaN,NaN
10204,,,,,,NaN,NaN,,,,,NaN,NaN
10205,77,57,62,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10206,,,,,,NaN,NaN,,,,,NaN,NaN
10207,77,56,64,100,117,NaN,NaN,39,15,9,63,NaN,NaN
10208,,,,,,NaN,NaN,,,,,NaN,NaN
10209,77,57,63,100,118,NaN,NaN,39,15,9,63,NaN,NaN
10210,,,,,,NaN,NaN,,,,,NaN,NaN
10211,77,56,63,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10212,,,,,,NaN,NaN,,,,,NaN,NaN
10213,77,57,63,100,116,NaN,NaN,39,15,9,64,NaN,NaN
10214,,,,,,NaN,NaN,,,,,NaN,NaN
10215,77,56,63,100,117,NaN,NaN,39,15,9,63,NaN,NaN
10216,,,,,,NaN,NaN,,,,,NaN,NaN
10217,77,56,63,100,117,NaN,NaN,39,15,9,64,NaN,NaN
10218,,,,,,NaN,NaN,,,,,NaN,NaN
10219,76,56,63,100,116,NaN,NaN,39,15,9,64,NaN,NaN
10220,,,,,,NaN,NaN,,,,,NaN,NaN
10221,76,56,64,100,116,NaN,NaN,39,15,9,63,NaN,NaN
10222,,,,,,NaN,NaN,,,,,NaN,NaN
10223,77,56,63,100,116,NaN,NaN,39,15,9,64,NaN,NaN
10224,,,,,,NaN,NaN,,,,,NaN,NaN
10225,77,57,63,100,116,NaN,NaN,39,15,9,64,NaN,NaN
10226,,,,,,NaN,NaN,,,,,NaN,NaN
10227,78,58,63,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10228,,,,,,NaN,NaN,,,,,NaN,NaN
10229,77,57,64,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10230,,,,,,NaN,NaN,,,,,NaN,NaN
10231,77,56,65,100,118,NaN,NaN,39,15,9,66,NaN,NaN
10232,,,,,,NaN,NaN,,,,,NaN,NaN
10233,77,57,64,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10234,,,,,,NaN,NaN,,,,,NaN,NaN
10235,77,56,63,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10236,,,,,,NaN,NaN,,,,,NaN,NaN
10237,77,57,63,100,117,NaN,NaN,39,15,9,64,NaN,NaN
10238,,,,,,NaN,NaN,,,,,NaN,NaN
10239,77,57,62,100,117,NaN,NaN,39,15,9,64,NaN,NaN
10240,,,,,,NaN,NaN,,,,,NaN,NaN
10241,78,58,63,100,117,NaN,NaN,39,15,9,64,NaN,NaN
10242,,,,,,NaN,NaN,,,,,NaN,NaN
10243,78,59,64,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10244,,,,,,NaN,NaN,,,,,NaN,NaN
10245,78,58,65,100,117,NaN,NaN,39,15,9,65,NaN,NaN
10246,,,,,,NaN,NaN,,,,,NaN,NaN
10247,75,55,66,100,114,NaN,NaN,39,15,9,66,NaN,NaN
10248,,,,,,NaN,NaN,,,,,NaN,NaN
10249,75,55,66,100,113,NaN,NaN,39,15,9,65,NaN,NaN
10250,,,,,,NaN,NaN,,,,,NaN,NaN
10251,74,55,65,100,112,NaN,NaN,39,15,9,65,NaN,NaN
10252,,,,,,NaN,NaN,,,,,NaN,NaN
10253,74,55,63,100,112,NaN,NaN,39,15,9,64,NaN,NaN
10254,,,,,,NaN,NaN,,,,,NaN,NaN
10255,74,55,62,100,112,NaN,NaN,39,15,9,64,NaN,NaN
10256,,,,,,NaN,NaN,,,,,NaN,NaN
10257,74,56,63,100,112,NaN,NaN,39,15,9,63,NaN,NaN
10258,,,,,,NaN,NaN,,,,,NaN,NaN
10259,74,55,64,100,112,NaN,NaN,39,15,9,64,NaN,NaN
10260,,,,,,NaN,NaN,,,,,NaN,NaN
10261,74,55,64,100,112,NaN,NaN,39,15,9,64,NaN,NaN
10262,,,,,,NaN,NaN,,,,,NaN,NaN
10263,73,55,64,100,112,NaN,NaN,39,15,9,64,NaN,NaN
10264,,,,,,NaN,NaN,,,,,NaN,NaN
10265,74,55,64,100,112,NaN,NaN,39,15,9,64,NaN,NaN
10266,,,,,,NaN,NaN,,,,,NaN,NaN
10267,74,55,64,100,112,NaN,NaN,39,15,9,64,NaN,NaN
10268,,,,,,NaN,NaN,,,,,NaN,NaN
10269,74,56,63,100,113,NaN,NaN,39,15,9,64,NaN,NaN
10270,,,,,,NaN,NaN,,,,,NaN,NaN
10271,76,58,64,100,114,NaN,NaN,39,15,9,64,NaN,NaN
10272,,,,,,NaN,NaN,,,,,NaN,NaN
10273,75,56,64,100,115,NaN,NaN,39,15,9,65,NaN,NaN
10274,,,,,,NaN,NaN,,,,,NaN,NaN
10275,76,57,65,100,113,NaN,NaN,39,15,9,66,NaN,NaN
10276,,,,,,NaN,NaN,,,,,NaN,NaN
10277,75,55,66,100,114,NaN,NaN,39,15,10,66,NaN,NaN
10278,,,,,,NaN,NaN,,,,,NaN,NaN
10279,74,55,68,100,111,NaN,NaN,39,15,10,68,NaN,NaN
10280,,,,,,NaN,NaN,,,,,NaN,NaN
10281,74,55,66,100,112,NaN,NaN,39,15,9,66,NaN,NaN
10282,,,,,,NaN,NaN,,,,,NaN,NaN
10283,74,55,64,100,113,NaN,NaN,39,15,9,66,NaN,NaN
10284,,,,,,NaN,NaN,,,,,NaN,NaN
10285,74,55,65,100,113,NaN,NaN,39,15,10,65,NaN,NaN
10286,,,,,,NaN,NaN,,,,,NaN,NaN
10287,74,55,63,100,113,NaN,NaN,39,15,10,64,NaN,NaN
10288,,,,,,NaN,NaN,,,,,NaN,NaN
10289,74,55,64,100,114,NaN,NaN,39,15,10,64,NaN,NaN
10290,,,,,,NaN,NaN,,,,,NaN,NaN
10291,74,54,64,100,113,NaN,NaN,39,15,10,64,NaN,NaN
10292,,,,,,NaN,NaN,,,,,NaN,NaN
10293,74,55,63,100,113,NaN,NaN,39,15,9,64,NaN,NaN
10294,,,,,,NaN,NaN,,,,,NaN,NaN
10295,74,54,63,100,113,NaN,NaN,39,15,10,64,NaN,NaN
10296,,,,,,NaN,NaN,,,,,NaN,NaN
10297,73,55,63,100,112,NaN,NaN,39,15,10,64,NaN,NaN
10298,,,,,,NaN,NaN,,,,,NaN,NaN
10299,74,55,63,100,114,NaN,NaN,39,15,10,63,NaN,NaN
10300,,,,,,NaN,NaN,,,,,NaN,NaN
10301,76,58,63,100,115,NaN,NaN,39,15,10,63,NaN,NaN
10302,,,,,,NaN,NaN,,,,,NaN,NaN
10303,74,54,63,100,114,NaN,NaN,39,15,10,65,NaN,NaN
10304,,,,,,NaN,NaN,,,,,NaN,NaN
10305,74,55,65,100,113,NaN,NaN,39,15,10,64,NaN,NaN
10306,,,,,,NaN,NaN,,,,,NaN,NaN
10307,75,57,64,100,113,NaN,NaN,39,15,10,64,NaN,NaN
10308,,,,,,NaN,NaN,,,,,NaN,NaN
10309,74,55,64,100,112,NaN,NaN,39,15,10,65,NaN,NaN
10310,,,,,,NaN,NaN,,,,,NaN,NaN
10311,74,55,65,100,112,NaN,NaN,39,15,10,65,NaN,NaN
10312,,,,,,NaN,NaN,,,,,NaN,NaN
10313,75,57,62,100,114,NaN,NaN,39,15,11,65,NaN,NaN
10314,,,,,,NaN,NaN,,,,,NaN,NaN
10315,76,57,64,100,115,NaN,NaN,39,15,11,64,NaN,NaN
10316,,,,,,NaN,NaN,,,,,NaN,NaN
10317,76,56,64,100,116,NaN,NaN,39,15,11,65,NaN,NaN
10318,,,,,,NaN,NaN,,,,,NaN,NaN
10319,75,55,63,100,115,NaN,NaN,39,15,11,64,NaN,NaN
10320,,,,,,NaN,NaN,,,,,NaN,NaN
10321,76,58,65,100,114,NaN,NaN,38,15,9,65,NaN,NaN
10322,,,,,,NaN,NaN,,,,,NaN,NaN
10323,75,55,66,100,115,NaN,NaN,38,15,9,65,NaN,NaN
10324,,,,,,NaN,NaN,,,,,NaN,NaN
10325,75,56,65,100,114,NaN,NaN,38,15,9,64,NaN,NaN
10326,,,,,,NaN,NaN,,,,,NaN,NaN
10327,75,56,63,100,115,NaN,NaN,38,15,9,64,NaN,NaN
10328,,,,,,NaN,NaN,,,,,NaN,NaN
10329,76,56,64,100,115,NaN,NaN,39,15,9,64,NaN,NaN
10330,,,,,,NaN,NaN,,,,,NaN,NaN
10331,76,58,65,100,115,NaN,NaN,39,15,9,64,NaN,NaN
10332,,,,,,NaN,NaN,,,,,NaN,NaN
10333,76,56,64,100,116,NaN,NaN,39,15,9,63,NaN,NaN
10334,,,,,,NaN,NaN,,,,,NaN,NaN
10335,75,56,65,100,115,NaN,NaN,39,15,9,66,NaN,NaN
10336,,,,,,NaN,NaN,,,,,NaN,NaN
10337,75,56,64,100,114,NaN,NaN,39,15,10,65,NaN,NaN
10338,,,,,,NaN,NaN,,,,,NaN,NaN
10339,75,56,64,100,114,NaN,NaN,39,15,10,64,NaN,NaN
10340,,,,,,NaN,NaN,,,,,NaN,NaN
10341,76,56,64,100,114,NaN,NaN,39,15,10,64,NaN,NaN
10342,,,,,,NaN,NaN,,,,,NaN,NaN
10343,76,57,63,100,115,NaN,NaN,39,15,10,64,NaN,NaN
10344,,,,,,NaN,NaN,,,,,NaN,NaN
10345,75,55,64,100,115,NaN,NaN,39,15,10,65,NaN,NaN
10346,,,,,,NaN,NaN,,,,,NaN,NaN
10347,75,55,65,100,114,NaN,NaN,39,15,10,65,NaN,NaN
10348,,,,,,NaN,NaN,,,,,NaN,NaN
10349,75,55,64,100,113,NaN,NaN,39,15,10,65,NaN,NaN
10350,,,,,,NaN,NaN,,,,,NaN,NaN
10351,74,54,64,100,113,NaN,NaN,39,15,10,65,NaN,NaN
10352,,,,,,NaN,NaN,,,,,NaN,NaN
10353,74,55,63,100,112,NaN,NaN,39,15,10,64,NaN,NaN
10354,,,,,,NaN,NaN,,,,,NaN,NaN
10355,74,54,62,100,113,NaN,NaN,39,15,10,63,NaN,NaN
10356,,,,,,NaN,NaN,,,,,NaN,NaN
10357,75,56,62,100,113,NaN,NaN,39,15,10,63,NaN,NaN
10358,,,,,,NaN,NaN,,,,,NaN,NaN
10359,75,57,63,100,114,NaN,NaN,39,15,10,64,NaN,NaN
10360,,,,,,NaN,NaN,,,,,NaN,NaN
10361,74,57,64,100,101,NaN,NaN,39,15,10,64,NaN,NaN
10362,,,,,,NaN,NaN,,,,,NaN,NaN
10363,71,52,70,100,109,NaN,NaN,39,15,10,64,NaN,NaN
10364,,,,,,NaN,NaN,,,,,NaN,NaN
10365,71,53,68,100,109,NaN,NaN,39,15,10,63,NaN,NaN
10366,,,,,,NaN,NaN,,,,,NaN,NaN
10367,73,56,66,100,111,NaN,NaN,39,15,10,62,NaN,NaN
10368,,,,,,NaN,NaN,,,,,NaN,NaN
10369,73,54,66,100,113,NaN,NaN,39,15,10,62,NaN,NaN
10370,,,,,,NaN,NaN,,,,,NaN,NaN
10371,73,55,62,100,112,NaN,NaN,39,15,10,62,NaN,NaN
10372,,,,,,NaN,NaN,,,,,NaN,NaN
10373,74,56,62,100,114,NaN,NaN,39,15,10,62,NaN,NaN
10374,,,,,,NaN,NaN,,,,,NaN,NaN
10375,74,55,64,100,114,NaN,NaN,38,15,11,65,NaN,NaN
10376,,,,,,NaN,NaN,,,,,NaN,NaN
10377,74,56,64,100,114,NaN,NaN,38,15,11,64,NaN,NaN
10378,,,,,,NaN,NaN,,,,,NaN,NaN
10379,75,55,62,100,115,NaN,NaN,38,15,11,64,NaN,NaN
10380,,,,,,NaN,NaN,,,,,NaN,NaN
10381,76,57,63,100,116,NaN,NaN,38,15,11,63,NaN,NaN
10382,,,,,,NaN,NaN,,,,,NaN,NaN
10383,76,56,63,100,116,NaN,NaN,39,15,11,64,NaN,NaN
10384,,,,,,NaN,NaN,,,,,NaN,NaN
10385,76,56,63,100,115,NaN,NaN,39,15,13,64,NaN,NaN
10386,,,,,,NaN,NaN,,,,,NaN,NaN
10387,75,55,64,100,114,NaN,NaN,39,15,13,65,NaN,NaN
10388,,,,,,NaN,NaN,,,,,NaN,NaN
10389,75,55,64,100,114,NaN,NaN,39,15,13,64,NaN,NaN
10390,,,,,,NaN,NaN,,,,,NaN,NaN
10391,75,55,64,100,114,NaN,NaN,39,15,13,64,NaN,NaN
10392,,,,,,NaN,NaN,,,,,NaN,NaN
10393,75,57,62,100,113,NaN,NaN,39,15,13,63,NaN,NaN
10394,,,,,,NaN,NaN,,,,,NaN,NaN
10395,76,56,62,100,117,NaN,NaN,39,15,13,63,NaN,NaN
10396,,,,,,NaN,NaN,,,,,NaN,NaN
10397,76,56,63,100,116,NaN,NaN,39,15,13,65,NaN,NaN
10398,,,,,,NaN,NaN,,,,,NaN,NaN
10399,76,56,65,100,115,NaN,NaN,39,15,13,64,NaN,NaN
10400,,,,,,NaN,NaN,,,,,NaN,NaN
10401,76,56,64,100,115,NaN,NaN,39,15,13,65,NaN,NaN
10402,,,,,,NaN,NaN,,,,,NaN,NaN
10403,75,55,64,100,114,NaN,NaN,39,15,13,65,NaN,NaN
10404,,,,,,NaN,NaN,,,,,NaN,NaN
10405,75,55,63,100,113,NaN,NaN,39,15,13,64,NaN,NaN
10406,,,,,,NaN,NaN,,,,,NaN,NaN
10407,76,57,63,100,115,NaN,NaN,39,15,13,63,NaN,NaN
10408,,,,,,NaN,NaN,,,,,NaN,NaN
10409,74,55,65,100,114,NaN,NaN,39,15,13,65,NaN,NaN
10410,,,,,,NaN,NaN,,,,,NaN,NaN
10411,74,55,65,100,113,NaN,NaN,39,15,13,64,NaN,NaN
10412,,,,,,NaN,NaN,,,,,NaN,NaN
10413,74,55,63,100,114,NaN,NaN,39,15,13,64,NaN,NaN
10414,,,,,,NaN,NaN,,,,,NaN,NaN
10415,74,54,64,100,113,NaN,NaN,39,15,13,65,NaN,NaN
10416,,,,,,NaN,NaN,,,,,NaN,NaN
10417,74,56,64,100,112,NaN,NaN,38,15,13,64,NaN,NaN
10418,,,,,,NaN,NaN,,,,,NaN,NaN
10419,74,55,62,100,113,NaN,NaN,38,15,13,63,NaN,NaN
10420,,,,,,NaN,NaN,,,,,NaN,NaN
10421,74,55,64,100,113,NaN,NaN,38,15,13,64,NaN,NaN
10422,,,,,,NaN,NaN,,,,,NaN,NaN
10423,74,54,63,100,113,NaN,NaN,38,15,13,64,NaN,NaN
10424,,,,,,NaN,NaN,,,,,NaN,NaN
10425,74,56,63,100,113,NaN,NaN,39,15,13,63,NaN,NaN
10426,,,,,,NaN,NaN,,,,,NaN,NaN
10427,75,56,63,100,114,NaN,NaN,39,15,13,64,NaN,NaN
10428,,,,,,NaN,NaN,,,,,NaN,NaN
10429,75,55,62,100,114,NaN,NaN,39,15,13,64,NaN,NaN
10430,,,,,,NaN,NaN,,,,,NaN,NaN
10431,75,55,63,100,113,NaN,NaN,39,15,13,64,NaN,NaN
10432,,,,,,NaN,NaN,,,,,NaN,NaN
10433,75,56,64,100,114,NaN,NaN,39,15,13,64,NaN,NaN
10434,,,,,,NaN,NaN,,,,,NaN,NaN
10435,76,56,64,100,115,NaN,NaN,39,15,11,64,NaN,NaN
10436,,,,,,NaN,NaN,,,,,NaN,NaN
10437,75,56,63,100,116,NaN,NaN,39,15,11,63,NaN,NaN
10438,,,,,,NaN,NaN,,,,,NaN,NaN
10439,75,56,63,100,116,NaN,NaN,38,15,9,63,NaN,NaN
10440,,,,,,NaN,NaN,,,,,NaN,NaN
10441,76,57,62,100,116,NaN,NaN,38,15,9,62,NaN,NaN
10442,,,,,,NaN,NaN,,,,,NaN,NaN
10443,77,58,62,100,117,NaN,NaN,38,15,9,63,NaN,NaN
10444,,,,,,NaN,NaN,,,,,NaN,NaN
10445,77,57,63,100,119,NaN,NaN,39,15,9,64,NaN,NaN
10446,,,,,,NaN,NaN,,,,,NaN,NaN
10447,78,58,64,100,118,NaN,NaN,39,15,9,65,NaN,NaN
10448,,,,,,NaN,NaN,,,,,NaN,NaN
10449,76,56,65,100,116,NaN,NaN,39,15,9,66,NaN,NaN
10450,,,,,,NaN,NaN,,,,,NaN,NaN
10451,77,57,66,100,117,NaN,NaN,39,15,9,65,NaN,NaN
10452,,,,,,NaN,NaN,,,,,NaN,NaN
10453,77,56,64,100,117,NaN,NaN,38,15,10,66,NaN,NaN
10454,,,,,,NaN,NaN,,,,,NaN,NaN
10455,76,56,64,100,117,NaN,NaN,38,15,10,65,NaN,NaN
10456,,,,,,NaN,NaN,,,,,NaN,NaN
10457,76,56,64,100,115,NaN,NaN,38,15,9,64,NaN,NaN
10458,,,,,,NaN,NaN,,,,,NaN,NaN
10459,76,55,62,100,115,NaN,NaN,39,15,9,63,NaN,NaN
10460,,,,,,NaN,NaN,,,,,NaN,NaN
10461,76,56,63,100,115,NaN,NaN,39,15,9,64,NaN,NaN
10462,,,,,,NaN,NaN,,,,,NaN,NaN
10463,75,55,62,100,114,NaN,NaN,39,15,10,63,NaN,NaN
10464,,,,,,NaN,NaN,,,,,NaN,NaN
10465,75,56,63,100,113,NaN,NaN,39,15,10,63,NaN,NaN
10466,,,,,,NaN,NaN,,,,,NaN,NaN
10467,74,54,63,100,113,NaN,NaN,38,15,10,63,NaN,NaN
10468,,,,,,NaN,NaN,,,,,NaN,NaN
10469,74,55,63,100,113,NaN,NaN,38,15,10,63,NaN,NaN
10470,,,,,,NaN,NaN,,,,,NaN,NaN
10471,75,56,63,100,113,NaN,NaN,38,15,10,64,NaN,NaN
10472,,,,,,NaN,NaN,,,,,NaN,NaN
10473,75,56,63,100,113,NaN,NaN,39,15,10,64,NaN,NaN
10474,,,,,,NaN,NaN,,,,,NaN,NaN
10475,76,56,64,100,114,NaN,NaN,39,15,10,64,NaN,NaN
10476,,,,,,NaN,NaN,,,,,NaN,NaN
10477,76,57,64,100,115,NaN,NaN,39,15,10,65,NaN,NaN
10478,,,,,,NaN,NaN,,,,,NaN,NaN
10479,76,55,66,100,115,NaN,NaN,39,15,10,67,NaN,NaN
10480,,,,,,NaN,NaN,,,,,NaN,NaN
10481,76,57,67,100,115,NaN,NaN,38,15,10,66,NaN,NaN
10482,,,,,,NaN,NaN,,,,,NaN,NaN
10483,75,56,68,100,113,NaN,NaN,38,15,10,67,NaN,NaN
10484,,,,,,NaN,NaN,,,,,NaN,NaN
10485,76,57,67,100,115,NaN,NaN,38,15,10,66,NaN,NaN
10486,,,,,,NaN,NaN,,,,,NaN,NaN
10487,75,55,65,100,115,NaN,NaN,39,15,10,66,NaN,NaN
10488,,,,,,NaN,NaN,,,,,NaN,NaN
10489,75,56,66,100,113,NaN,NaN,39,15,10,65,NaN,NaN
10490,,,,,,NaN,NaN,,,,,NaN,NaN
10491,75,55,64,100,114,NaN,NaN,39,15,10,65,NaN,NaN
10492,,,,,,NaN,NaN,,,,,NaN,NaN
10493,75,55,65,100,113,NaN,NaN,39,15,10,65,NaN,NaN
10494,,,,,,NaN,NaN,,,,,NaN,NaN
10495,75,55,65,100,112,NaN,NaN,39,15,10,65,NaN,NaN
10496,,,,,,NaN,NaN,,,,,NaN,NaN
10497,74,55,63,100,113,NaN,NaN,39,15,10,64,NaN,NaN
10498,,,,,,NaN,NaN,,,,,NaN,NaN
10499,74,55,66,100,113,NaN,NaN,39,15,10,63,NaN,NaN
10500,,,,,,NaN,NaN,,,,,NaN,NaN
10501,75,56,64,100,113,NaN,NaN,39,15,10,63,NaN,NaN
10502,,,,,,NaN,NaN,,,,,NaN,NaN
10503,75,56,64,100,114,NaN,NaN,39,15,10,63,NaN,NaN
10504,,,,,,NaN,NaN,,,,,NaN,NaN
10505,77,58,64,100,114,NaN,NaN,39,15,10,63,NaN,NaN
10506,,,,,,NaN,NaN,,,,,NaN,NaN
10507,75,55,64,100,114,NaN,NaN,39,15,9,63,NaN,NaN
10508,,,,,,NaN,NaN,,,,,NaN,NaN
10509,77,59,66,100,115,NaN,NaN,39,15,9,64,NaN,NaN
10510,,,,,,NaN,NaN,,,,,NaN,NaN
10511,76,55,65,100,118,NaN,NaN,39,15,9,64,NaN,NaN
10512,,,,,,NaN,NaN,,,,,NaN,NaN
10513,75,57,67,100,110,NaN,NaN,39,15,9,65,NaN,NaN
10514,,,,,,NaN,NaN,,,,,NaN,NaN
10515,74,54,65,100,113,NaN,NaN,39,15,9,66,NaN,NaN
10516,,,,,,NaN,NaN,,,,,NaN,NaN
10517,73,54,65,100,111,NaN,NaN,39,15,10,64,NaN,NaN
10518,,,,,,NaN,NaN,,,,,NaN,NaN
10519,76,59,65,100,112,NaN,NaN,39,15,10,63,NaN,NaN
10520,,,,,,NaN,NaN,,,,,NaN,NaN
10521,76,57,61,100,114,NaN,NaN,39,15,10,63,NaN,NaN
10522,,,,,,NaN,NaN,,,,,NaN,NaN
10523,74,54,62,100,116,NaN,NaN,38,15,10,64,NaN,NaN
10524,,,,,,NaN,NaN,,,,,NaN,NaN
10525,74,55,65,100,112,NaN,NaN,38,15,10,62,NaN,NaN
10526,,,,,,NaN,NaN,,,,,NaN,NaN
10527,75,56,65,100,113,NaN,NaN,38,15,10,61,NaN,NaN
10528,,,,,,NaN,NaN,,,,,NaN,NaN
10529,76,56,65,100,115,NaN,NaN,38,15,10,63,NaN,NaN
10530,,,,,,NaN,NaN,,,,,NaN,NaN
10531,75,55,64,100,115,NaN,NaN,38,15,10,65,NaN,NaN
10532,,,,,,NaN,NaN,,,,,NaN,NaN
10533,75,56,63,100,114,NaN,NaN,38,15,9,63,NaN,NaN
10534,,,,,,NaN,NaN,,,,,NaN,NaN
10535,75,55,64,100,114,NaN,NaN,38,15,9,63,NaN,NaN
10536,,,,,,NaN,NaN,,,,,NaN,NaN
10537,76,57,64,100,114,NaN,NaN,39,15,10,64,NaN,NaN
10538,,,,,,NaN,NaN,,,,,NaN,NaN
10539,75,55,63,100,114,NaN,NaN,39,15,10,64,NaN,NaN
10540,,,,,,NaN,NaN,,,,,NaN,NaN
10541,76,57,63,100,115,NaN,NaN,39,15,10,63,NaN,NaN
10542,,,,,,NaN,NaN,,,,,NaN,NaN
10543,78,60,63,100,115,NaN,NaN,39,15,10,64,NaN,NaN
10544,,,,,,NaN,NaN,,,,,NaN,NaN
10545,76,57,65,100,115,NaN,NaN,39,15,10,65,NaN,NaN
10546,,,,,,NaN,NaN,,,,,NaN,NaN
10547,74,53,65,100,113,NaN,NaN,39,15,9,68,NaN,NaN
10548,,,,,,NaN,NaN,,,,,NaN,NaN
10549,76,59,69,100,112,NaN,NaN,39,15,9,65,NaN,NaN
10550,,,,,,NaN,NaN,,,,,NaN,NaN
10551,73,54,65,100,110,NaN,NaN,39,15,10,65,NaN,NaN
10552,,,,,,NaN,NaN,,,,,NaN,NaN
10553,73,54,67,100,110,NaN,NaN,39,15,10,66,NaN,NaN
10554,,,,,,NaN,NaN,,,,,NaN,NaN
10555,74,56,63,100,112,NaN,NaN,39,15,10,63,NaN,NaN
10556,,,,,,NaN,NaN,,,,,NaN,NaN
10557,74,55,61,100,113,NaN,NaN,39,15,10,63,NaN,NaN
10558,,,,,,NaN,NaN,,,,,NaN,NaN
10559,74,55,65,100,112,NaN,NaN,38,15,10,63,NaN,NaN
10560,,,,,,NaN,NaN,,,,,NaN,NaN
