time,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/ART_MBP
1952,NaN,NaN,58,94,2,NaN,59,99,55,NaN,13,32,69
1953,NaN,NaN,,,,NaN,,,,NaN,,,
1954,NaN,NaN,59,92,2,NaN,59,98,54,NaN,13,32,69
1955,NaN,NaN,,,,NaN,,,,NaN,,,
1956,NaN,NaN,59,93,2,NaN,59,98,55,NaN,13,32,69
1957,NaN,NaN,,,,NaN,,,,NaN,,,
1958,NaN,NaN,59,93,2,NaN,59,99,55,NaN,13,32,69
1959,NaN,NaN,,,,NaN,,,,NaN,,,
1960,NaN,NaN,59,93,3,NaN,60,99,56,NaN,13,32,69
1961,NaN,NaN,,,,NaN,,,,NaN,,,
1962,NaN,NaN,59,93,3,NaN,60,99,55,NaN,13,32,69
1963,NaN,NaN,,,,NaN,,,,NaN,,,
1964,NaN,NaN,59,92,3,NaN,60,99,55,NaN,13,32,69
1965,NaN,NaN,,,,NaN,,,,NaN,,,
1966,NaN,NaN,59,93,3,NaN,60,99,54,NaN,13,32,69
1967,NaN,NaN,,,,NaN,,,,NaN,,,
1968,NaN,NaN,59,91,4,NaN,60,98,54,NaN,13,32,68
1969,NaN,NaN,,,,NaN,,,,NaN,,,
1970,NaN,NaN,59,93,4,NaN,60,98,54,NaN,13,32,68
1971,NaN,NaN,,,,NaN,,,,NaN,,,
1972,NaN,NaN,59,91,6,NaN,60,98,53,NaN,13,32,68
1973,NaN,NaN,,,,NaN,,,,NaN,,,
1974,NaN,NaN,59,92,6,NaN,60,98,54,NaN,13,32,68
1975,NaN,NaN,,,,NaN,,,,NaN,,,
1976,NaN,NaN,59,91,4,NaN,60,98,53,NaN,13,32,67
1977,NaN,NaN,,,,NaN,,,,NaN,,,
1978,NaN,NaN,59,90,4,NaN,60,98,53,NaN,13,32,67
1979,NaN,NaN,,,,NaN,,,,NaN,,,
1980,NaN,NaN,59,91,1,NaN,60,99,53,NaN,13,32,67
1981,NaN,NaN,,,,NaN,,,,NaN,,,
1982,NaN,NaN,59,90,1,NaN,60,98,53,NaN,13,32,67
1983,NaN,NaN,,,,NaN,,,,NaN,,,
1984,NaN,NaN,59,91,0,NaN,60,98,53,NaN,13,32,67
1985,NaN,NaN,,,,NaN,,,,NaN,,,
1986,NaN,NaN,59,91,0,NaN,60,98,53,NaN,13,32,67
1987,NaN,NaN,,,,NaN,,,,NaN,,,
1988,NaN,NaN,59,91,0,NaN,60,98,53,NaN,13,32,67
1989,NaN,NaN,,,,NaN,,,,NaN,,,
1990,NaN,NaN,59,90,0,NaN,60,98,52,NaN,13,32,66
1991,NaN,NaN,,,,NaN,,,,NaN,,,
1992,NaN,NaN,59,90,0,NaN,59,98,53,NaN,13,32,66
1993,NaN,NaN,,,,NaN,,,,NaN,,,
1994,NaN,NaN,59,91,1,NaN,59,98,53,NaN,13,32,67
1995,NaN,NaN,,,,NaN,,,,NaN,,,
1996,NaN,NaN,59,91,1,NaN,59,98,54,NaN,13,32,67
1997,NaN,NaN,,,,NaN,,,,NaN,,,
1998,NaN,NaN,59,92,2,NaN,59,98,54,NaN,13,32,68
1999,NaN,NaN,,,,NaN,,,,NaN,,,
2000,NaN,NaN,59,91,2,NaN,59,98,54,NaN,13,32,68
2001,NaN,NaN,,,,NaN,,,,NaN,,,
2002,NaN,NaN,59,91,2,NaN,59,98,54,NaN,13,32,68
2003,NaN,NaN,,,,NaN,,,,NaN,,,
2004,NaN,NaN,59,92,2,NaN,59,98,54,NaN,13,32,68
2005,NaN,NaN,,,,NaN,,,,NaN,,,
2006,NaN,NaN,59,92,3,NaN,59,98,55,NaN,13,32,69
2007,NaN,NaN,,,,NaN,,,,NaN,,,
2008,NaN,NaN,59,92,3,NaN,59,98,54,NaN,13,32,68
2009,NaN,NaN,,,,NaN,,,,NaN,,,
2010,NaN,NaN,58,92,3,NaN,59,98,55,NaN,13,32,68
2011,NaN,NaN,,,,NaN,,,,NaN,,,
2012,NaN,NaN,58,93,3,NaN,59,98,55,NaN,13,32,69
2013,NaN,NaN,,,,NaN,,,,NaN,,,
2014,NaN,NaN,58,92,6,NaN,59,98,54,NaN,13,32,68
2015,NaN,NaN,,,,NaN,,,,NaN,,,
2016,NaN,NaN,58,92,6,NaN,59,98,55,NaN,13,32,68
2017,NaN,NaN,,,,NaN,,,,NaN,,,
2018,NaN,NaN,58,92,6,NaN,59,98,55,NaN,13,32,68
2019,NaN,NaN,,,,NaN,,,,NaN,,,
2020,NaN,NaN,58,91,5,NaN,59,98,54,NaN,13,32,68
2021,NaN,NaN,,,,NaN,,,,NaN,,,
2022,NaN,NaN,58,92,5,NaN,59,98,54,NaN,13,32,68
2023,NaN,NaN,,,,NaN,,,,NaN,,,
2024,NaN,NaN,58,90,2,NaN,59,98,53,NaN,13,32,67
2025,NaN,NaN,,,,NaN,,,,NaN,,,
2026,NaN,NaN,59,92,2,NaN,59,98,53,NaN,13,32,68
2027,NaN,NaN,,,,NaN,,,,NaN,,,
2028,NaN,NaN,59,90,1,NaN,59,98,53,NaN,13,32,67
2029,NaN,NaN,,,,NaN,,,,NaN,,,
2030,NaN,NaN,59,91,1,NaN,59,98,53,NaN,13,32,67
2031,NaN,NaN,,,,NaN,,,,NaN,,,
2032,NaN,NaN,59,90,1,NaN,59,98,52,NaN,13,32,67
2033,NaN,NaN,,,,NaN,,,,NaN,,,
2034,NaN,NaN,59,90,1,NaN,59,98,53,NaN,13,32,67
2035,NaN,NaN,,,,NaN,,,,NaN,,,
2036,NaN,NaN,58,90,1,NaN,59,98,52,NaN,13,32,66
2037,NaN,NaN,,,,NaN,,,,NaN,,,
2038,NaN,NaN,58,89,1,NaN,59,98,53,NaN,13,32,66
2039,NaN,NaN,,,,NaN,,,,NaN,,,
2040,NaN,NaN,58,90,2,NaN,59,98,53,NaN,13,32,67
2041,NaN,NaN,,,,NaN,,,,NaN,,,
2042,NaN,NaN,59,89,2,NaN,59,98,52,NaN,13,32,66
2043,NaN,NaN,,,,NaN,,,,NaN,,,
2044,NaN,NaN,59,91,2,NaN,59,98,53,NaN,13,32,67
2045,NaN,NaN,,,,NaN,,,,NaN,,,
2046,NaN,NaN,59,90,2,NaN,59,98,52,NaN,13,32,66
2047,NaN,NaN,,,,NaN,,,,NaN,,,
2048,NaN,NaN,59,90,3,NaN,59,98,53,NaN,13,32,66
2049,NaN,NaN,,,,NaN,,,,NaN,,,
2050,NaN,NaN,59,89,3,NaN,59,98,52,NaN,13,32,66
2051,NaN,NaN,,,,NaN,,,,NaN,,,
2052,NaN,NaN,59,89,3,NaN,59,98,53,NaN,13,32,66
2053,NaN,NaN,,,,NaN,,,,NaN,,,
2054,NaN,NaN,59,91,3,NaN,59,99,53,NaN,13,32,67
2055,NaN,NaN,,,,NaN,,,,NaN,,,
2056,NaN,NaN,59,90,3,NaN,60,98,54,NaN,13,32,67
2057,NaN,NaN,,,,NaN,,,,NaN,,,
2058,NaN,NaN,59,92,5,NaN,60,98,54,NaN,13,32,68
2059,NaN,NaN,,,,NaN,,,,NaN,,,
2060,NaN,NaN,59,91,5,NaN,60,98,54,NaN,13,32,67
2061,NaN,NaN,,,,NaN,,,,NaN,,,
2062,NaN,NaN,59,92,6,NaN,60,98,54,NaN,13,32,68
2063,NaN,NaN,,,,NaN,,,,NaN,,,
2064,NaN,NaN,59,91,6,NaN,60,98,54,NaN,13,32,68
2065,NaN,NaN,,,,NaN,,,,NaN,,,
2066,NaN,NaN,59,91,4,NaN,59,98,54,NaN,13,32,68
2067,NaN,NaN,,,,NaN,,,,NaN,,,
2068,NaN,NaN,58,91,4,NaN,59,99,54,NaN,13,32,68
2069,NaN,NaN,,,,NaN,,,,NaN,,,
2070,NaN,NaN,58,91,1,NaN,59,98,54,NaN,13,32,68
2071,NaN,NaN,,,,NaN,,,,NaN,,,
2072,NaN,NaN,58,92,1,NaN,59,98,54,NaN,13,32,68
2073,NaN,NaN,,,,NaN,,,,NaN,,,
2074,NaN,NaN,58,91,0,NaN,59,99,54,NaN,13,32,68
2075,NaN,NaN,,,,NaN,,,,NaN,,,
2076,NaN,NaN,58,91,0,NaN,59,99,55,NaN,13,32,68
2077,NaN,NaN,,,,NaN,,,,NaN,,,
2078,NaN,NaN,58,92,0,NaN,59,99,54,NaN,13,32,68
2079,NaN,NaN,,,,NaN,,,,NaN,,,
2080,NaN,NaN,59,91,0,NaN,59,99,54,NaN,13,32,68
2081,NaN,NaN,,,,NaN,,,,NaN,,,
2082,NaN,NaN,59,92,0,NaN,59,98,54,NaN,13,32,68
2083,NaN,NaN,,,,NaN,,,,NaN,,,
2084,NaN,NaN,59,91,0,NaN,59,98,54,NaN,13,32,68
2085,NaN,NaN,,,,NaN,,,,NaN,,,
2086,NaN,NaN,59,92,0,NaN,59,98,53,NaN,13,32,68
2087,NaN,NaN,,,,NaN,,,,NaN,,,
2088,NaN,NaN,59,89,1,NaN,59,98,51,NaN,13,32,66
2089,NaN,NaN,,,,NaN,,,,NaN,,,
2090,NaN,NaN,59,89,1,NaN,59,98,51,NaN,13,32,66
2091,NaN,NaN,,,,NaN,,,,NaN,,,
2092,NaN,NaN,59,88,2,NaN,59,98,50,NaN,13,32,65
2093,NaN,NaN,,,,NaN,,,,NaN,,,
2094,NaN,NaN,59,89,2,NaN,59,98,47,NaN,13,32,65
2095,NaN,NaN,,,,NaN,,,,NaN,,,
2096,NaN,NaN,59,91,3,NaN,59,98,47,NaN,13,32,67
2097,NaN,NaN,,,,NaN,,,,NaN,,,
2098,NaN,NaN,59,109,3,NaN,59,98,14,NaN,13,32,66
2099,NaN,NaN,,,,NaN,,,,NaN,,,
2100,NaN,NaN,59,99,10,NaN,59,98,19,NaN,13,32,64
2101,NaN,NaN,,,,NaN,,,,NaN,,,
2102,NaN,NaN,59,99,10,NaN,59,98,35,NaN,13,32,64
2103,NaN,NaN,,,,NaN,,,,NaN,,,
2104,NaN,NaN,59,93,6,NaN,59,98,39,NaN,13,32,64
2105,NaN,NaN,,,,NaN,,,,NaN,,,
2106,NaN,NaN,59,88,6,NaN,59,98,47,NaN,13,32,64
2107,NaN,NaN,,,,NaN,,,,NaN,,,
2108,NaN,NaN,58,88,5,NaN,59,98,49,NaN,13,32,64
2109,NaN,NaN,,,,NaN,,,,NaN,,,
2110,NaN,NaN,58,87,5,NaN,59,98,49,NaN,13,32,64
2111,NaN,NaN,,,,NaN,,,,NaN,,,
2112,NaN,NaN,58,86,5,NaN,59,98,50,NaN,13,32,63
2113,NaN,NaN,,,,NaN,,,,NaN,,,
2114,NaN,NaN,58,88,5,NaN,59,98,50,NaN,13,32,64
2115,NaN,NaN,,,,NaN,,,,NaN,,,
2116,NaN,NaN,58,88,5,NaN,59,98,50,NaN,13,32,64
2117,NaN,NaN,,,,NaN,,,,NaN,,,
2118,NaN,NaN,59,89,4,NaN,59,98,51,NaN,13,32,64
2119,NaN,NaN,,,,NaN,,,,NaN,,,
2120,NaN,NaN,59,87,4,NaN,59,98,51,NaN,13,32,64
2121,NaN,NaN,,,,NaN,,,,NaN,,,
2122,NaN,NaN,59,89,2,NaN,59,98,51,NaN,13,32,65
2123,NaN,NaN,,,,NaN,,,,NaN,,,
2124,NaN,NaN,59,86,2,NaN,59,98,50,NaN,13,32,64
2125,NaN,NaN,,,,NaN,,,,NaN,,,
2126,NaN,NaN,58,88,11,NaN,59,98,51,NaN,13,32,65
2127,NaN,NaN,,,,NaN,,,,NaN,,,
2128,NaN,NaN,58,88,11,NaN,59,98,51,NaN,13,32,65
2129,NaN,NaN,,,,NaN,,,,NaN,,,
2130,NaN,NaN,58,88,11,NaN,59,98,51,NaN,13,32,65
2131,NaN,NaN,,,,NaN,,,,NaN,,,
2132,NaN,NaN,58,88,11,NaN,59,98,51,NaN,13,32,65
2133,NaN,NaN,,,,NaN,,,,NaN,,,
2134,NaN,NaN,58,88,10,NaN,58,98,50,NaN,13,32,64
2135,NaN,NaN,,,,NaN,,,,NaN,,,
2136,NaN,NaN,58,88,10,NaN,58,98,51,NaN,13,32,65
2137,NaN,NaN,,,,NaN,,,,NaN,,,
2138,NaN,NaN,58,88,4,NaN,58,98,50,NaN,13,32,64
2139,NaN,NaN,,,,NaN,,,,NaN,,,
2140,NaN,NaN,58,87,4,NaN,58,98,51,NaN,13,32,64
2141,NaN,NaN,,,,NaN,,,,NaN,,,
2142,NaN,NaN,57,88,7,NaN,58,98,51,NaN,13,32,64
2143,NaN,NaN,,,,NaN,,,,NaN,,,
2144,NaN,NaN,58,87,7,NaN,58,98,50,NaN,13,32,64
2145,NaN,NaN,,,,NaN,,,,NaN,,,
2146,NaN,NaN,58,88,7,NaN,58,98,50,NaN,13,32,64
2147,NaN,NaN,,,,NaN,,,,NaN,,,
2148,NaN,NaN,58,86,7,NaN,58,98,50,NaN,13,32,64
2149,NaN,NaN,,,,NaN,,,,NaN,,,
2150,NaN,NaN,58,88,7,NaN,59,98,50,NaN,13,32,64
2151,NaN,NaN,,,,NaN,,,,NaN,,,
2152,NaN,NaN,58,86,9,NaN,59,98,49,NaN,13,32,64
2153,NaN,NaN,,,,NaN,,,,NaN,,,
2154,NaN,NaN,58,87,9,NaN,59,98,50,NaN,13,32,64
2155,NaN,NaN,,,,NaN,,,,NaN,,,
2156,NaN,NaN,58,87,6,NaN,59,98,50,NaN,13,32,64
2157,NaN,NaN,,,,NaN,,,,NaN,,,
2158,NaN,NaN,59,86,6,NaN,59,98,50,NaN,13,32,63
2159,NaN,NaN,,,,NaN,,,,NaN,,,
2160,NaN,NaN,58,93,10,NaN,59,98,59,NaN,13,32,67
2161,NaN,NaN,,,,NaN,,,,NaN,,,
2162,NaN,NaN,58,87,10,NaN,59,98,51,NaN,13,32,64
2163,NaN,NaN,,,,NaN,,,,NaN,,,
2164,NaN,NaN,58,88,197,NaN,59,98,50,NaN,13,32,64
2165,NaN,NaN,,,,NaN,,,,NaN,,,
2166,NaN,NaN,58,86,197,NaN,59,98,49,NaN,13,32,63
2167,NaN,NaN,,,,NaN,,,,NaN,,,
2168,NaN,NaN,58,83,254,NaN,59,98,51,NaN,13,31,64
2169,NaN,NaN,,,,NaN,,,,NaN,,,
2170,NaN,NaN,58,85,254,NaN,59,98,49,NaN,13,31,63
2171,NaN,NaN,,,,NaN,,,,NaN,,,
2172,NaN,NaN,58,86,27,NaN,59,98,50,NaN,13,31,63
2173,NaN,NaN,,,,NaN,,,,NaN,,,
2174,NaN,NaN,58,87,27,NaN,59,98,49,NaN,13,32,63
2175,NaN,NaN,,,,NaN,,,,NaN,,,
2176,NaN,NaN,58,85,27,NaN,59,98,49,NaN,13,32,63
2177,NaN,NaN,,,,NaN,,,,NaN,,,
2178,NaN,NaN,58,87,27,NaN,59,98,50,NaN,13,32,63
2179,NaN,NaN,,,,NaN,,,,NaN,,,
2180,NaN,NaN,58,86,27,NaN,59,98,50,NaN,13,32,63
2181,NaN,NaN,,,,NaN,,,,NaN,,,
2182,NaN,NaN,58,88,27,NaN,59,99,51,NaN,13,32,64
2183,NaN,NaN,,,,NaN,,,,NaN,,,
2184,NaN,NaN,58,88,27,NaN,59,99,51,NaN,13,32,64
2185,NaN,NaN,,,,NaN,,,,NaN,,,
2186,NaN,NaN,58,87,24,NaN,59,98,51,NaN,13,32,65
2187,NaN,NaN,,,,NaN,,,,NaN,,,
2188,NaN,NaN,58,89,24,NaN,59,99,51,NaN,13,32,65
2189,NaN,NaN,,,,NaN,,,,NaN,,,
2190,NaN,NaN,58,88,16,NaN,59,98,51,NaN,13,32,65
2191,NaN,NaN,,,,NaN,,,,NaN,,,
2192,NaN,NaN,58,89,16,NaN,58,99,51,NaN,13,32,65
2193,NaN,NaN,,,,NaN,,,,NaN,,,
2194,NaN,NaN,58,88,17,NaN,58,99,51,NaN,13,32,65
2195,NaN,NaN,,,,NaN,,,,NaN,,,
2196,NaN,NaN,57,89,17,NaN,58,99,52,NaN,13,32,65
2197,NaN,NaN,,,,NaN,,,,NaN,,,
2198,NaN,NaN,57,89,17,NaN,58,99,52,NaN,13,32,65
2199,NaN,NaN,,,,NaN,,,,NaN,,,
2200,NaN,NaN,57,89,19,NaN,58,99,52,NaN,13,32,65
2201,NaN,NaN,,,,NaN,,,,NaN,,,
2202,NaN,NaN,57,88,18,NaN,58,98,51,NaN,13,32,65
2203,NaN,NaN,,,,NaN,,,,NaN,,,
2204,NaN,NaN,57,87,18,NaN,58,98,50,NaN,13,32,65
2205,NaN,NaN,,,,NaN,,,,NaN,,,
2206,NaN,NaN,58,88,17,NaN,58,98,50,NaN,13,32,65
2207,NaN,NaN,,,,NaN,,,,NaN,,,
2208,NaN,NaN,58,87,17,NaN,58,98,51,NaN,13,32,64
2209,NaN,NaN,,,,NaN,,,,NaN,,,
2210,NaN,NaN,58,88,17,NaN,59,98,51,NaN,13,32,65
2211,NaN,NaN,,,,NaN,,,,NaN,,,
2212,NaN,NaN,58,87,11,NaN,59,98,50,NaN,13,32,64
2213,NaN,NaN,,,,NaN,,,,NaN,,,
2214,NaN,NaN,58,86,11,NaN,59,98,50,NaN,13,32,64
2215,NaN,NaN,,,,NaN,,,,NaN,,,
2216,NaN,NaN,58,87,18,NaN,59,98,50,NaN,13,32,64
2217,NaN,NaN,,,,NaN,,,,NaN,,,
2218,NaN,NaN,58,86,18,NaN,59,98,50,NaN,13,32,64
2219,NaN,NaN,,,,NaN,,,,NaN,,,
2220,NaN,NaN,58,88,18,NaN,59,99,50,NaN,13,32,64
2221,NaN,NaN,,,,NaN,,,,NaN,,,
2222,NaN,NaN,58,86,18,NaN,59,98,50,NaN,13,32,63
2223,NaN,NaN,,,,NaN,,,,NaN,,,
2224,NaN,NaN,58,87,17,NaN,59,98,50,NaN,13,32,64
2225,NaN,NaN,,,,NaN,,,,NaN,,,
2226,NaN,NaN,58,86,17,NaN,59,98,49,NaN,13,32,63
2227,NaN,NaN,,,,NaN,,,,NaN,,,
2228,NaN,NaN,58,87,16,NaN,59,99,50,NaN,13,32,64
2229,NaN,NaN,,,,NaN,,,,NaN,,,
2230,NaN,NaN,58,87,16,NaN,59,99,50,NaN,13,32,64
2231,NaN,NaN,,,,NaN,,,,NaN,,,
2232,NaN,NaN,58,86,10,NaN,59,98,51,NaN,13,32,64
2233,NaN,NaN,,,,NaN,,,,NaN,,,
2234,NaN,NaN,58,89,10,NaN,59,98,58,NaN,13,32,68
2235,NaN,NaN,,,,NaN,,,,NaN,,,
2236,NaN,NaN,66,89,4,NaN,59,98,55,NaN,13,32,67
2237,NaN,NaN,,,,NaN,,,,NaN,,,
2238,NaN,NaN,66,91,4,NaN,60,98,52,NaN,13,32,66
2239,NaN,NaN,,,,NaN,,,,NaN,,,
2240,NaN,NaN,69,89,2,NaN,59,98,48,NaN,13,32,64
2241,NaN,NaN,,,,NaN,,,,NaN,,,
2242,NaN,NaN,67,90,2,NaN,56,98,50,NaN,13,32,65
2243,NaN,NaN,,,,NaN,,,,NaN,,,
2244,NaN,NaN,60,88,2,NaN,56,98,50,NaN,13,32,64
2245,NaN,NaN,,,,NaN,,,,NaN,,,
2246,NaN,NaN,59,88,2,NaN,56,98,50,NaN,13,32,64
2247,NaN,NaN,,,,NaN,,,,NaN,,,
2248,NaN,NaN,57,88,2,NaN,55,98,51,NaN,13,32,65
2249,NaN,NaN,,,,NaN,,,,NaN,,,
2250,NaN,NaN,57,88,1,NaN,55,98,51,NaN,13,32,65
2251,NaN,NaN,,,,NaN,,,,NaN,,,
2252,NaN,NaN,57,89,1,NaN,56,98,51,NaN,13,32,65
2253,NaN,NaN,,,,NaN,,,,NaN,,,
2254,NaN,NaN,57,88,2,NaN,57,98,51,NaN,13,32,65
2255,NaN,NaN,,,,NaN,,,,NaN,,,
2256,NaN,NaN,57,89,2,NaN,57,98,52,NaN,13,32,65
2257,NaN,NaN,,,,NaN,,,,NaN,,,
2258,NaN,NaN,57,88,1,NaN,57,98,51,NaN,13,32,65
2259,NaN,NaN,,,,NaN,,,,NaN,,,
2260,NaN,NaN,57,88,1,NaN,57,98,52,NaN,13,32,65
2261,NaN,NaN,,,,NaN,,,,NaN,,,
2262,NaN,NaN,57,88,1,NaN,57,98,52,NaN,13,32,65
2263,NaN,NaN,,,,NaN,,,,NaN,,,
2264,NaN,NaN,57,89,1,NaN,57,98,51,NaN,13,32,65
2265,NaN,NaN,,,,NaN,,,,NaN,,,
2266,NaN,NaN,57,89,1,NaN,57,98,51,NaN,13,32,65
2267,NaN,NaN,,,,NaN,,,,NaN,,,
2268,NaN,NaN,57,87,1,NaN,58,98,51,NaN,13,32,65
2269,NaN,NaN,,,,NaN,,,,NaN,,,
2270,NaN,NaN,57,88,1,NaN,58,98,51,NaN,13,32,65
2271,NaN,NaN,,,,NaN,,,,NaN,,,
2272,NaN,NaN,57,87,1,NaN,58,98,50,NaN,13,32,64
2273,NaN,NaN,,,,NaN,,,,NaN,,,
2274,NaN,NaN,57,88,1,NaN,58,98,51,NaN,13,32,65
2275,NaN,NaN,,,,NaN,,,,NaN,,,
2276,NaN,NaN,57,87,1,NaN,58,98,50,NaN,13,32,64
2277,NaN,NaN,,,,NaN,,,,NaN,,,
2278,NaN,NaN,57,87,1,NaN,58,98,50,NaN,13,32,64
2279,NaN,NaN,,,,NaN,,,,NaN,,,
2280,NaN,NaN,57,87,1,NaN,58,98,50,NaN,13,32,64
2281,NaN,NaN,,,,NaN,,,,NaN,,,
2282,NaN,NaN,57,86,1,NaN,58,98,52,NaN,13,32,65
2283,NaN,NaN,,,,NaN,,,,NaN,,,
2284,NaN,NaN,59,84,1,NaN,57,98,49,NaN,13,32,62
2285,NaN,NaN,,,,NaN,,,,NaN,,,
2286,NaN,NaN,57,85,1,NaN,57,98,49,NaN,13,32,62
2287,NaN,NaN,,,,NaN,,,,NaN,,,
2288,NaN,NaN,57,86,2,NaN,57,98,50,NaN,13,32,63
2289,NaN,NaN,,,,NaN,,,,NaN,,,
2290,NaN,NaN,58,86,2,NaN,57,98,49,NaN,13,32,63
2291,NaN,NaN,,,,NaN,,,,NaN,,,
2292,NaN,NaN,56,86,1,NaN,57,98,50,NaN,13,32,63
2293,NaN,NaN,,,,NaN,,,,NaN,,,
2294,NaN,NaN,58,87,1,NaN,57,98,50,NaN,13,32,64
2295,NaN,NaN,,,,NaN,,,,NaN,,,
2296,NaN,NaN,58,85,3,NaN,58,98,50,NaN,13,32,63
2297,NaN,NaN,,,,NaN,,,,NaN,,,
2298,NaN,NaN,58,87,3,NaN,58,99,51,NaN,13,32,64
2299,NaN,NaN,,,,NaN,,,,NaN,,,
2300,NaN,NaN,58,86,3,NaN,58,98,50,NaN,13,32,64
2301,NaN,NaN,,,,NaN,,,,NaN,,,
2302,NaN,NaN,58,88,3,NaN,58,98,51,NaN,13,32,64
2303,NaN,NaN,,,,NaN,,,,NaN,,,
2304,NaN,NaN,58,87,4,NaN,58,98,50,NaN,13,32,64
2305,NaN,NaN,,,,NaN,,,,NaN,,,
2306,NaN,NaN,58,87,4,NaN,58,98,51,NaN,13,32,65
2307,NaN,NaN,,,,NaN,,,,NaN,,,
2308,NaN,NaN,58,87,4,NaN,58,98,50,NaN,13,32,64
2309,NaN,NaN,,,,NaN,,,,NaN,,,
2310,NaN,NaN,58,87,4,NaN,58,98,51,NaN,13,32,64
2311,NaN,NaN,,,,NaN,,,,NaN,,,
2312,NaN,NaN,58,88,4,NaN,58,98,51,NaN,13,31,65
2313,NaN,NaN,,,,NaN,,,,NaN,,,
2314,NaN,NaN,57,87,3,NaN,58,98,50,NaN,13,31,64
2315,NaN,NaN,,,,NaN,,,,NaN,,,
2316,NaN,NaN,57,88,3,NaN,58,98,51,NaN,13,31,65
2317,NaN,NaN,,,,NaN,,,,NaN,,,
2318,NaN,NaN,57,87,3,NaN,58,98,50,NaN,13,31,64
2319,NaN,NaN,,,,NaN,,,,NaN,,,
2320,NaN,NaN,57,87,3,NaN,58,98,52,NaN,13,32,64
2321,NaN,NaN,,,,NaN,,,,NaN,,,
2322,NaN,NaN,57,88,3,NaN,58,98,50,NaN,13,32,64
2323,NaN,NaN,,,,NaN,,,,NaN,,,
2324,NaN,NaN,58,86,3,NaN,58,98,51,NaN,13,32,64
2325,NaN,NaN,,,,NaN,,,,NaN,,,
2326,NaN,NaN,58,87,3,NaN,58,98,50,NaN,13,31,64
2327,NaN,NaN,,,,NaN,,,,NaN,,,
2328,NaN,NaN,58,86,3,NaN,58,98,50,NaN,13,31,64
2329,NaN,NaN,,,,NaN,,,,NaN,,,
2330,NaN,NaN,58,88,3,NaN,59,98,51,NaN,13,31,64
2331,NaN,NaN,,,,NaN,,,,NaN,,,
2332,NaN,NaN,58,87,3,NaN,59,98,49,NaN,13,32,64
2333,NaN,NaN,,,,NaN,,,,NaN,,,
2334,NaN,NaN,59,89,3,NaN,59,98,50,NaN,13,32,64
2335,NaN,NaN,,,,NaN,,,,NaN,,,
2336,NaN,NaN,59,88,3,NaN,59,99,50,NaN,13,32,64
2337,NaN,NaN,,,,NaN,,,,NaN,,,
2338,NaN,NaN,58,88,3,NaN,59,99,51,NaN,13,32,64
2339,NaN,NaN,,,,NaN,,,,NaN,,,
2340,NaN,NaN,58,88,3,NaN,59,98,50,NaN,13,32,64
2341,NaN,NaN,,,,NaN,,,,NaN,,,
2342,NaN,NaN,58,87,3,NaN,59,98,51,NaN,13,32,64
2343,NaN,NaN,,,,NaN,,,,NaN,,,
2344,NaN,NaN,58,88,3,NaN,59,98,51,NaN,13,32,65
2345,NaN,NaN,,,,NaN,,,,NaN,,,
2346,NaN,NaN,58,87,3,NaN,59,98,50,NaN,13,32,64
2347,NaN,NaN,,,,NaN,,,,NaN,,,
2348,NaN,NaN,58,87,3,NaN,58,98,51,NaN,13,32,64
2349,NaN,NaN,,,,NaN,,,,NaN,,,
2350,NaN,NaN,58,88,3,NaN,58,98,50,NaN,13,32,64
2351,NaN,NaN,,,,NaN,,,,NaN,,,
2352,NaN,NaN,58,86,3,NaN,58,98,50,NaN,13,32,64
2353,NaN,NaN,,,,NaN,,,,NaN,,,
2354,NaN,NaN,58,87,3,NaN,58,98,50,NaN,13,32,64
2355,NaN,NaN,,,,NaN,,,,NaN,,,
2356,NaN,NaN,58,86,3,NaN,58,98,50,NaN,13,32,64
2357,NaN,NaN,,,,NaN,,,,NaN,,,
2358,NaN,NaN,58,88,3,NaN,58,98,51,NaN,13,32,64
2359,NaN,NaN,,,,NaN,,,,NaN,,,
2360,NaN,NaN,58,88,3,NaN,58,98,51,NaN,13,32,65
2361,NaN,NaN,,,,NaN,,,,NaN,,,
2362,NaN,NaN,58,90,3,NaN,58,98,52,NaN,13,32,66
2363,NaN,NaN,,,,NaN,,,,NaN,,,
2364,NaN,NaN,58,89,3,NaN,58,98,51,NaN,13,32,66
2365,NaN,NaN,,,,NaN,,,,NaN,,,
2366,NaN,NaN,58,91,3,NaN,58,98,52,NaN,13,32,67
2367,NaN,NaN,,,,NaN,,,,NaN,,,
2368,NaN,NaN,57,92,3,NaN,58,98,53,NaN,13,32,67
2369,NaN,NaN,,,,NaN,,,,NaN,,,
2370,NaN,NaN,57,92,3,NaN,58,98,54,NaN,13,32,68
2371,NaN,NaN,,,,NaN,,,,NaN,,,
2372,NaN,NaN,57,92,3,NaN,58,98,53,NaN,13,32,68
2373,NaN,NaN,,,,NaN,,,,NaN,,,
2374,NaN,NaN,57,90,3,NaN,57,98,53,NaN,13,32,67
2375,NaN,NaN,,,,NaN,,,,NaN,,,
2376,NaN,NaN,57,91,3,NaN,57,98,53,NaN,13,32,67
